# scorer=cert K=3 N=300 M=1245 seed=5 r=0.9 theta=0 veto=0 lookahead_k=0 parisi_exchange=0 parisi_audit=0 dynamic_I_backtrack=0 sigma_certified=0 transaction_safe=0 eps=0.01 damp=0
step,move,Nt,Mt,Sigma,Sigma_per_N,eta,unit_prop,last_cert,n_fixed,P_max,I_min,predicted_delta_sigma,predicted_release_gain,actual_release_gain,release_converged,certified_sigma,replay_error,sp_residual,sp_contraction
135,dec,293,1190,1.073361335,0.003577871115,2,0,0.9798648596,7,0,1,0,-0,0,0,0,0,0.009377313607,0.559867634
136,back,292,1178,1.053540003,0.00351180001,3,0,0.9796841781,8,0,1,0,-0,0,0,0,0,0.008937374982,0.8498032525
137,dec,293,1190,1.07375271,0.0035791757,3,0,0.9796841781,7,0,1,0,-0,0,0,0,0,0.00854986359,0.672999627
138,back,292,1178,1.053650885,0.003512169616,2,0,0.9796841781,8,0,1,0,-0,0,0,0,0,0.00897623574,0.5156894831
139,dec,293,1190,1.073696639,0.003578988795,3,0,0.9796841781,7,0,1,0,-0,0,0,0,0,0.008652326105,0.8253639651
140,back,292,1178,1.052631591,0.003508771969,3,0,0.9796841781,8,0,1,0,-0,0,0,0,0,0.00799352645,0.7622910803
141,dec,293,1190,1.073681543,0.003578938476,2,0,0.9796841781,7,0,1,0,-0,0,0,0,0,0.009463775518,0.5498108718
142,back,292,1178,1.053864604,0.003512882015,2,0,0.9796841781,8,0,1,0,-0,0,0,0,0,0.008011993694,0.5113999776
143,dec,293,1190,1.073845977,0.003579486589,2,0,0.9796841781,7,0,1,0,-0,0,0,0,0,0.009998584292,0.5234509103
144,back,292,1178,1.052918237,0.003509727458,2,0,0.9796841781,8,0,1,0,-0,0,0,0,0,0.007073755196,0.4452180812
145,dec,293,1190,1.072676268,0.003575587559,2,0,0.9796841781,7,0,1,0,-0,0,0,0,0,0.007563278454,0.450545761
146,back,292,1178,1.051879442,0.003506264808,2,0,0.9795582748,8,0,1,0,-0,0,0,0,0,0.008339254642,0.483947318
147,dec,293,1190,1.07191288,0.003573042934,2,0,0.9795582748,7,0,1,0,-0,0,0,0,0,0.008533749505,0.4749581361
148,back,292,1178,1.051373698,0.003504578992,2,0,0.9793432415,8,0,1,0,-0,0,0,0,0,0.009260667227,0.5081789238
149,dec,293,1190,1.071719517,0.003572398389,2,0,0.9793432415,7,0,1,0,-0,0,0,0,0,0.009902204708,0.550453296
150,dec,292,1178,1.051360713,0.00350453571,2,0,0.9793432415,8,0,1,0,-0,0,0,0,0,0.009646231896,0.5225837461
151,back,291,1171,1.031638243,0.003438794142,3,0,0.9788010795,9,0,1,0,-0,0,0,0,0,0.008646613331,0.7966730127
152,dec,292,1178,1.053236691,0.00351078897,3,0,0.9788010795,8,0,1,0,-0,0,0,0,0,0.007026860944,0.6595877515
153,back,291,1171,1.031111863,0.003437039542,2,0,0.9788010795,9,0,1,0,-0,0,0,0,0,0.009666545533,0.4442734024
154,dec,292,1178,1.052893953,0.003509646509,3,0,0.9788010795,8,0,1,0,-0,0,0,0,0,0.008402203459,0.7943097075
155,back,291,1171,1.0315605,0.003438535001,3,0,0.9785149315,9,0,1,0,-0,0,0,0,0,0.006628551178,0.5793341612
156,dec,292,1178,1.052587008,0.003508623361,2,0,0.9785149315,8,0,1,0,-0,0,0,0,0,0.00962758747,0.4358092343
157,back,291,1171,1.030858407,0.003436194689,2,0,0.978434266,9,0,1,0,-0,0,0,0,0,0.009548925966,0.4186749218
158,dec,292,1178,1.052693022,0.003508976739,2,0,0.978434266,8,0,1,0,-0,0,0,0,0,0.009719718446,0.4071928533
159,back,291,1171,1.031329326,0.003437764421,2,0,0.978434266,9,0,1,0,-0,0,0,0,0,0.009437152978,0.39388962
160,dec,292,1178,1.05286194,0.003509539799,2,0,0.978434266,8,0,1,0,-0,0,0,0,0,0.008746708723,0.366545647
161,back,291,1171,1.031376232,0.003437920772,2,0,0.978434266,9,0,1,0,-0,0,0,0,0,0.008857430429,0.3819582472
162,dec,292,1178,1.052920458,0.003509734861,2,0,0.978434266,8,0,1,0,-0,0,0,0,0,0.009176481205,0.4036079363
163,back,291,1171,1.031427188,0.003438090628,2,0,0.978434266,9,0,1,0,-0,0,0,0,0,0.008998821261,0.3856163019
164,dec,292,1178,1.052916199,0.003509720665,2,0,0.978434266,8,0,1,0,-0,0,0,0,0,0.008767913461,0.376247941
165,back,291,1171,1.03140651,0.003438021699,2,0,0.978434266,9,0,1,0,-0,0,0,0,0,0.008742495119,0.3741427459
166,dec,292,1178,1.052881241,0.003509604136,2,0,0.978434266,8,0,1,0,-0,0,0,0,0,0.008930507137,0.3864280362
167,back,291,1171,1.031393469,0.003437978229,2,0,0.978434266,9,0,1,0,-0,0,0,0,0,0.008802782668,0.376956775
168,dec,292,1178,1.052891702,0.003509639006,2,0,0.978434266,8,0,1,0,-0,0,0,0,0,0.008831147972,0.3810599725
169,dec,291,1171,1.031392585,0.003437975283,2,0,0.978434266,9,0,1,0,-0,0,0,0,0,0.008666122549,0.3687210271
170,back,290,1159,1.008877677,0.003362925591,4,0,0.9766901747,10,0,1,0,-0,0,0,0,0,0.006983499117,0.6859132392
171,dec,291,1171,1.031788049,0.003439293496,3,0,0.9766901747,9,0,1,0,-0,0,0,0,0,0.009667835319,0.639246912
172,back,290,1159,1.008396381,0.003361321271,3,0,0.9766901747,10,0,1,0,-0,0,0,0,0,0.009574171266,0.6871283505
173,dec,291,1171,1.031285261,0.003437617537,3,0,0.9766901747,9,0,1,0,-0,0,0,0,0,0.009936329035,0.7338714243
174,back,290,1159,1.008465616,0.003361552054,3,0,0.9766901747,10,0,1,0,-0,0,0,0,0,0.008917182706,0.5759581313
175,dec,291,1171,1.030906705,0.003436355683,3,0,0.9766901747,9,0,1,0,-0,0,0,0,0,0.008334519007,0.5486131955
176,back,290,1159,1.008170429,0.003360568095,3,0,0.9766901747,10,0,1,0,-0,0,0,0,0,0.008612961749,0.5693999987
177,dec,291,1171,1.03077634,0.003435921133,3,0,0.9766901747,9,0,1,0,-0,0,0,0,0,0.008540038778,0.5565320609
178,back,290,1159,1.008191771,0.003360639236,3,0,0.9766901747,10,0,1,0,-0,0,0,0,0,0.008967131665,0.5986532761
179,dec,291,1171,1.030811145,0.003436037151,3,0,0.9766901747,9,0,1,0,-0,0,0,0,0,0.008218240063,0.5518221175
180,back,290,1159,1.008229682,0.003360765608,3,0,0.9766901747,10,0,1,0,-0,0,0,0,0,0.008624775469,0.5994427712
181,dec,291,1171,1.030843873,0.003436146245,3,0,0.9766901747,9,0,1,0,-0,0,0,0,0,0.008549790686,0.5907122084
182,back,290,1159,1.008224543,0.003360748475,3,0,0.9766901747,10,0,1,0,-0,0,0,0,0,0.008478536776,0.5882078403
183,dec,291,1171,1.030827455,0.003436091516,3,0,0.9766901747,9,0,1,0,-0,0,0,0,0,0.00824674168,0.5687622051
184,back,290,1159,1.008222503,0.003360741676,3,0,0.9766901747,10,0,1,0,-0,0,0,0,0,0.008517446575,0.5922392966
185,dec,291,1171,1.030822414,0.003436074713,3,0,0.9766901747,9,0,1,0,-0,0,0,0,0,0.008375764516,0.5716832665
186,back,290,1159,1.008211646,0.003360705486,3,0,0.9766901747,10,0,1,0,-0,0,0,0,0,0.008493895649,0.5860888875
187,dec,291,1171,1.03081526,0.003436050867,3,0,0.9766901747,9,0,1,0,-0,0,0,0,0,0.008321487124,0.5661811041
188,dec,290,1159,1.008209998,0.003360699994,3,0,0.9766901747,10,0,1,0,-0,0,0,0,0,0.008495708834,0.5837426967
189,back,289,1152,0.9843505698,0.003281168566,3,0,0.97609075,11,0,1,0,-0,0,0,0,0,0.008671247949,0.8330079462
190,dec,290,1159,1.008796712,0.003362655706,3,0,0.97609075,10,0,1,0,-0,0,0,0,0,0.009521808637,0.9481211917
191,back,289,1150,0.9839823734,0.003279941245,3,0,0.9760054064,11,0,1,0,-0,0,0,0,0,0.007492371224,0.6775438422
192,dec,290,1159,1.008687623,0.003362292078,2,0,0.9760054064,10,0,1,0,-0,0,0,0,0,0.009615154111,0.5290885427
193,back,289,1152,0.9843418932,0.003281139644,3,0,0.9760054064,11,0,1,0,-0,0,0,0,0,0.007887726282,0.7475262597
194,dec,290,1159,1.009448409,0.003364828029,2,0,0.9760054064,10,0,1,0,-0,0,0,0,0,0.00985288342,0.7183571169
195,back,289,1150,0.9837660896,0.003279220299,2,0,0.9760054064,11,0,1,0,-0,0,0,0,0,0.009075650057,0.5583847885
196,dec,290,1159,1.009132953,0.00336377651,2,0,0.9760054064,10,0,1,0,-0,0,0,0,0,0.009486652728,0.5300828418
197,back,289,1152,0.9855226518,0.003285075506,2,0,0.9760054064,11,0,1,0,-0,0,0,0,0,0.009909416557,0.8512819906
198,dec,290,1159,1.008827465,0.003362758216,2,0,0.9760054064,10,0,1,0,-0,0,0,0,0,0.008551162194,0.6446788512
199,back,289,1152,0.9854750024,0.003284916675,2,0,0.9760054064,11,0,1,0,-0,0,0,0,0,0.009265473368,0.5831388199
200,dec,290,1159,1.009371584,0.003364571948,2,0,0.9760054064,10,0,1,0,-0,0,0,0,0,0.008542476178,0.6897060147
201,back,289,1150,0.9841405305,0.003280468435,3,0,0.9760054064,11,0,1,0,-0,0,0,0,0,0.008622448418,0.8259911035
202,dec,290,1159,1.008699022,0.003362330072,3,0,0.9760054064,10,0,1,0,-0,0,0,0,0,0.008186895748,0.6921788499
203,back,289,1152,0.9849985071,0.003283328357,3,0,0.9760054064,11,0,1,0,-0,0,0,0,0,0.006853408757,0.6087002638
204,dec,290,1159,1.00874254,0.003362475132,2,0,0.9760054064,10,0,1,0,-0,0,0,0,0,0.009424257377,0.6865092671
205,back,289,1150,0.9836412954,0.003278804318,2,0,0.9760054064,11,0,1,0,-0,0,0,0,0,0.00813097403,0.5064093152
206,dec,290,1159,1.008911881,0.003363039602,2,0,0.9760054064,10,0,1,0,-0,0,0,0,0,0.009514553633,0.5464938462
207,dec,289,1152,0.9846408768,0.003282136256,3,0,0.9760054064,11,0,1,0,-0,0,0,0,0,0.009083850064,0.8682400089
208,back,288,1143,0.9616012757,0.003205337586,3,0,0.9760054064,12,0,1,0,-0,0,0,0,0,0.007294381856,0.6970572893
