config	runs	sat	sp_nonconvergence	mean_max_drop	mean_max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	mean_auc_per_step	mean_fixed_frontier_max_drop	mean_fixed_frontier_roughness	mean_fixed_frontier_auc_per_level	mean_steps	mean_wall_seconds
H1-eta	2	0	1	0.47426586013597605	0.47426586013597605	0.0006950657329882029	0.012454105617080317	0.012454522765810796	4.231272351995985	0.052059307650000275	0.010284130406102264	3.7287041496811755	11353.0	0.0
H3-eta-t0	1	0	0	0.6243095418560393	0.6243095418560393	0.0005251916091126837	0.009319986132744068	0.009319986132744068	3.5046812997620993	0.13775659567999468	0.008143074137851302	3.043126914948815	11415.0	0.0
