# scorer=cert K=3 N=1000 M=4200 seed=15 r=0.9 theta=0 veto=0 dynamic_I_backtrack=0 lookahead_k=4 energy=eta rollout_h=3 rollout_eta=0 eps=0.01 damp=0
step,action,vertex,dir
3016,dec,86,1
3017,back,86,-1
3018,dec,86,1
3019,dec,670,0
3020,back,86,-1
3021,dec,86,1
3022,back,86,-1
3023,dec,86,1
3024,back,86,-1
3025,dec,86,1
3026,back,86,-1
3027,dec,86,1
3028,back,86,-1
3029,dec,86,1
3030,back,86,-1
3031,dec,86,1
3032,back,86,-1
3033,dec,86,1
3034,back,86,-1
3035,dec,86,1
3036,back,86,-1
3037,dec,86,1
3038,dec,629,0
3039,back,629,-1
3040,dec,457,1
3041,back,457,-1
3042,dec,629,0
3043,back,629,-1
3044,dec,629,0
3045,back,629,-1
3046,dec,629,0
3047,back,629,-1
3048,dec,629,0
3049,back,629,-1
3050,dec,629,0
3051,back,629,-1
3052,dec,629,0
3053,back,629,-1
3054,dec,629,0
3055,back,629,-1
3056,dec,629,0
3057,dec,764,1
3058,back,629,-1
3059,dec,305,1
3060,back,305,-1
3061,dec,305,1
3062,back,305,-1
3063,dec,305,1
3064,back,305,-1
3065,dec,305,1
3066,back,305,-1
3067,dec,305,1
3068,back,305,-1
3069,dec,305,1
3070,back,305,-1
3071,dec,305,1
3072,back,305,-1
3073,dec,305,1
3074,back,305,-1
3075,dec,305,1
3076,dec,629,0
3077,back,305,-1
3078,dec,305,1
3079,back,305,-1
3080,dec,305,1
3081,back,305,-1
3082,dec,305,1
3083,back,305,-1
3084,dec,305,1
3085,back,305,-1
3086,dec,305,1
3087,back,305,-1
3088,dec,305,1
3089,back,305,-1
3090,dec,305,1
3091,back,305,-1
3092,dec,305,1
3093,back,305,-1
3094,dec,305,1
3095,dec,508,0
3096,back,305,-1
3097,dec,305,1
3098,back,629,-1
3099,dec,629,0
3100,back,629,-1
3101,dec,629,0
3102,back,629,-1
3103,dec,629,0
3104,back,629,-1
3105,dec,629,0
3106,back,629,-1
3107,dec,629,0
3108,back,629,-1
3109,dec,629,0
3110,back,629,-1
3111,dec,629,0
3112,back,629,-1
3113,dec,629,0
3114,dec,994,1
3115,back,994,-1
3116,dec,994,1
3117,back,629,-1
3118,dec,986,0
3119,back,994,-1
3120,dec,970,1
3121,back,970,-1
3122,dec,970,1
3123,back,970,-1
3124,dec,970,1
3125,back,970,-1
3126,dec,970,1
3127,back,970,-1
3128,dec,970,1
3129,back,970,-1
3130,dec,970,1
3131,back,970,-1
3132,dec,970,1
3133,dec,629,0
3134,back,970,-1
3135,dec,970,1
3136,back,970,-1
3137,dec,339,0
3138,back,339,-1
3139,dec,339,0
3140,back,339,-1
3141,dec,339,0
3142,back,339,-1
3143,dec,339,0
3144,back,339,-1
3145,dec,339,0
3146,back,339,-1
3147,dec,672,0
3148,back,672,-1
3149,dec,339,0
3150,back,339,-1
3151,dec,339,0
3152,dec,457,1
3153,back,339,-1
3154,dec,339,0
3155,back,339,-1
3156,dec,339,0
3157,back,339,-1
3158,dec,339,0
3159,back,339,-1
3160,dec,339,0
3161,back,339,-1
3162,dec,339,0
3163,back,339,-1
3164,dec,339,0
3165,back,339,-1
3166,dec,339,0
3167,back,339,-1
3168,dec,339,0
3169,back,339,-1
3170,dec,339,0
3171,dec,916,1
3172,back,339,-1
3172,up,339,0
3173,dec,672,0
3174,back,672,-1
3175,dec,672,0
3176,back,672,-1
3177,dec,672,0
3178,back,629,-1
3179,dec,970,1
3180,back,672,-1
3181,dec,672,0
3182,back,672,-1
3183,dec,672,0
3184,back,672,-1
3185,dec,672,0
3186,back,672,-1
3187,dec,672,0
3188,back,672,-1
3189,dec,672,0
3190,dec,389,1
3191,back,672,-1
3192,dec,720,0
3193,back,986,-1
3194,dec,986,0
3195,back,970,-1
3196,dec,970,1
3197,back,970,-1
3198,dec,970,1
3199,back,970,-1
3200,dec,970,1
3201,back,970,-1
3202,dec,970,1
3203,back,970,-1
3204,dec,970,1
3205,back,970,-1
3206,dec,970,1
3207,back,970,-1
3208,dec,970,1
3209,dec,562,0
3210,back,970,-1
3211,dec,970,1
3212,back,970,-1
3213,dec,970,1
3214,back,86,-1
3215,dec,774,0
3216,back,774,-1
3217,dec,774,0
3218,back,774,-1
3219,dec,774,0
3220,back,562,-1
3221,dec,966,1
3222,back,774,-1
3223,dec,672,0
3224,back,970,-1
3225,dec,970,1
3226,back,457,-1
3227,dec,457,1
3228,dec,562,0
3229,back,66,-1
3229,up,66,0
3230,dec,994,1
3231,back,994,-1
3232,dec,994,1
3233,back,457,-1
3234,dec,457,1
3235,back,457,-1
3236,dec,457,1
3237,back,457,-1
3238,dec,457,1
3239,back,457,-1
3240,dec,457,1
3241,back,457,-1
3242,dec,457,1
3243,back,457,-1
3244,dec,457,1
3245,back,457,-1
3246,dec,457,1
3247,dec,770,0
3248,back,770,-1
3249,dec,770,0
3250,back,770,-1
3251,dec,770,0
3252,back,770,-1
3253,dec,770,0
3254,back,770,-1
3255,dec,770,0
3256,back,770,-1
3257,dec,770,0
3258,back,770,-1
3259,dec,770,0
3260,back,770,-1
3261,dec,770,0
3262,back,770,-1
3263,dec,770,0
3264,back,770,-1
3265,dec,770,0
3266,dec,774,0
3267,back,770,-1
3268,dec,822,0
3269,back,822,-1
3270,dec,822,0
3271,back,822,-1
3272,dec,822,0
3273,back,822,-1
3274,dec,822,0
3275,back,822,-1
3276,dec,822,0
3277,back,822,-1
3278,dec,822,0
3279,back,822,-1
3280,dec,822,0
3281,back,822,-1
3282,dec,822,0
3283,back,822,-1
3284,dec,822,0
3285,dec,629,0
3286,back,822,-1
3287,dec,513,1
3288,back,629,-1
3289,dec,390,0
3290,back,513,-1
3291,dec,513,1
3292,back,513,-1
3293,dec,414,1
3294,back,414,-1
3295,dec,513,1
3296,back,513,-1
3297,dec,414,1
3298,back,414,-1
3299,dec,513,1
3300,back,513,-1
3301,dec,414,1
3302,back,414,-1
3303,dec,513,1
3304,dec,86,1
3305,back,86,-1
3306,dec,629,0
3307,back,513,-1
3308,dec,414,1
3309,back,629,-1
3310,dec,770,0
3311,back,770,-1
3312,dec,822,0
3313,back,822,-1
3314,dec,822,0
3315,back,822,-1
3316,dec,513,1
3317,back,414,-1
3318,dec,629,0
3319,back,629,-1
3320,dec,629,0
3321,back,629,-1
3322,dec,629,0
3323,dec,822,0
3324,back,822,-1
3325,dec,822,0
3326,back,822,-1
3327,dec,770,0
3328,back,629,-1
3329,dec,883,1
3330,back,883,-1
3331,dec,883,1
3332,back,883,-1
3333,dec,777,0
3334,back,777,-1
3335,dec,777,0
3336,back,777,-1
3337,dec,777,0
3338,back,777,-1
3339,dec,777,0
3340,back,777,-1
3341,dec,777,0
3342,dec,822,0
3343,back,777,-1
3344,dec,883,1
3345,back,822,-1
3346,dec,822,0
3347,back,822,-1
3348,dec,822,0
3349,back,822,-1
3350,dec,822,0
3351,back,822,-1
3352,dec,822,0
3353,back,822,-1
3354,dec,822,0
3355,back,822,-1
3356,dec,822,0
3357,back,822,-1
3358,dec,822,0
3359,back,822,-1
3360,dec,822,0
3361,dec,629,0
3362,back,822,-1
3363,dec,822,0
3364,back,629,-1
3365,dec,777,0
3366,back,822,-1
3367,dec,931,0
3368,back,931,-1
3369,dec,629,0
3370,back,629,-1
3371,dec,414,1
3372,back,777,-1
3373,dec,931,0
3374,back,931,-1
3375,dec,777,0
3376,back,777,-1
3377,dec,931,0
3378,back,931,-1
3379,dec,777,0
3380,dec,822,0
3381,back,777,-1
3382,dec,931,0
3383,back,931,-1
3384,dec,931,0
3385,back,931,-1
3386,dec,931,0
3387,back,931,-1
3388,dec,931,0
3389,back,931,-1
3390,dec,931,0
3391,back,931,-1
3392,dec,931,0
3393,back,931,-1
3394,dec,931,0
3395,back,931,-1
3396,dec,931,0
3397,back,931,-1
3398,dec,931,0
3399,dec,482,0
3400,back,931,-1
3401,dec,931,0
3402,back,822,-1
3403,dec,822,0
3404,back,822,-1
3405,dec,822,0
3406,back,822,-1
3407,dec,822,0
3408,back,822,-1
3409,dec,822,0
3410,back,822,-1
3411,dec,822,0
3412,back,822,-1
3413,dec,822,0
3414,back,822,-1
3415,dec,822,0
3416,back,822,-1
3417,dec,822,0
3418,dec,777,0
3419,back,822,-1
3420,dec,629,0
3421,back,629,-1
3422,dec,822,0
3423,back,822,-1
3424,dec,629,0
3425,back,629,-1
3426,dec,822,0
3427,back,822,-1
3428,dec,822,0
3429,back,822,-1
3430,dec,480,0
3431,back,480,-1
3432,dec,822,0
3433,back,822,-1
3434,dec,822,0
3435,back,822,-1
3436,dec,822,0
3437,dec,480,0
3438,back,480,-1
3439,dec,633,0
3440,back,633,-1
3441,dec,480,0
3442,back,480,-1
3443,dec,633,0
3444,back,633,-1
3445,dec,629,0
3446,back,629,-1
3447,dec,633,0
3448,back,633,-1
3449,dec,633,0
3450,back,633,-1
3451,dec,480,0
3452,back,480,-1
3453,dec,633,0
3454,back,633,-1
3455,dec,480,0
3456,dec,629,0
3457,back,480,-1
3458,dec,480,0
3459,back,480,-1
3460,dec,245,1
3461,back,245,-1
3462,dec,930,1
3463,back,930,-1
3464,dec,245,1
3465,back,245,-1
3466,dec,930,1
3467,back,930,-1
3468,dec,704,1
3469,back,704,-1
3470,dec,480,0
3471,back,480,-1
3472,dec,930,1
3473,back,930,-1
3474,dec,245,1
3475,dec,410,0
3476,back,245,-1
3477,dec,245,1
3478,back,822,-1
3478,up,822,0
3479,dec,86,1
3480,back,86,-1
3481,dec,704,1
3482,back,704,-1
3483,dec,930,1
3484,back,930,-1
3485,dec,704,1
3486,back,704,-1
3487,dec,704,1
3488,back,704,-1
3489,dec,930,1
3490,back,930,-1
3491,dec,704,1
3492,back,704,-1
3493,dec,704,1
3494,dec,930,1
3495,back,930,-1
3496,dec,930,1
3497,back,704,-1
3498,dec,985,1
3499,back,930,-1
3499,up,930,1
3500,dec,86,1
3501,back,629,-1
3502,dec,629,0
3503,back,86,-1
3504,dec,86,1
3505,back,86,-1
3506,dec,86,1
3507,back,86,-1
3508,dec,86,1
3509,back,86,-1
3510,dec,86,1
3511,back,86,-1
3512,dec,86,1
3513,dec,633,0
3514,back,86,-1
3515,dec,704,1
3516,back,704,-1
3517,dec,704,1
3518,back,704,-1
3519,dec,704,1
3520,back,704,-1
3521,dec,704,1
3522,back,704,-1
3523,dec,704,1
3524,back,704,-1
3525,dec,704,1
3526,back,704,-1
3527,dec,704,1
3528,back,704,-1
3529,dec,704,1
3530,back,704,-1
3531,dec,704,1
3532,dec,86,1
3533,back,704,-1
3534,dec,480,0
3535,back,86,-1
3536,dec,704,1
3537,back,704,-1
3538,dec,86,1
3539,back,86,-1
3540,dec,86,1
3541,back,86,-1
3542,dec,86,1
3543,back,86,-1
3544,dec,86,1
3545,back,86,-1
3546,dec,86,1
3547,back,86,-1
3548,dec,86,1
3549,back,86,-1
3550,dec,86,1
3551,dec,425,1
3552,back,425,-1
3553,dec,425,1
3554,back,425,-1
3555,dec,425,1
3556,back,425,-1
3557,dec,425,1
3558,back,425,-1
3559,dec,425,1
3560,back,425,-1
3561,dec,425,1
3562,back,425,-1
3563,dec,425,1
3564,back,425,-1
3565,dec,425,1
3566,back,425,-1
3567,dec,425,1
3568,back,425,-1
3569,dec,425,1
3570,dec,704,1
3571,back,425,-1
3572,dec,425,1
3573,back,425,-1
3574,dec,425,1
3575,back,425,-1
3576,dec,425,1
3577,back,425,-1
3578,dec,425,1
3579,back,425,-1
3580,dec,425,1
3581,back,425,-1
3582,dec,425,1
3583,back,425,-1
3584,dec,425,1
3585,back,425,-1
3586,dec,425,1
3587,back,425,-1
3588,dec,425,1
3589,dec,136,1
3590,back,425,-1
3591,dec,425,1
3592,back,136,-1
3593,dec,260,0
3594,back,260,-1
3595,dec,917,0
3596,back,704,-1
3597,dec,260,0
3598,back,260,-1
3599,dec,260,0
3600,back,260,-1
3601,dec,260,0
3602,back,260,-1
3603,dec,260,0
3604,back,260,-1
3605,dec,260,0
3606,back,260,-1
3607,dec,260,0
3608,dec,131,0
3609,back,131,-1
3610,dec,131,0
3611,back,260,-1
3612,dec,260,0
3613,back,131,-1
3614,dec,131,0
3615,back,131,-1
3616,dec,131,0
3617,back,131,-1
3618,dec,131,0
3619,back,131,-1
3620,dec,131,0
3621,back,131,-1
3622,dec,131,0
3623,back,131,-1
3624,dec,131,0
3625,back,131,-1
3626,dec,131,0
3627,dec,1000,0
3628,back,1000,-1
3629,dec,1000,0
3630,back,1000,-1
3631,dec,1000,0
3632,back,1000,-1
3633,dec,1000,0
3634,back,1000,-1
3635,dec,1000,0
3636,back,1000,-1
3637,dec,1000,0
3638,back,1000,-1
3639,dec,1000,0
3640,back,1000,-1
3641,dec,1000,0
3642,back,1000,-1
3643,dec,1000,0
3644,back,1000,-1
3645,dec,1000,0
3646,dec,569,1
3647,back,1000,-1
3648,dec,704,1
3649,back,131,-1
3650,dec,194,0
3651,back,260,-1
3652,dec,1000,0
3653,back,194,-1
3654,dec,194,0
3655,back,194,-1
3656,dec,194,0
3657,back,194,-1
3658,dec,194,0
3659,back,194,-1
3660,dec,194,0
3661,back,194,-1
3662,dec,194,0
3663,back,194,-1
3664,dec,194,0
3665,dec,612,1
3666,back,194,-1
3666,up,194,0
3667,dec,266,0
3668,back,86,-1
3669,dec,86,1
3670,back,777,-1
3671,dec,777,0
3672,back,774,-1
3672,up,774,0
3673,dec,260,0
3674,back,260,-1
3675,dec,260,0
3676,back,260,-1
3677,dec,260,0
3678,back,260,-1
3679,dec,260,0
3680,back,260,-1
3681,dec,260,0
3682,back,260,-1
3683,dec,260,0
3684,dec,105,1
3685,back,105,-1
3686,dec,105,1
3687,back,105,-1
3688,dec,131,0
3689,back,131,-1
3690,dec,105,1
3691,back,105,-1
3692,dec,105,1
3693,back,105,-1
3694,dec,105,1
3695,back,105,-1
3696,dec,131,0
3697,back,131,-1
3698,dec,105,1
3699,back,105,-1
3700,dec,105,1
3701,back,105,-1
3702,dec,131,0
3703,dec,105,1
3704,back,131,-1
3705,dec,995,0
3706,back,105,-1
3707,dec,105,1
3708,back,995,-1
3709,dec,131,0
3710,back,131,-1
3711,dec,995,0
3712,back,995,-1
3713,dec,131,0
3714,back,131,-1
3715,dec,131,0
3716,back,131,-1
3717,dec,131,0
3718,back,131,-1
3719,dec,995,0
3720,back,995,-1
3721,dec,131,0
3722,dec,995,0
3723,back,995,-1
3724,dec,995,0
3725,back,995,-1
3726,dec,995,0
3727,back,995,-1
3728,dec,995,0
3729,back,995,-1
3730,dec,995,0
3731,back,995,-1
3732,dec,995,0
3733,back,995,-1
3734,dec,995,0
3735,back,995,-1
3736,dec,995,0
3737,back,995,-1
3738,dec,995,0
3739,back,995,-1
3740,dec,995,0
3741,dec,589,1
3742,back,995,-1
3743,dec,136,1
3744,back,131,-1
3745,dec,131,0
3746,back,131,-1
3747,dec,131,0
3748,back,131,-1
3749,dec,131,0
3750,back,131,-1
3751,dec,131,0
3752,back,131,-1
3753,dec,131,0
3754,back,131,-1
3755,dec,131,0
3756,back,131,-1
3757,dec,131,0
3758,back,131,-1
3759,dec,131,0
3760,dec,723,0
3761,back,131,-1
3762,dec,995,0
3763,back,260,-1
3764,dec,131,0
3765,back,131,-1
3766,dec,979,0
3767,back,979,-1
3768,dec,131,0
3769,back,131,-1
3770,dec,979,0
3771,back,979,-1
3772,dec,260,0
3773,back,260,-1
3774,dec,260,0
3775,back,260,-1
3776,dec,979,0
3777,back,979,-1
3778,dec,131,0
3779,dec,979,0
3780,back,979,-1
3781,dec,979,0
3782,back,979,-1
3783,dec,260,0
3784,back,131,-1
3785,dec,979,0
3786,back,979,-1
3787,dec,131,0
3788,back,131,-1
3789,dec,131,0
3790,back,131,-1
3791,dec,131,0
3792,back,131,-1
3793,dec,131,0
3794,back,131,-1
3795,dec,131,0
3796,back,131,-1
3797,dec,131,0
3798,dec,979,0
3799,back,979,-1
3800,dec,979,0
3801,back,979,-1
3802,dec,979,0
3803,back,979,-1
3804,dec,979,0
3805,back,979,-1
3806,dec,979,0
3807,back,979,-1
3808,dec,979,0
3809,back,979,-1
3810,dec,979,0
3811,back,979,-1
3812,dec,979,0
3813,back,979,-1
3814,dec,979,0
3815,back,979,-1
3816,dec,979,0
3817,dec,104,1
3818,back,979,-1
3819,dec,979,0
3820,back,104,-1
3821,dec,104,1
3822,back,104,-1
3823,dec,104,1
3824,back,104,-1
3825,dec,104,1
3826,back,104,-1
3827,dec,104,1
3828,back,104,-1
3829,dec,104,1
3830,back,104,-1
3831,dec,104,1
3832,back,104,-1
3833,dec,104,1
3834,back,104,-1
3835,dec,104,1
3836,dec,20,1
3837,back,104,-1
3838,dec,104,1
3839,back,104,-1
3840,dec,104,1
3841,back,104,-1
3842,dec,104,1
3843,back,104,-1
3844,dec,104,1
3845,back,104,-1
3846,dec,104,1
3847,back,104,-1
3848,dec,104,1
3849,back,104,-1
3850,dec,104,1
3851,back,104,-1
3852,dec,104,1
3853,back,104,-1
3854,dec,104,1
3855,dec,134,0
3856,back,104,-1
3856,up,104,1
3857,dec,24,0
3858,back,20,-1
3859,dec,20,1
3860,back,131,-1
3861,dec,131,0
3862,back,131,-1
3863,dec,131,0
3864,back,131,-1
3865,dec,131,0
3866,back,131,-1
3867,dec,131,0
3868,back,131,-1
3869,dec,131,0
3870,back,131,-1
3871,dec,131,0
3872,back,131,-1
3873,dec,131,0
3874,dec,175,0
3875,back,175,-1
3876,dec,175,0
3877,back,175,-1
3878,dec,175,0
3879,back,175,-1
3880,dec,913,0
3881,back,913,-1
3882,dec,175,0
3883,back,175,-1
3884,dec,175,0
3885,back,175,-1
3886,dec,175,0
3887,back,175,-1
3888,dec,913,0
3889,back,913,-1
3890,dec,175,0
3891,back,175,-1
3892,dec,175,0
3893,dec,72,1
3894,back,72,-1
3895,dec,913,0
3896,back,175,-1
3897,dec,175,0
3898,back,913,-1
3899,dec,913,0
3900,back,175,-1
3901,dec,175,0
3902,back,175,-1
3903,dec,175,0
3904,back,175,-1
3905,dec,175,0
3906,back,175,-1
3907,dec,175,0
3908,back,175,-1
3909,dec,175,0
3910,back,175,-1
3911,dec,175,0
3912,dec,72,1
3913,back,72,-1
3914,dec,72,1
3915,back,72,-1
3916,dec,72,1
3917,back,72,-1
3918,dec,72,1
3919,back,72,-1
3920,dec,72,1
3921,back,72,-1
3922,dec,72,1
3923,back,72,-1
3924,dec,72,1
3925,back,72,-1
3926,dec,72,1
3927,back,72,-1
3928,dec,72,1
3929,back,72,-1
3930,dec,72,1
3931,dec,910,0
3932,back,72,-1
3933,dec,72,1
3934,back,175,-1
3935,dec,724,1
3936,back,913,-1
3937,dec,907,1
3938,back,131,-1
3939,dec,131,0
3940,back,131,-1
3941,dec,131,0
3942,back,131,-1
3943,dec,131,0
3944,back,131,-1
3945,dec,131,0
3946,back,131,-1
3947,dec,131,0
3948,back,131,-1
3949,dec,131,0
3950,dec,175,0
3951,back,175,-1
3952,dec,913,0
3953,back,913,-1
3954,dec,31,0
3955,back,31,-1
3956,dec,913,0
3957,back,913,-1
3958,dec,913,0
3959,back,913,-1
3960,dec,913,0
3961,back,913,-1
3962,dec,31,0
3963,back,31,-1
3964,dec,913,0
3965,back,913,-1
3966,dec,31,0
3967,back,31,-1
3968,dec,913,0
3969,dec,175,0
3970,back,175,-1
3971,dec,31,0
3972,back,913,-1
3973,dec,913,0
3974,back,131,-1
3975,dec,131,0
3976,back,31,-1
3977,dec,31,0
3978,back,31,-1
3979,dec,175,0
3980,back,175,-1
3981,dec,31,0
3982,back,31,-1
3983,dec,31,0
3984,back,31,-1
3985,dec,31,0
3986,back,31,-1
3987,dec,175,0
3988,dec,31,0
3989,back,175,-1
3990,dec,175,0
3991,back,175,-1
3992,dec,175,0
3993,back,31,-1
3994,dec,31,0
3995,back,175,-1
3996,dec,175,0
3997,back,175,-1
3998,dec,175,0
3999,back,175,-1
4000,dec,175,0
4001,back,175,-1
4002,dec,175,0
4003,back,175,-1
4004,dec,175,0
4005,back,175,-1
4006,dec,175,0
4007,dec,869,1
4008,back,869,-1
4009,dec,579,1
4009,up,869,1
4010,back,579,-1
4010,back,175,-1
4011,dec,865,1
4012,back,31,-1
4013,dec,579,1
4014,back,131,-1
4015,dec,131,0
4016,back,131,-1
4017,dec,131,0
4018,back,131,-1
4019,dec,131,0
4020,back,131,-1
4021,dec,131,0
4022,back,131,-1
4023,dec,131,0
4024,back,131,-1
4025,dec,131,0
4026,dec,261,1
4027,back,261,-1
4028,dec,31,0
4029,back,31,-1
4030,dec,31,0
4031,back,31,-1
4032,dec,261,1
4033,back,261,-1
4034,dec,175,0
4035,back,175,-1
4036,dec,31,0
4037,back,31,-1
4038,dec,31,0
4039,back,31,-1
4040,dec,261,1
4041,back,261,-1
4042,dec,175,0
4043,back,175,-1
4044,dec,31,0
4045,dec,261,1
4046,back,31,-1
4047,dec,31,0
4048,back,131,-1
4049,dec,131,0
4050,back,910,-1
4051,dec,910,0
4052,back,20,-1
4053,dec,20,1
4054,back,913,-1
4055,dec,913,0
4056,back,131,-1
4057,dec,131,0
4058,back,131,-1
4059,dec,131,0
4060,back,131,-1
4061,dec,131,0
4062,back,131,-1
4063,dec,131,0
4064,dec,175,0
4065,back,175,-1
4066,dec,175,0
4067,back,175,-1
4068,dec,175,0
4069,back,175,-1
4070,dec,175,0
4071,back,175,-1
4072,dec,175,0
4073,back,175,-1
4074,dec,175,0
4075,back,175,-1
4076,dec,175,0
4077,back,175,-1
4078,dec,175,0
4079,back,175,-1
4080,dec,175,0
4081,back,175,-1
4082,dec,175,0
4083,dec,432,1
4084,back,432,-1
4085,dec,432,1
4086,back,432,-1
4087,dec,432,1
4088,back,432,-1
4089,dec,432,1
4090,back,432,-1
4091,dec,432,1
4092,back,432,-1
4093,dec,432,1
4094,back,432,-1
4095,dec,432,1
4096,back,432,-1
4097,dec,432,1
4098,back,432,-1
4099,dec,432,1
4100,back,432,-1
4101,dec,432,1
4102,dec,833,1
4103,back,432,-1
4104,dec,746,1
4105,back,175,-1
4106,dec,175,0
4107,back,131,-1
4108,dec,131,0
4109,back,131,-1
4110,dec,131,0
4111,back,131,-1
4112,dec,131,0
4113,back,131,-1
4114,dec,131,0
4115,back,131,-1
4116,dec,131,0
4117,back,131,-1
4118,dec,131,0
4119,back,131,-1
4120,dec,131,0
4121,dec,980,0
4122,back,980,-1
4123,dec,593,0
4124,back,593,-1
4125,dec,593,0
4126,back,593,-1
4127,dec,593,0
4128,back,593,-1
4129,dec,980,0
4130,back,980,-1
4131,dec,593,0
4132,back,593,-1
4133,dec,593,0
4134,back,593,-1
4135,dec,593,0
4136,back,593,-1
4137,dec,980,0
4138,back,980,-1
4139,dec,593,0
4140,dec,980,0
4141,back,593,-1
4142,dec,290,1
4143,back,980,-1
4144,dec,980,0
4145,back,290,-1
4146,dec,290,1
4147,back,131,-1
4148,dec,700,0
4149,back,290,-1
4150,dec,807,0
4151,back,175,-1
4152,dec,884,1
4153,back,833,-1
4154,dec,131,0
4155,back,20,-1
4156,dec,20,1
4157,back,20,-1
4158,dec,432,1
4159,dec,833,1
4160,back,432,-1
4161,dec,437,1
4162,back,261,-1
4163,dec,261,1
4164,back,833,-1
4165,dec,962,1
4166,back,962,-1
4167,dec,20,1
4168,back,20,-1
4169,dec,20,1
4170,back,20,-1
4171,dec,20,1
4172,back,20,-1
4173,dec,20,1
4174,back,20,-1
4175,dec,20,1
4176,back,20,-1
4177,dec,20,1
4178,dec,962,1
4179,back,962,-1
4180,dec,962,1
4181,back,20,-1
4182,dec,432,1
4183,back,962,-1
4184,dec,962,1
4185,back,962,-1
4186,dec,962,1
4187,back,962,-1
4188,dec,962,1
4189,back,962,-1
4190,dec,833,1
4191,back,432,-1
4192,dec,20,1
4193,back,20,-1
4194,dec,20,1
4195,back,260,-1
4196,dec,260,0
4197,dec,962,1
4198,back,962,-1
4199,dec,962,1
4200,back,962,-1
4201,dec,962,1
4202,back,962,-1
4203,dec,962,1
4204,back,962,-1
4205,dec,962,1
4206,back,962,-1
4207,dec,962,1
4208,back,962,-1
4209,dec,962,1
4210,back,962,-1
4211,dec,962,1
4212,back,962,-1
4213,dec,962,1
4214,back,962,-1
4215,dec,962,1
4216,dec,175,0
4217,back,175,-1
4218,dec,175,0
4219,back,175,-1
4220,dec,175,0
4221,back,175,-1
4222,dec,175,0
4223,back,175,-1
4224,dec,175,0
4225,back,175,-1
4226,dec,175,0
4227,back,175,-1
4228,dec,175,0
4229,back,175,-1
4230,dec,175,0
4231,back,175,-1
4232,dec,175,0
4233,back,175,-1
4234,dec,175,0
4235,dec,593,0
4236,back,593,-1
4237,dec,593,0
4238,back,593,-1
4239,dec,593,0
4240,back,593,-1
4241,dec,593,0
4242,back,593,-1
4243,dec,593,0
4244,back,593,-1
4245,dec,593,0
4246,back,593,-1
4247,dec,593,0
4248,back,593,-1
4249,dec,593,0
4250,back,593,-1
4251,dec,593,0
4252,back,593,-1
4253,dec,593,0
4254,dec,855,0
4255,back,855,-1
4256,dec,855,0
4257,back,855,-1
4258,dec,855,0
4259,back,855,-1
4260,dec,855,0
4261,back,855,-1
4262,dec,855,0
4263,back,855,-1
4264,dec,855,0
4265,back,855,-1
4266,dec,855,0
4267,back,855,-1
4268,dec,855,0
4269,back,855,-1
4270,dec,855,0
4271,back,855,-1
4272,dec,855,0
4273,dec,277,0
4274,back,855,-1
4275,dec,855,0
4276,back,593,-1
4277,dec,593,0
4278,back,593,-1
4279,dec,593,0
4280,back,593,-1
4281,dec,593,0
4282,back,593,-1
4283,dec,593,0
4284,back,593,-1
4285,dec,593,0
4286,back,593,-1
4287,dec,593,0
4288,back,593,-1
4289,dec,593,0
4290,back,593,-1
4291,dec,593,0
4292,dec,857,1
4293,back,857,-1
4294,dec,857,1
4295,back,857,-1
4296,dec,857,1
4297,back,857,-1
4298,dec,857,1
4299,back,857,-1
4300,dec,857,1
4301,back,857,-1
4302,dec,857,1
4303,back,857,-1
4304,dec,857,1
4305,back,857,-1
4306,dec,857,1
4307,back,857,-1
4308,dec,857,1
4309,back,857,-1
4310,dec,857,1
4311,dec,400,1
4312,back,400,-1
4313,dec,400,1
4314,back,400,-1
4315,dec,400,1
4316,back,857,-1
4317,dec,857,1
4318,back,400,-1
4319,dec,400,1
4320,back,400,-1
4321,dec,400,1
4322,back,400,-1
4323,dec,400,1
4324,back,400,-1
4325,dec,400,1
4326,back,400,-1
4327,dec,400,1
4328,back,400,-1
4329,dec,400,1
4330,dec,32,1
4331,back,32,-1
4332,dec,106,0
4333,back,106,-1
4334,dec,32,1
4335,back,32,-1
4336,dec,106,0
4337,back,106,-1
4338,dec,32,1
4339,back,32,-1
4340,dec,106,0
4341,back,106,-1
4342,dec,32,1
4343,back,32,-1
4344,dec,106,0
4345,back,106,-1
4346,dec,32,1
4347,back,32,-1
4348,dec,106,0
4349,dec,17,1
4350,back,17,-1
4351,dec,32,1
4352,back,106,-1
4353,dec,106,0
4354,back,106,-1
4355,dec,106,0
4356,back,106,-1
4357,dec,106,0
4358,back,106,-1
4359,dec,106,0
4360,back,106,-1
4361,dec,106,0
4362,back,106,-1
4363,dec,106,0
4364,back,106,-1
4365,dec,106,0
4366,back,106,-1
4367,dec,106,0
4368,dec,17,1
4369,back,17,-1
4370,dec,96,0
4371,back,96,-1
4372,dec,17,1
4373,back,106,-1
4374,dec,106,0
4375,back,106,-1
4376,dec,106,0
4377,back,106,-1
4378,dec,106,0
4379,back,106,-1
4380,dec,106,0
4381,back,106,-1
4382,dec,106,0
4383,back,106,-1
4384,dec,106,0
4385,back,106,-1
4386,dec,106,0
4387,dec,198,1
4388,back,198,-1
4389,dec,96,0
4390,back,96,-1
4391,dec,198,1
4392,back,198,-1
4393,dec,96,0
