config	seed	status	returncode	steps	sigma_initial	sigma_final	max_drop	terminal_drop	max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	auc_sigma	auc_per_step	max_fixed	fixed_frontier_max_drop	fixed_frontier_mean_drop	fixed_frontier_roughness	fixed_frontier_auc	fixed_frontier_auc_per_level	eta_mean	wall_seconds
consensus	1	sat	0	120	1.767360496	0.0	1.6546955170000077	-7.771561172e-15	1.6546955170000077	0.014728004133333333	0.029771472933333466	0.03002165337815133	205.09125209799998	1.7090937674833333	7	0.04522767299999986	0.019338582428571418	0.019338582428571418	12.0807004965	1.7258143566428572	2.71900826446281	0.09069278102833778
