config	runs	sat	sp_nonconvergence	mean_max_drop	mean_max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	mean_auc_per_step	mean_fixed_frontier_max_drop	mean_fixed_frontier_roughness	mean_fixed_frontier_auc_per_level	mean_steps	mean_wall_seconds
cert	2	2	0	6.977529668499749	6.977529668499749	0.002349381672258307	0.019709608179053706	0.019713110895904846	10.209366365537328	2.9180294285000006	0.039960140767828174	10.110554354600415	6627.5	6.449405362999869
look-sigma	2	1	0	6.962529683950761	6.962529683950761	0.002370320631146677	0.01964593156246206	0.019649452005027664	10.171859923350432	0.20855279524848502	0.019834960375701788	10.082252818294942	6689.5	263.51783216650006
look-eta	2	2	0	7.019273906999185	7.019273906999185	0.002414623333435808	0.020165571725225918	0.020169245321002838	10.21813474977078	3.3197590558333334	0.042945235740628564	10.081356899627732	6624.0	190.10849301500002
look-hybrid	2	1	1	6.131957348499471	6.131957348499471	0.0022968530462932606	0.019560958366459272	0.01956361466449931	10.075107682872556	5.9682625986494715	0.04043608815175548	9.78501405321498	6859.5	213.41304045049992
