# scorer=cert K=3 N=300 M=1245 seed=2 r=0.9 theta=0 veto=0 lookahead_k=0 parisi_exchange=0 parisi_audit=0 dynamic_I_backtrack=0 sigma_certified=0 transaction_safe=0 eps=0.01 damp=0
step,move,Nt,Mt,Sigma,Sigma_per_N,eta,unit_prop,last_cert,n_fixed,P_max,I_min,predicted_delta_sigma,predicted_release_gain,actual_release_gain,release_converged,certified_sigma,replay_error,sp_residual,sp_contraction
39,back,297,1229,1.929382907,0.006431276356,0,0,1,3,0,1,0,-0,0,0,0,0,0.0004172415472,0
40,dec,298,1234,1.929383282,0.006431277605,0,0,1,2,0,1,0,-0,0,0,0,0,0.000296256823,0
41,back,297,1229,1.929385249,0.006431284162,0,0,1,3,0,1,0,-0,0,0,0,0,0.000328528269,0
42,dec,298,1234,1.929383719,0.006431279064,0,0,1,2,0,1,0,-0,0,0,0,0,0.0003778892084,0
43,back,297,1229,1.929383009,0.006431276697,0,0,1,3,0,1,0,-0,0,0,0,0,0.0003073760233,0
44,dec,298,1234,1.92938482,0.006431282732,0,0,1,2,0,1,0,-0,0,0,0,0,0.0002407446769,0
45,back,297,1229,1.92938418,0.0064312806,0,0,1,3,0,1,0,-0,0,0,0,0,0.0002925152663,0
46,dec,298,1234,1.92938307,0.006431276899,0,0,1,2,0,1,0,-0,0,0,0,0,0.0001987993016,0
47,back,297,1229,1.929384384,0.00643128128,0,0,1,3,0,1,0,-0,0,0,0,0,0.000166484822,0
48,dec,298,1234,1.929384421,0.006431281402,0,0,1,2,0,1,0,-0,0,0,0,0,0.0002216393825,0
49,back,297,1229,1.929383293,0.006431277642,0,0,1,3,0,1,0,-0,0,0,0,0,0.0002133983858,0
50,dec,298,1234,1.929384014,0.006431280046,0,0,1,2,0,1,0,-0,0,0,0,0,0.0001578400284,0
51,back,297,1229,1.92938448,0.006431281599,0,0,1,3,0,1,0,-0,0,0,0,0,0.000170685686,0
52,dec,298,1234,1.929383563,0.006431278544,0,0,1,2,0,1,0,-0,0,0,0,0,0.0001961937686,0
53,back,297,1229,1.929383784,0.006431279281,0,0,1,3,0,1,0,-0,0,0,0,0,0.0001316517681,0
54,dec,298,1234,1.929384417,0.00643128139,0,0,1,2,0,1,0,-0,0,0,0,0,0.0001313715156,0
55,dec,297,1229,1.92938379,0.006431279302,0,0,1,3,0,1,0,-0,0,0,0,0,0.0001729509483,0
56,back,296,1226,1.929264529,0.006430881765,1,0,0.9998801592,4,0,1,0,-0,0,0,0,0,0.0005140726388,0.0154553089
57,dec,297,1229,1.929383696,0.006431278987,1,0,0.9998801592,3,0,1,0,-0,0,0,0,0,0.0005123769926,0.01540638189
58,back,296,1226,1.929264399,0.00643088133,1,0,0.9998801592,4,0,1,0,-0,0,0,0,0,0.000507042743,0.01525888379
59,dec,297,1229,1.929383987,0.006431279957,1,0,0.9998801592,3,0,1,0,-0,0,0,0,0,0.0005012637644,0.01507836833
60,back,296,1226,1.929264056,0.006430880188,1,0,0.9998801592,4,0,1,0,-0,0,0,0,0,0.0005006387229,0.01506652149
61,dec,297,1229,1.929384098,0.006431280328,1,0,0.9998801592,3,0,1,0,-0,0,0,0,0,0.0005064550463,0.0152351982
62,back,296,1226,1.929264169,0.006430880562,1,0,0.9998801592,4,0,1,0,-0,0,0,0,0,0.000508547644,0.01529599197
63,dec,297,1229,1.929384011,0.006431280038,1,0,0.9998801592,3,0,1,0,-0,0,0,0,0,0.0005071723969,0.01524918105
64,back,296,1226,1.929264321,0.00643088107,1,0,0.9998801592,4,0,1,0,-0,0,0,0,0,0.0005023664909,0.01511444492
65,dec,297,1229,1.929383913,0.006431279712,1,0,0.9998801592,3,0,1,0,-0,0,0,0,0,0.0005017053613,0.01508800289
66,back,296,1226,1.929264292,0.006430880974,1,0,0.9998801592,4,0,1,0,-0,0,0,0,0,0.0005045975222,0.01517965768
67,dec,297,1229,1.929384012,0.006431280039,1,0,0.9998801592,3,0,1,0,-0,0,0,0,0,0.0005072267002,0.01525392171
68,back,296,1226,1.929264256,0.006430880853,1,0,0.9998801592,4,0,1,0,-0,0,0,0,0,0.0005062743695,0.01522857637
69,dec,297,1229,1.929384058,0.006431280194,1,0,0.9998801592,3,0,1,0,-0,0,0,0,0,0.0005032049773,0.01513145246
70,back,296,1226,1.929264235,0.006430880782,1,0,0.9998801592,4,0,1,0,-0,0,0,0,0,0.0005015532851,0.01509031006
71,dec,297,1229,1.929384009,0.006431280028,1,0,0.9998801592,3,0,1,0,-0,0,0,0,0,0.0005035372364,0.01514443706
72,back,296,1226,1.929264282,0.006430880941,1,0,0.9998801592,4,0,1,0,-0,0,0,0,0,0.0005052726164,0.01519936778
73,dec,297,1229,1.929384008,0.006431280027,1,0,0.9998801592,3,0,1,0,-0,0,0,0,0,0.0005055237589,0.01520238563
74,dec,296,1226,1.929264294,0.006430880979,1,0,0.9998801592,4,0,1,0,-0,0,0,0,0,0.0005036511425,0.01515185777
75,back,295,1222,1.927785372,0.006425951239,0,0,0.998519651,5,0,1,0,-0,0,0,0,0,0.006760996838,0
76,dec,296,1226,1.929265304,0.006430884348,0,0,0.998519651,4,0,1,0,-0,0,0,0,0,0.006766441227,0
77,back,295,1222,1.927786065,0.00642595355,0,0,0.998519651,5,0,1,0,-0,0,0,0,0,0.00684197219,0
78,dec,296,1226,1.929262724,0.006430875747,0,0,0.998519651,4,0,1,0,-0,0,0,0,0,0.006855544233,0
79,back,295,1222,1.927783876,0.006425946253,0,0,0.998519651,5,0,1,0,-0,0,0,0,0,0.006735795162,0
80,dec,296,1226,1.929262856,0.006430876188,0,0,0.998519651,4,0,1,0,-0,0,0,0,0,0.006799550802,0
81,back,295,1222,1.927786183,0.006425953943,0,0,0.998519651,5,0,1,0,-0,0,0,0,0,0.007009366444,0
82,dec,296,1226,1.929262801,0.006430876004,0,0,0.998519651,4,0,1,0,-0,0,0,0,0,0.007365508195,0
83,back,295,1222,1.927787355,0.006425957849,0,0,0.998519651,5,0,1,0,-0,0,0,0,0,0.007298228665,0
84,dec,296,1226,1.92926291,0.006430876368,0,0,0.998519651,4,0,1,0,-0,0,0,0,0,0.007418020133,0
85,back,295,1222,1.927788934,0.006425963115,0,0,0.998519651,5,0,1,0,-0,0,0,0,0,0.007468226755,0
86,dec,296,1226,1.929262821,0.006430876068,0,0,0.998519651,4,0,1,0,-0,0,0,0,0,0.007480304043,0
87,back,295,1222,1.92778892,0.006425963066,0,0,0.998519651,5,0,1,0,-0,0,0,0,0,0.007478791633,0
88,dec,296,1226,1.929264197,0.006430880657,0,0,0.998519651,4,0,1,0,-0,0,0,0,0,0.007582618315,0
89,back,295,1222,1.927788742,0.006425962473,0,0,0.998519651,5,0,1,0,-0,0,0,0,0,0.007509855058,0
90,dec,296,1226,1.929264635,0.006430882117,0,0,0.998519651,4,0,1,0,-0,0,0,0,0,0.007382678663,0
91,back,295,1222,1.927790224,0.006425967415,0,0,0.998519651,5,0,1,0,-0,0,0,0,0,0.007394812638,0
92,dec,296,1226,1.929265419,0.006430884731,0,0,0.998519651,4,0,1,0,-0,0,0,0,0,0.007404101828,0
93,dec,295,1222,1.927789309,0.006425964364,0,0,0.998519651,5,0,1,0,-0,0,0,0,0,0.007310664395,0
94,back,294,1214,1.925559818,0.006418532727,1,0,0.9977711202,6,0,1,0,-0,0,0,0,0,0.005040678074,0.2523951335
95,dec,295,1222,1.927790161,0.006425967204,1,0,0.9977711202,5,0,1,0,-0,0,0,0,0,0.004625906146,0.2334882049
96,back,294,1214,1.925558401,0.006418528003,1,0,0.9977711202,6,0,1,0,-0,0,0,0,0,0.004898028424,0.2408229886
97,dec,295,1222,1.927783126,0.006425943753,1,0,0.9977711202,5,0,1,0,-0,0,0,0,0,0.004955448,0.2450484235
98,back,294,1214,1.925554069,0.006418513562,1,0,0.9977711202,6,0,1,0,-0,0,0,0,0,0.00499012738,0.2460263603
99,dec,295,1222,1.927781774,0.006425939247,1,0,0.9977711202,5,0,1,0,-0,0,0,0,0,0.005230670847,0.2526944412
100,back,294,1214,1.925553411,0.006418511369,1,0,0.9977711202,6,0,1,0,-0,0,0,0,0,0.005206681731,0.2522303142
101,dec,295,1222,1.927782464,0.006425941548,1,0,0.9977711202,5,0,1,0,-0,0,0,0,0,0.005205405215,0.2522216343
102,back,294,1214,1.925551597,0.006418505324,1,0,0.9977711202,6,0,1,0,-0,0,0,0,0,0.005188789803,0.2500456689
103,dec,295,1222,1.927782213,0.006425940712,1,0,0.9977711202,5,0,1,0,-0,0,0,0,0,0.005183953194,0.2501098443
104,back,294,1214,1.925551611,0.006418505369,1,0,0.9977711202,6,0,1,0,-0,0,0,0,0,0.00514850698,0.2485402229
105,dec,295,1222,1.927783393,0.006425944644,1,0,0.9977711202,5,0,1,0,-0,0,0,0,0,0.005137256144,0.249416228
106,back,294,1214,1.925552214,0.006418507379,1,0,0.9977711202,6,0,1,0,-0,0,0,0,0,0.005173753168,0.2495946992
107,dec,295,1222,1.927783798,0.006425945995,1,0,0.9977711202,5,0,1,0,-0,0,0,0,0,0.005155073061,0.249124563
108,back,294,1214,1.92555265,0.006418508833,1,0,0.9977711202,6,0,1,0,-0,0,0,0,0,0.005178205111,0.2494444317
109,dec,295,1222,1.927784121,0.006425947069,1,0,0.9977711202,5,0,1,0,-0,0,0,0,0,0.005143117926,0.2489120267
110,back,294,1214,1.925553123,0.006418510411,1,0,0.9977711202,6,0,1,0,-0,0,0,0,0,0.005164213726,0.2490616245
111,dec,295,1222,1.927784231,0.006425947436,1,0,0.9977711202,5,0,1,0,-0,0,0,0,0,0.005149809838,0.2491211385
112,dec,294,1214,1.925553222,0.006418510738,1,0,0.9977711202,6,0,1,0,-0,0,0,0,0,0.005163355103,0.2489304178
113,back,293,1204,1.922727431,0.006409091436,1,0,0.9971587802,7,0,1,0,-0,0,0,0,0,0.008510212581,0.1578554082
114,dec,294,1214,1.925571125,0.006418570415,1,0,0.9971587802,6,0,1,0,-0,0,0,0,0,0.008206805317,0.1516220428
115,back,293,1204,1.922749067,0.006409163557,1,0,0.9971587802,7,0,1,0,-0,0,0,0,0,0.008017364022,0.1480245986
116,dec,294,1214,1.925572488,0.006418574959,1,0,0.9971587802,6,0,1,0,-0,0,0,0,0,0.007943401568,0.1474777457
117,back,293,1204,1.922729824,0.006409099414,1,0,0.9971587802,7,0,1,0,-0,0,0,0,0,0.007733716458,0.1445977999
118,dec,294,1214,1.925557185,0.006418523949,1,0,0.9971587802,6,0,1,0,-0,0,0,0,0,0.007916190001,0.1475128109
119,back,293,1204,1.922714035,0.006409046782,1,0,0.9971556045,7,0,1,0,-0,0,0,0,0,0.007797712848,0.1468462355
120,dec,294,1214,1.925546798,0.006418489325,1,0,0.9971556045,6,0,1,0,-0,0,0,0,0,0.007894439298,0.1478223854
121,back,293,1204,1.922714084,0.006409046946,1,0,0.9971542662,7,0,1,0,-0,0,0,0,0,0.007943464502,0.1489119925
122,dec,294,1214,1.925552166,0.006418507221,1,0,0.9971542662,6,0,1,0,-0,0,0,0,0,0.008105473996,0.1508592568
123,back,293,1204,1.922720957,0.006409069856,1,0,0.9971542662,7,0,1,0,-0,0,0,0,0,0.008016747875,0.1501814428
124,dec,294,1214,1.925558382,0.00641852794,1,0,0.9971542662,6,0,1,0,-0,0,0,0,0,0.008075147764,0.150286099
125,back,293,1204,1.922727799,0.006409092663,1,0,0.9971542662,7,0,1,0,-0,0,0,0,0,0.007998296166,0.1496820022
126,dec,294,1214,1.925565275,0.006418550917,1,0,0.9971542662,6,0,1,0,-0,0,0,0,0,0.00808082752,0.1503511174
127,back,293,1204,1.922731935,0.006409106449,1,0,0.9971542662,7,0,1,0,-0,0,0,0,0,0.007969371479,0.1489880924
128,dec,294,1214,1.925569015,0.006418563384,1,0,0.9971542662,6,0,1,0,-0,0,0,0,0,0.008045060746,0.1496005171
129,back,293,1204,1.922735218,0.006409117394,1,0,0.9971542662,7,0,1,0,-0,0,0,0,0,0.007942548068,0.1485443548
130,dec,294,1214,1.925570918,0.006418569726,1,0,0.9971542662,6,0,1,0,-0,0,0,0,0,0.008022499451,0.1491124447
131,dec,293,1204,1.922736444,0.006409121479,1,0,0.9971542662,7,0,1,0,-0,0,0,0,0,0.007919089265,0.1481166076
132,back,292,1191,1.919519596,0.006398398652,0,0,0.9967753741,8,0,1,0,-0,0,0,0,0,0.004999334113,0
133,dec,293,1204,1.922731695,0.006409105649,0,0,0.9967753741,7,0,1,0,-0,0,0,0,0,0.006329557647,0
134,back,292,1191,1.919517011,0.006398390037,0,0,0.9967753741,8,0,1,0,-0,0,0,0,0,0.004758978943,0
135,dec,293,1204,1.922733798,0.006409112659,0,0,0.9967753741,7,0,1,0,-0,0,0,0,0,0.004702299571,0
136,back,292,1191,1.919527176,0.006398423921,0,0,0.9967753741,8,0,1,0,-0,0,0,0,0,0.005172005015,0
137,dec,293,1204,1.922736235,0.006409120782,0,0,0.9967753741,7,0,1,0,-0,0,0,0,0,0.005801025067,0
138,back,292,1191,1.919503707,0.006398345688,0,0,0.9967753741,8,0,1,0,-0,0,0,0,0,0.005120959724,0
139,dec,293,1204,1.922734999,0.006409116662,0,0,0.9967753741,7,0,1,0,-0,0,0,0,0,0.004977473785,0
140,back,292,1191,1.919503832,0.006398346108,0,0,0.9967753741,8,0,1,0,-0,0,0,0,0,0.005014681239,0
141,dec,293,1204,1.922734305,0.00640911435,0,0,0.9967753741,7,0,1,0,-0,0,0,0,0,0.0054084632,0
142,back,292,1191,1.919497102,0.006398323673,0,0,0.9967753741,8,0,1,0,-0,0,0,0,0,0.005371746134,0
143,dec,293,1204,1.922735082,0.006409116941,0,0,0.9967753741,7,0,1,0,-0,0,0,0,0,0.004891648158,0
144,back,292,1191,1.919510926,0.006398369754,0,0,0.9967753741,8,0,1,0,-0,0,0,0,0,0.004890681655,0
145,dec,293,1204,1.922731372,0.006409104572,0,0,0.9967753741,7,0,1,0,-0,0,0,0,0,0.005013176162,0
146,back,292,1191,1.919513531,0.006398378437,0,0,0.9967753741,8,0,1,0,-0,0,0,0,0,0.0049963626,0
147,dec,293,1204,1.922735059,0.006409116862,0,0,0.9967753741,7,0,1,0,-0,0,0,0,0,0.004891788471,0
148,back,292,1191,1.919521418,0.006398404726,0,0,0.9967753741,8,0,1,0,-0,0,0,0,0,0.004966349007,0
149,dec,293,1204,1.922736012,0.00640912004,0,0,0.9967753741,7,0,1,0,-0,0,0,0,0,0.005134630895,0
150,dec,292,1191,1.919520521,0.006398401736,0,0,0.9967753741,8,0,1,0,-0,0,0,0,0,0.00497186434,0
151,back,291,1180,1.916132394,0.006387107979,2,0,0.9966157961,9,0,1,0,-0,0,0,0,0,0.002799846819,0.2347149804
152,dec,292,1191,1.919501209,0.006398337365,2,0,0.9966157961,8,0,1,0,-0,0,0,0,0,0.002919289683,0.238642361
153,back,291,1180,1.916142462,0.006387141539,2,0,0.9966157961,9,0,1,0,-0,0,0,0,0,0.003459839839,0.2813137989
154,dec,292,1191,1.919498701,0.006398329002,2,0,0.9966157961,8,0,1,0,-0,0,0,0,0,0.003324611158,0.2729517781
155,back,291,1180,1.916138668,0.006387128894,2,0,0.9966157961,9,0,1,0,-0,0,0,0,0,0.003309476655,0.2667124826
156,dec,292,1191,1.919499368,0.006398331225,2,0,0.9966157961,8,0,1,0,-0,0,0,0,0,0.003385838125,0.2711442324
157,back,291,1180,1.916139598,0.006387131994,2,0,0.9966157961,9,0,1,0,-0,0,0,0,0,0.003162303113,0.259809307
158,dec,292,1191,1.91950754,0.006398358467,2,0,0.9966157961,8,0,1,0,-0,0,0,0,0,0.003181972583,0.2609711311
159,back,291,1180,1.916146358,0.006387154526,2,0,0.9966157961,9,0,1,0,-0,0,0,0,0,0.003231038733,0.2618109718
160,dec,292,1191,1.919515945,0.006398386483,2,0,0.9966157961,8,0,1,0,-0,0,0,0,0,0.003234450618,0.2643166373
161,back,291,1180,1.916152834,0.006387176112,2,0,0.9966157961,9,0,1,0,-0,0,0,0,0,0.0032117842,0.2629454396
162,dec,292,1191,1.919521302,0.006398404341,2,0,0.9966157961,8,0,1,0,-0,0,0,0,0,0.003189513723,0.26209139
163,back,291,1180,1.91615702,0.006387190067,2,0,0.9966157961,9,0,1,0,-0,0,0,0,0,0.003202435438,0.2617791961
164,dec,292,1191,1.919523486,0.00639841162,2,0,0.9966157961,8,0,1,0,-0,0,0,0,0,0.003161635463,0.2602742919
165,back,291,1180,1.916157904,0.006387193012,2,0,0.9966157961,9,0,1,0,-0,0,0,0,0,0.003172790192,0.2601546242
166,dec,292,1191,1.919523253,0.006398410842,2,0,0.9966157961,8,0,1,0,-0,0,0,0,0,0.003143140828,0.2588105817
167,back,291,1180,1.916156892,0.006387189641,2,0,0.9966157961,9,0,1,0,-0,0,0,0,0,0.003169585785,0.2600806213
168,dec,292,1191,1.91952186,0.0063984062,2,0,0.9966157961,8,0,1,0,-0,0,0,0,0,0.003143710296,0.2591057893
169,dec,291,1180,1.916155274,0.006387184247,2,0,0.9966157961,9,0,1,0,-0,0,0,0,0,0.003165293676,0.2596702071
170,back,290,1170,1.912280151,0.00637426717,0,0,0.996148139,10,0,1,0,-0,0,0,0,0,0.007176873099,0
171,dec,291,1180,1.916124255,0.006387080849,0,0,0.996148139,9,0,1,0,-0,0,0,0,0,0.008651279825,0
172,back,290,1170,1.912297677,0.006374325589,0,0,0.996148139,10,0,1,0,-0,0,0,0,0,0.009906748185,0
173,dec,291,1180,1.916158459,0.006387194863,0,0,0.996148139,9,0,1,0,-0,0,0,0,0,0.009734280261,0
174,back,290,1170,1.912291269,0.006374304229,0,0,0.996148139,10,0,1,0,-0,0,0,0,0,0.008901842533,0
175,dec,291,1180,1.916151941,0.006387173137,1,0,0.996148139,9,0,1,0,-0,0,0,0,0,0.009276950473,0.9152934516
176,back,290,1170,1.912309185,0.00637436395,0,0,0.996131097,10,0,1,0,-0,0,0,0,0,0.006949641498,0
177,dec,291,1180,1.916129288,0.006387097626,0,0,0.996131097,9,0,1,0,-0,0,0,0,0,0.009412590131,0
178,back,290,1170,1.912287307,0.006374291022,0,0,0.996131097,10,0,1,0,-0,0,0,0,0,0.00941991383,0
179,dec,291,1180,1.916107869,0.006387026231,0,0,0.996131097,9,0,1,0,-0,0,0,0,0,0.00950395753,0
180,back,290,1170,1.912283756,0.006374279186,0,0,0.996131097,10,0,1,0,-0,0,0,0,0,0.009802321494,0
181,dec,291,1180,1.916146482,0.006387154941,0,0,0.996131097,9,0,1,0,-0,0,0,0,0,0.009619307726,0
182,back,290,1170,1.912297486,0.006374324952,0,0,0.996131097,10,0,1,0,-0,0,0,0,0,0.009763639033,0
183,dec,291,1180,1.91617326,0.006387244202,1,0,0.996131097,9,0,1,0,-0,0,0,0,0,0.009978503686,0.9759053146
184,back,290,1170,1.912309195,0.006374363983,0,0,0.996131097,10,0,1,0,-0,0,0,0,0,0.006781009102,0
185,dec,291,1180,1.916142216,0.006387140719,0,0,0.996131097,9,0,1,0,-0,0,0,0,0,0.009263369498,0
186,back,290,1170,1.912265762,0.006374219207,0,0,0.996131097,10,0,1,0,-0,0,0,0,0,0.009450027278,0
187,dec,291,1180,1.916104215,0.00638701405,0,0,0.996131097,9,0,1,0,-0,0,0,0,0,0.00910319578,0
188,dec,290,1170,1.912304805,0.006374349349,2,0,0.996131097,10,0,1,0,-0,0,0,0,0,0.00579425634,0.5691749663
189,back,289,1163,1.907760205,0.006359200682,2,0,0.9954932114,11,0,1,0,-0,0,0,0,0,0.003328162787,0.2076124392
190,dec,290,1170,1.912278797,0.006374262658,2,0,0.9954932114,10,0,1,0,-0,0,0,0,0,0.003231290867,0.2048746211
191,back,289,1163,1.907761069,0.006359203564,2,0,0.995466125,11,0,1,0,-0,0,0,0,0,0.00315557997,0.1998365211
192,dec,290,1170,1.912304842,0.006374349473,2,0,0.995466125,10,0,1,0,-0,0,0,0,0,0.003635289401,0.2325226713
193,back,289,1163,1.907761102,0.006359203673,2,0,0.9954582828,11,0,1,0,-0,0,0,0,0,0.00370447891,0.2310717632
194,dec,290,1170,1.912296968,0.006374323225,2,0,0.9954582828,10,0,1,0,-0,0,0,0,0,0.003596699147,0.2232523968
195,back,289,1163,1.907747445,0.006359158149,2,0,0.9954515491,11,0,1,0,-0,0,0,0,0,0.003636475016,0.2277874176
196,dec,290,1170,1.912284752,0.006374282508,2,0,0.9954515491,10,0,1,0,-0,0,0,0,0,0.00349230978,0.2221569538
197,back,289,1163,1.907739991,0.006359133303,2,0,0.9954485909,11,0,1,0,-0,0,0,0,0,0.003443591258,0.2152534861
198,dec,290,1170,1.912276454,0.006374254847,2,0,0.9954485909,10,0,1,0,-0,0,0,0,0,0.003500858029,0.2198374058
199,back,289,1163,1.907732207,0.006359107358,2,0,0.9954481851,11,0,1,0,-0,0,0,0,0,0.003555781722,0.221773873
200,dec,290,1170,1.9122705,0.006374235002,2,0,0.9954481851,10,0,1,0,-0,0,0,0,0,0.003490374954,0.2191763035
201,back,289,1163,1.90772817,0.006359093901,2,0,0.9954446879,11,0,1,0,-0,0,0,0,0,0.003493686994,0.2175562751
202,dec,290,1170,1.912269025,0.006374230082,2,0,0.9954446879,10,0,1,0,-0,0,0,0,0,0.003472091241,0.2180213824
203,back,289,1163,1.907728773,0.00635909591,2,0,0.9954446879,11,0,1,0,-0,0,0,0,0,0.00349462497,0.2167864791
204,dec,290,1170,1.912270667,0.006374235558,2,0,0.9954446879,10,0,1,0,-0,0,0,0,0,0.003470729554,0.2168668255
205,back,289,1163,1.907731035,0.006359103452,2,0,0.9954446879,11,0,1,0,-0,0,0,0,0,0.003489395386,0.2161354196
206,dec,290,1170,1.912273457,0.006374244858,2,0,0.9954446879,10,0,1,0,-0,0,0,0,0,0.003463028441,0.2161554676
207,dec,289,1163,1.907734121,0.006359113738,2,0,0.9954446879,11,0,1,0,-0,0,0,0,0,0.003486809935,0.2157696668
208,back,288,1159,1.902059601,0.00634019867,1,0,0.9942851857,12,0,1,0,-0,0,0,0,0,0.005388302163,0.3102272927
209,dec,289,1163,1.907777515,0.006359258385,1,0,0.9942851857,11,0,1,0,-0,0,0,0,0,0.005950685941,0.3207863556
210,back,288,1159,1.902066088,0.006340220293,1,0,0.9942851857,12,0,1,0,-0,0,0,0,0,0.005785743612,0.3176888761
211,dec,289,1163,1.9077486,0.006359162,1,0,0.9942851857,11,0,1,0,-0,0,0,0,0,0.005614357521,0.3171783385
212,back,288,1159,1.902049596,0.00634016532,1,0,0.9942851857,12,0,1,0,-0,0,0,0,0,0.00528506755,0.3035689858
213,dec,289,1163,1.907739717,0.006359132391,1,0,0.9942851857,11,0,1,0,-0,0,0,0,0,0.004979479021,0.2852959471
214,back,288,1159,1.9020664,0.006340221332,1,0,0.9942851857,12,0,1,0,-0,0,0,0,0,0.005061793614,0.2897283993
215,dec,289,1163,1.907757136,0.006359190455,1,0,0.9942851857,11,0,1,0,-0,0,0,0,0,0.005391563492,0.3097926959
