config	runs	sat	sp_nonconvergence	mean_max_drop	mean_drop	mean_abs_delta	mean_auc_per_step	mean_steps	mean_wall_seconds
certainty	3	0	3	0.03018531786666671	0.0008857126927248427	0.016113134692138226	1.43473625948849	1572.0	0.4367521089928535
polarization	3	0	3	0.056349206400000074	0.0011599347797125322	0.019616742623026453	1.479817274836078	1116.0	0.43576838665952283
lookahead4	3	0	3	0.029293867199999973	0.000904624131852659	0.016305470547741965	1.4186966525581226	1602.3333333333333	51.83206531599475
