config	seed	status	returncode	steps	sigma_initial	sigma_final	max_drop	terminal_drop	max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	auc_sigma	auc_per_step	max_fixed	fixed_frontier_max_drop	fixed_frontier_mean_drop	fixed_frontier_roughness	fixed_frontier_auc	fixed_frontier_auc_per_level	eta_mean	wall_seconds
greedy	1	sat	0	8602	9.533499584	0.0	2.7514377670000396	-3.974598428e-14	2.7514377670000396	0.0011082887216926295	0.014875741554754714	0.014877471091035927	50753.09583046	5.900150642927226	529	0.10091981200000033	0.012714862563327033	0.013928875708884698	3065.871132591	5.7955976041417765	3.080669533883529	7.93104165900013
greedy	2	sat	0	4653	16.70647842	0.0	11.20362156999946	5.403455461e-13	11.20362156999946	0.0035904746228239844	0.0245434748033527	0.024548750700773767	67554.96245615	14.518582088147431	254	5.735139045	0.06577360157480315	0.06599140582677165	3664.079820685	14.425511105059055	2.8345509239363986	5.740638422000075
greedy	3	sat	0	7498	7.840260236	0.0	2.3922750463341615	0.0	2.3922750463341615	0.0010456468706321685	0.012507532748474623	0.0125092010868431	37973.89601496171	5.0645366784424795	506	0.023910282999999755	0.010529868166007903	0.011175442612648221	2418.121424653	4.778896096152174	2.7315642085611413	6.961048962999939
greedy	4	sat	0	7325	12.94935474	0.0	5.262470689999861	1.386668558e-13	5.262470689999861	0.0017678299986348123	0.020065163036177485	0.020067902681594748	71153.899629714	9.71384295286198	425	0.033991793000000214	0.017578167242352942	0.01821849856941178	4054.70004655	9.540470697764706	3.094731094731095	7.452578980999988
greedy	5	sat	0	5488	11.57245521	0.0	7.399686407999337	6.62914168e-13	7.399686407999337	0.0021086835295189505	0.0154190319985423	0.015421842100965828	54082.060100003	9.854602787901422	306	0.025526415000000746	0.01299722505228758	0.013280132640522874	3000.173505293	9.804488579388888	2.599198396793587	5.758957229000089
T001	1	sat	0	8545	9.533499584	0.0	2.835853759000023	-2.287059431e-14	2.835853759000023	0.0011156816365125804	0.016043801822820364	0.016045679608614232	50561.047662954	5.917033079339262	525	0.02868039400000022	0.012541669769523808	0.013225687243809528	3052.596559413	5.814469636977142	3.199391528200328	7.72058286399988
T001	2	sat	0	4583	16.70647842	0.0	11.409775719824811	1.751890855e-10	11.409775719824811	0.0036453149509055203	0.025987214121754285	0.025992885709258996	66812.41891087017	14.578315276209944	248	0.08080129999999919	0.020912166854838703	0.02105756709677421	3606.37476137	14.541833715201614	2.8636561954624784	5.4481638719998955
T001	3	walksat-fail	0	7819	7.840260236	0.0	2.270413501985149	0.0	2.270413501985149	0.0010027190479600973	0.013662202140938752	0.013663949672550538	38664.10841284702	4.944891726927614	530	2.358259911999965	0.014794632311320756	0.015377841352830187	2452.4364357665	4.62723855805	2.8952685421994886	103.44296208100013
T001	4	sat	0	7340	12.94935474	0.0	5.410362758000031	-3.119726699e-14	5.410362758000031	0.0017642172670299728	0.02158180433405995	0.021584745035018397	71289.301527262	9.712438900171934	423	0.0343970269999998	0.017581996926713948	0.017780473650118214	4043.491621771	9.559081848158392	3.158561503882305	7.48711461400012
T001	5	sat	0	5355	11.57245521	0.0	7.604451006999632	3.675948435e-13	7.604451006999632	0.0021610560616246496	0.016484424929598524	0.01648750382853936	53089.431188905	9.913992752363212	293	0.02057163599999967	0.012869272006825935	0.012958621569965863	2898.366939304	9.892037335508533	2.683159073935773	5.783974584999896
T005	1	sat	0	8522	9.533499584	0.0	2.817664897000016	0.0	2.817664897000016	0.0011186927463036846	0.016035402455292187	0.016037284323905644	50422.097987783	5.916697722105492	527	2.926572954	0.018090132037950662	0.018805975047438334	3058.322312797	5.803268145724858	3.2569517775431187	7.676995917000113
T005	2	sat	0	4671	16.70647842	0.0	11.247147509979872	2.01276773e-11	11.247147509979872	0.0035766384971098264	0.026465461383001487	0.026471128505349	67756.64245780002	14.505810845172343	251	0.048498439999999476	0.02078218019920319	0.020792089442231074	3640.493341605	14.5039575362749	2.9452054794520546	5.531255880999879
T005	3	sat	0	7190	7.840260236	0.0	2.4178774432541332	7.458668128e-10	2.4178774432541332	0.0010904395321279555	0.014024909442837283	0.014026860327340964	37079.56170604374	5.157101767182718	501	0.034343353000000576	0.010634555275449101	0.011153678952095817	2386.8924456075	4.764256378458084	2.7692949520233627	7.278107944000112
T005	4	sat	0	7418	12.94935474	0.0	5.135619413725438	2.745619288e-10	5.135619413725438	0.001745666586681046	0.021691506491776754	0.02169443105780307	71719.71267796027	9.668335491771403	432	0.07016298100000018	0.017880067856481482	0.0182417165	4091.955614193	9.472119477298612	3.164307858201914	7.5620330850001665
T005	5	sat	0	5459	11.57245521	0.0	7.5518836619958245	-6.727951529e-14	7.5518836619958245	0.002119885548635281	0.01654086075984613	0.0165438913316233	53884.31951546	9.87073081433596	301	0.04036816200000004	0.012993911657807306	0.013174227471760813	2960.4971823365	9.835538811749169	2.7172161172161173	5.932789795999952
T01	1	sat	0	8406	9.533499584	0.0	2.8115375519995958	4.040101587e-13	2.8115375519995958	0.0011341303335712586	0.016205616666666676	0.016207544759071938	49865.223438128	5.932098910079467	523	0.0391534250000003	0.012603388191204589	0.013418034940726582	3045.338015075	5.822826032648184	3.241941239443321	7.784629046999953
T01	2	sat	0	4462	16.70647842	0.0	11.484946820000024	0.0	11.484946820000024	0.0037441681801882562	0.026209073509636967	0.02621494866621837	65322.35947182	14.639704050161361	243	0.03661521999999984	0.020541419423868314	0.020541442880658418	3547.55278334	14.598982647489713	2.871162894913735	5.152099346999876
T01	3	sat	0	7754	7.840260236	0.0	2.360498618535882	4.641179663e-10	2.360498618535882	0.0010111246112973948	0.013530772369873613	0.013532517600352881	38904.795770325465	5.017384030219946	519	2.403589232535882	0.01510808690083985	0.015745929089664514	2444.131895026232	4.7093100096844545	2.822437137330754	7.433347442000013
T01	4	sat	0	7416	12.94935474	0.0	5.373961137985409	-4.285460875e-14	5.373961137985409	0.0017461373705501618	0.021754323479503786	0.02175725730600135	72217.94756416502	9.738126694197009	421	2.7888166640000214	0.030758562327791075	0.03095747735391934	4027.934960598	9.567541474104512	3.1569367668868815	8.118157118
T01	5	sat	0	5417	11.57245521	0.0	7.538669159000084	-8.371081606e-14	7.538669159000084	0.002136321803581318	0.01665991498024741	0.01666299103545054	53614.518630726	9.897455903770721	295	0.13210997499999966	0.01326341708474576	0.013392233694915252	2913.936872536	9.877752110291526	2.6923218899963084	5.809223503000112
