config	seed	status	returncode	steps	sigma_initial	sigma_final	max_drop	terminal_drop	max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	auc_sigma	auc_per_step	max_fixed	fixed_frontier_max_drop	fixed_frontier_mean_drop	fixed_frontier_roughness	fixed_frontier_auc	fixed_frontier_auc_per_level	eta_mean	wall_seconds
certainty	1	sat	0	8602	9.533499584	0.0	2.75143776700004	-3.985700658e-14	2.75143776700004	0.0011082887216926295	0.014875741554289756	0.014877471090570915	50753.09583046329	5.900150642927608	529	0.10091981200000033	0.012714862563327033	0.013928875708884698	3065.8711325910026	5.795597604141782	3.080669533883529	7.3439775239967275
certainty	2	sat	0	4653	16.70647842	0.0	11.203621569999457	5.409006576e-13	11.203621569999457	0.0035904746228239844	0.02454347480335274	0.02454875070077381	67554.96245615018	14.518582088147472	254	5.735139045	0.06577360157480315	0.06599140582677165	3664.079820685	14.425511105059055	2.8345509239363986	4.878529774985509
certainty	3	sat	0	7498	7.840260236	0.0	2.392275046334164	0.0	2.392275046334164	0.0010456468706321685	0.012507532749008144	0.012509201087376692	37973.89601496267	5.064536678442607	506	0.023910282999999755	0.010529868166007903	0.011175442612648235	2418.1214246530008	4.778896096152176	2.7315642085611413	6.446894060005434
certainty	4	sat	0	7325	12.94935474	0.0	5.262470689999855	1.447730824e-13	5.262470689999855	0.0017678299986348123	0.0200651630364505	0.0200679026818678	71153.89962971178	9.713842952861677	425	0.033991793000000214	0.017578167242352942	0.01821849856941178	4054.7000465500014	9.54047069776471	3.094731094731095	6.874587501020869
certainty	5	sat	0	5488	11.57245521	0.0	7.399686407999337	6.628031457e-13	7.399686407999337	0.0021086835295189505	0.015419031997449005	0.01542184209987233	54082.06010000205	9.854602787901248	306	0.025526415000000746	0.01299722505228758	0.013280132640522874	3000.173505292999	9.804488579388885	2.599198396793587	5.280196031992091
polarization	1	sp-nonconvergence	255	4971	9.533499584	3.925418148	0.06559201300000028	0.0	0.06559201300000028	0.0011281596129551397	0.019034124116676734	0.019034124116676734	32624.822399750978	6.5630300542649325	288	0.09940657199999947	0.019494950499999997	0.019737888291666665	1892.1657531750006	6.570019976302086	3.1349557522123894	5.39548022300005
polarization	2	sat	0	2385	16.70647842	0.0	12.735941110000066	0.0	12.735941110000066	0.007004812754716981	0.03270058624737954	0.03271430293624169	36049.04610621	15.114904027761007	130	0.13967277999999972	0.029417197076923075	0.029547832769230727	1967.3668939099996	15.133591491615382	2.684409052808047	2.6116139160003513
polarization	3	sp-nonconvergence	255	7182	7.840260236	1.725691291	0.05185224000000055	0.0	0.05185224000000055	0.0008513741221108326	0.012803894103453124	0.012803894103453124	32263.387152376534	4.492256634973062	443	0.07049486299999996	0.013888172363431152	0.014144979361173812	1912.741329021501	4.317700516978558	3.2924961715160794	6.652736157993786
polarization	4	sat	0	4971	12.94935474	0.0	6.744689667958697	4.130273901e-11	6.744689667958697	0.0026049798310199155	0.01979051776986524	0.01979449976538407	50767.896140600205	10.212813546690848	274	0.09327518199999929	0.021792610248175182	0.02212111124087593	2795.5138847149997	10.202605418667883	2.5530973451327434	4.73734138198779
polarization	5	sat	0	3574	11.57245521	0.0	8.05949237699813	-5.695444116e-14	8.05949237699813	0.0032379561303861218	0.018435438567431454	0.018440598219983197	36191.78769260087	10.12640953906012	197	0.2023640620000009	0.01783229864467005	0.01834219735532994	1992.3437033984999	10.113419814205583	2.4584615384615383	3.5774817710043862
dynamic_i	1	sat	0	10534	9.533499584	0.0	2.5435927001868577	8.131425534e-10	2.5435927001868577	0.0009050217945699639	0.015203746489082966	0.015205189928338253	60122.95336420972	5.707514084318372	555	0.02868809299999997	0.012402022673873872	0.013791004789189197	3168.015436189003	5.708135921061267	3.225059326056004	9.711895009008003
dynamic_i	2	sat	0	4802	16.70647842	0.0	11.270483899996151	3.848699137e-12	11.270483899996151	0.003479066726364015	0.025081193940024928	0.02508641810039489	69528.98667862985	14.47917256947727	253	0.039668860000000805	0.020781751106719377	0.02125477521739132	3664.3062101449996	14.483423755513833	2.8534249427441183	5.162481875013327
dynamic_i	3	sp-nonconvergence	255	12830	7.840260236	0.8386929634	0.023883190400000087	0.0	0.023883190400000087	0.00054571841563523	0.012984262774263506	0.012984262774263506	50121.2312437164	3.906565178777584	680	0.021311504999999897	0.010271762001029413	0.012162043885441162	2645.097639608046	3.8898494700118325	3.4157119476268414	10.491680887003895
dynamic_i	4	sat	0	7555	12.94935474	0.0	5.90337186399991	0.0	5.90337186399991	0.0017140112164129716	0.020501427975645276	0.020504141958697385	74144.95417649965	9.814024378093931	399	6.099958381	0.03245452315789474	0.03323443185463659	3910.0074176599996	9.799517337493734	3.1025674960296454	7.77354540899978
dynamic_i	5	sat	0	5856	11.57245521	0.0	7.332271119	0.0	7.332271119	0.0019761706301229505	0.015834461920423468	0.015837166354568718	57299.47603467285	9.784746590620363	309	0.062190425000000715	0.013134954747572815	0.013657719110032376	3023.1490887114983	9.783654008775075	2.6392351032952024	5.909339881996857
