config	runs	sat	sp_nonconvergence	mean_max_drop	mean_max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	mean_auc_per_step	mean_fixed_frontier_max_drop	mean_fixed_frontier_roughness	mean_fixed_frontier_auc_per_level	mean_steps	mean_wall_seconds
H1-eta	2	0	2	0.020637466499999757	0.020637466499999757	0.0004573032241046562	0.009635578245207811	0.009635578245207811	3.3208462112425288	0.019862284000000008	0.009563864525157378	3.265272626873271	5114.0	0.0
H1-hybrid	2	0	2	0.020181332000000163	0.020181332000000163	0.00046914673731843844	0.009298854992750249	0.009298854992750249	3.3564571405254755	0.02025990700000002	0.009548123402885536	3.282440528311005	5022.0	0.0
H3-eta-t8	2	0	2	0.020637466499999757	0.020637466499999757	0.00045668388337421876	0.009635646908286652	0.009635646908286652	3.320718627297553	0.019862284000000008	0.009563191304509605	3.2652707635665905	5115.5	0.0
greedy	2	0	2	0.019659024499999678	0.019659024499999678	0.0004830904450245882	0.00998325258972045	0.00998325258972045	3.3858612896765994	0.01949939150000013	0.010360135754897378	3.3259025315071247	4996.0	0.0
