# scorer=cert K=3 N=300 M=1245 seed=1 r=0.9 theta=0 veto=0 dynamic_I_backtrack=0 flexibility_diag=1 dataset_step=1400 eps=0.01 damp=0
step,move,vertex,dir,sT,sF,sI,bias_cert,score,abspol,margin,prod_plus,prod_minus,degree,n_inc,len1,len2,len3,len4p,Sigma_before,Sigma_per_N,step_frac,eta_before,r,converged,crashed,sat_oracle,delta_sigma,eta_after,mean_sI_after,delta_mean_sI
1400,back,42,1,0.8419078596,0.0546320606,0.1034600798,0.9453679394,0.9453679394,0.787275799,0.8781268756,0.1094389554,0.6544289902,8,8,0,1,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.06004304855,9,0.2031828934,0.0006513289339
1400,back,93,0,0.05505853196,0.925960888,0.01898058001,0.944941468,0.944941468,0.8709023561,0.8877524118,0.2563588286,0.02008651398,11,11,0,3,8,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.0621286585,11,0.2039525003,0.001420935889
1400,back,93,1,0.05505853196,0.925960888,0.01898058001,0.944941468,0.944941468,0.8709023561,0.8877524118,0.2563588286,0.02008651398,11,11,0,3,8,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,39,0,0.6023484765,0.05783543094,0.3398160926,0.9421645691,0.9421645691,0.5445130455,0.8247899402,0.3606759411,0.8545575019,5,5,0,1,4,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,39,1,0.6023484765,0.05783543094,0.3398160926,0.9421645691,0.9421645691,0.5445130455,0.8247899402,0.3606759411,0.8545575019,5,5,0,1,4,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.05816026924,12,0.2012119981,-0.001319566286
1400,back,226,0,0.8550861709,0.05842243884,0.08649139027,0.9415775612,0.9415775612,0.796663732,0.8720921988,0.09185795609,0.5968470421,10,10,0,3,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,226,1,0.8550861709,0.05842243884,0.08649139027,0.9415775612,0.9415775612,0.796663732,0.8720921988,0.09185795609,0.5968470421,10,10,0,3,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.06385266186,11,0.2029916071,0.0004600426766
1400,back,238,0,0.8849490966,0.0608961978,0.05415470563,0.9391038022,0.9391038022,0.8240528988,0.8712343379,0.05766636819,0.4707021328,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,238,1,0.8849490966,0.0608961978,0.05415470563,0.9391038022,0.9391038022,0.8240528988,0.8712343379,0.05766636819,0.4707021328,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.0657987588,12,0.2046384354,0.002106871
1400,back,110,0,0.8491499575,0.06104701041,0.08980303205,0.9389529896,0.9389529896,0.7881029471,0.8658597808,0.09564167008,0.59531327,10,10,0,2,8,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
