# scorer=cert K=3 N=300 M=1245 seed=1 r=0.9 theta=0 veto=0 dynamic_I_backtrack=0 flexibility_diag=1 dataset_step=1400 eps=0.01 damp=0
step,move,vertex,dir,sT,sF,sI,bias_cert,score,abspol,margin,prod_plus,prod_minus,degree,n_inc,len1,len2,len3,len4p,Sigma_before,Sigma_per_N,step_frac,eta_before,r,converged,crashed,sat_oracle,delta_sigma,eta_after,mean_sI_after,delta_mean_sI
1400,back,261,1,0.644265894,0.07808516075,0.2776489452,0.9219148392,0.9219148392,0.5661807333,0.7838027363,0.3011655019,0.7804957145,11,11,0,0,11,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.08603988267,11,0.2014529749,-0.00107858956
1400,back,204,0,0.8202818336,0.07909336769,0.1006247987,0.9209066323,0.9209066323,0.7411884659,0.8241148576,0.1092671018,0.5599033238,11,11,0,1,10,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-1.587513091,85,0.1692728906,-0.03325867383
1400,back,204,1,0.8202818336,0.07909336769,0.1006247987,0.9209066323,0.9209066323,0.7411884659,0.8241148576,0.1092671018,0.5599033238,11,11,0,1,10,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.07879171851,17,0.2050163345,0.002484770095
1400,back,5,0,0.07914677087,0.8512171385,0.06963609067,0.9208532291,0.9208532291,0.7720703676,0.829858467,0.4680383879,0.07562127,10,10,0,3,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.0811752276,14,0.2032231014,0.0006915369413
1400,back,5,1,0.07914677087,0.8512171385,0.06963609067,0.9208532291,0.9208532291,0.7720703676,0.829858467,0.4680383879,0.07562127,10,10,0,3,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,280,0,0.859976778,0.08101482212,0.05900839983,0.9189851779,0.9189851779,0.7789619559,0.8278096805,0.06421039344,0.4214186691,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,280,1,0.859976778,0.08101482212,0.05900839983,0.9189851779,0.9189851779,0.7789619559,0.8278096805,0.06421039344,0.4214186691,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.09095884975,14,0.2038838692,0.001352304819
1400,back,279,0,0.824671183,0.08148435235,0.09384446463,0.9185156477,0.9185156477,0.7431868307,0.8201537172,0.1021696962,0.5352483764,6,6,0,2,4,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,279,1,0.824671183,0.08148435235,0.09384446463,0.9185156477,0.9185156477,0.7431868307,0.8201537172,0.1021696962,0.5352483764,6,6,0,2,4,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1040342294,17,0.202815311,0.0002837465845
1400,back,7,0,0.08161302464,0.4635893704,0.4547976049,0.9183869754,0.9183869754,0.3819763458,0.700613844,0.8478534538,0.4952134744,5,5,0,1,4,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.08640706706,15,0.199447278,-0.003084286387
1400,back,7,1,0.08161302464,0.4635893704,0.4547976049,0.9183869754,0.9183869754,0.3819763458,0.700613844,0.8478534538,0.4952134744,5,5,0,1,4,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.7154290301,43,0.1976089464,-0.004922618013
1400,back,188,0,0.08200184688,0.8365824516,0.0814157015,0.9179981531,0.9179981531,0.7545806047,0.8214603776,0.4982066021,0.08868830642,13,13,0,2,11,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.08268792485,11,0.2037978885,0.00126632403
1400,back,188,1,0.08200184688,0.8365824516,0.0814157015,0.9179981531,0.9179981531,0.7545806047,0.8214603776,0.4982066021,0.08868830642,13,13,0,2,11,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,243,0,0.7763807771,0.0822343427,0.1413848802,0.9177656573,0.9177656573,0.6941464344,0.8084488828,0.1540533567,0.6322572736,11,11,0,4,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,243,1,0.7763807771,0.0822343427,0.1413848802,0.9177656573,0.9177656573,0.6941464344,0.8084488828,0.1540533567,0.6322572736,11,11,0,4,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.08823451183,11,0.2020943588,-0.0004372056277
1400,back,58,0,0.08345534382,0.6094373921,0.3071072641,0.9165446562,0.9165446562,0.5259820482,0.7591103514,0.7863201901,0.335070705,8,8,0,3,5,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.08927472915,11,0.2032590923,0.0007275278654
1400,back,58,1,0.08345534382,0.6094373921,0.3071072641,0.9165446562,0.9165446562,0.5259820482,0.7591103514,0.7863201901,0.335070705,8,8,0,3,5,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.9084202032,66,0.1853148044,-0.01721676005
1400,back,291,0,0.08537420784,0.7876966782,0.126929114,0.9146257922,0.9146257922,0.7023224703,0.8044277751,0.5978668299,0.1387770989,9,9,0,3,6,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.08713211824,15,0.2031227723,0.0005912078986
1400,back,291,1,0.08537420784,0.7876966782,0.126929114,0.9146257922,0.9146257922,0.7023224703,0.8044277751,0.5978668299,0.1387770989,9,9,0,3,6,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,293,0,0.2777053292,0.08538220908,0.6369124618,0.9146177909,0.9146177909,0.1923231201,0.5296880224,0.6963700773,0.8817903378,3,3,0,1,2,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.3452937694,34,0.1915998682,-0.01093169618
1400,back,293,1,0.2777053292,0.08538220908,0.6369124618,0.9146177909,0.9146177909,0.1923231201,0.5296880224,0.6963700773,0.8817903378,3,3,0,1,2,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.08939356418,15,0.2008525461,-0.001679018333
1400,back,251,0,0.7374385815,0.0856219756,0.1769394429,0.9143780244,0.9143780244,0.6518166059,0.7919424644,0.1935079783,0.6738973453,6,6,0,0,6,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,251,1,0.7374385815,0.0856219756,0.1769394429,0.9143780244,0.9143780244,0.6518166059,0.7919424644,0.1935079783,0.6738973453,6,6,0,0,6,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.104396259,12,0.20408011,0.001548545539
1400,back,224,0,0.08591714718,0.8666120318,0.04747082101,0.9140828528,0.9140828528,0.7806948846,0.8196020677,0.3558853295,0.0519327333,8,8,0,1,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.08997245436,17,0.2053802248,0.002848660396
1400,back,224,1,0.08591714718,0.8666120318,0.04747082101,0.9140828528,0.9140828528,0.7806948846,0.8196020677,0.3558853295,0.0519327333,8,8,0,1,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,23,0,0.08626995187,0.608639079,0.3050909692,0.9137300481,0.9137300481,0.5223691271,0.7517086466,0.7795642149,0.3338961762,6,6,0,1,5,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.0855399563,13,0.1997214422,-0.002810122174
1400,back,23,1,0.08626995187,0.608639079,0.3050909692,0.9137300481,0.9137300481,0.5223691271,0.7517086466,0.7795642149,0.3338961762,6,6,0,1,5,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,1,0,0.8341424596,0.08663845193,0.07921908845,0.9133615481,0.9133615481,0.7475040077,0.8118152737,0.08673354886,0.4776333248,15,15,0,2,13,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,1,1,0.8341424596,0.08663845193,0.07921908845,0.9133615481,0.9133615481,0.7475040077,0.8118152737,0.08673354886,0.4776333248,15,15,0,2,13,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.0962594986,14,0.2040069349,0.001475370506
1400,back,156,0,0.08737618919,0.6043497323,0.3082740785,0.9126238108,0.9126238108,0.5169735431,0.7473676019,0.7791580183,0.3377887743,7,7,0,0,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.09252762907,12,0.2007680125,-0.001763551936
1400,back,156,1,0.08737618919,0.6043497323,0.3082740785,0.9126238108,0.9126238108,0.5169735431,0.7473676019,0.7791580183,0.3377887743,7,7,0,0,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.9205124068,60,0.1835980875,-0.01893347696
1400,back,54,0,0.7118811368,0.08796539999,0.2001534632,0.9120346,0.9120346,0.6239157368,0.7800443061,0.2194581907,0.6946905904,7,7,0,0,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,54,1,0.7118811368,0.08796539999,0.2001534632,0.9120346,0.9120346,0.6239157368,0.7800443061,0.2194581907,0.6946905904,7,7,0,0,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1015640037,18,0.2039254081,0.001393843646
1400,back,234,0,0.08955266363,0.7217370303,0.188710306,0.9104473364,0.9104473364,0.6321843667,0.7792338192,0.678172544,0.2072720722,10,10,0,2,8,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1025852166,13,0.203884984,0.001353419563
1400,back,234,1,0.08955266363,0.7217370303,0.188710306,0.9104473364,0.9104473364,0.6321843667,0.7792338192,0.678172544,0.2072720722,10,10,0,2,8,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,297,0,0.08981425141,0.8760688771,0.03411687145,0.9101857486,0.9101857486,0.7862546257,0.814026669,0.2752889723,0.03748341643,11,11,0,2,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.09514631532,22,0.2029650024,0.000433437928
1400,back,297,1,0.08981425141,0.8760688771,0.03411687145,0.9101857486,0.9101857486,0.7862546257,0.814026669,0.2752889723,0.03748341643,11,11,0,2,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,178,0,0.8675236546,0.09116256591,0.04131377953,0.9088374341,0.9088374341,0.7763610887,0.8098177194,0.04545783215,0.3118577841,10,10,0,4,6,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,178,1,0.8675236546,0.09116256591,0.04131377953,0.9088374341,0.9088374341,0.7763610887,0.8098177194,0.04545783215,0.3118577841,10,10,0,4,6,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1054746349,15,0.2036402345,0.00110867008
1400,back,100,0,0.6271114933,0.09119083335,0.2816976733,0.9088091666,0.9088091666,0.53592066,0.7460934485,0.3099635035,0.7554474549,4,4,0,1,3,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-1.16244265,65,0.1852749961,-0.01725656833
1400,back,100,1,0.6271114933,0.09119083335,0.2816976733,0.9088091666,0.9088091666,0.53592066,0.7460934485,0.3099635035,0.7554474549,4,4,0,1,3,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1000460996,15,0.2004678123,-0.002063752094
1400,back,148,0,0.4924271643,0.09382124133,0.4137515944,0.9061787587,0.9061787587,0.3986059229,0.6799266644,0.4565893765,0.8151570874,9,9,0,0,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.8507311392,49,0.1894814982,-0.0130500662
1400,back,148,1,0.4924271643,0.09382124133,0.4137515944,0.9061787587,0.9061787587,0.3986059229,0.6799266644,0.4565893765,0.8151570874,9,9,0,0,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1072311298,15,0.1997222396,-0.002809324852
1400,back,254,0,0.09646774628,0.6333887897,0.270143464,0.9035322537,0.9035322537,0.5369210434,0.7356528536,0.736866349,0.2989859664,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1038538413,14,0.2014898945,-0.001041669956
1400,back,254,1,0.09646774628,0.6333887897,0.270143464,0.9035322537,0.9035322537,0.5369210434,0.7356528536,0.736866349,0.2989859664,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,127,0,0.8119413488,0.09807658461,0.08998206663,0.9019234154,0.9019234154,0.7138647642,0.7844513146,0.09976685946,0.4784787408,10,10,0,1,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,127,1,0.8119413488,0.09807658461,0.08998206663,0.9019234154,0.9019234154,0.7138647642,0.7844513146,0.09976685946,0.4784787408,10,10,0,1,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1125225726,21,0.202917383,0.000385818553
1400,back,55,0,0.7117702673,0.1023831751,0.1858465577,0.8976168249,0.8976168249,0.6093870922,0.7484916976,0.2070444231,0.6447862124,10,10,0,3,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,55,1,0.7117702673,0.1023831751,0.1858465577,0.8976168249,0.8976168249,0.6093870922,0.7484916976,0.2070444231,0.6447862124,10,10,0,3,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.102009068,11,0.2032754507,0.0007438862817
1400,back,140,0,0.10305732,0.5963021408,0.3006405392,0.89694268,0.89694268,0.4932448208,0.7052808297,0.7447167041,0.3351836699,7,7,0,2,5,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1082087435,12,0.2021938373,-0.0003377271443
1400,back,140,1,0.10305732,0.5963021408,0.3006405392,0.89694268,0.89694268,0.4932448208,0.7052808297,0.7447167041,0.3351836699,7,7,0,2,5,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,36,0,0.1059834169,0.6839093626,0.2101072205,0.8940165831,0.8940165831,0.5779259458,0.7316511314,0.6647056119,0.235014903,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1226335041,15,0.2031539163,0.0006223518374
1400,back,36,1,0.1059834169,0.6839093626,0.2101072205,0.8940165831,0.8940165831,0.5779259458,0.7316511314,0.6647056119,0.235014903,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,60,0,0.1069350929,0.4618527148,0.4312121924,0.8930649071,0.8930649071,0.3549176219,0.6239895039,0.8012902865,0.4828452993,9,9,0,1,8,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1102439563,19,0.2010712128,-0.001460351587
1400,back,60,1,0.1069350929,0.4618527148,0.4312121924,0.8930649071,0.8930649071,0.3549176219,0.6239895039,0.8012902865,0.4828452993,9,9,0,1,8,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.6445528095,33,0.1890803129,-0.01345125148
1400,back,51,0,0.1094052122,0.6592384258,0.2313563619,0.8905947878,0.8905947878,0.5498332136,0.7153291673,0.678939116,0.259777359,8,8,0,3,5,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1217395156,16,0.2023662616,-0.0001653028213
1400,back,51,1,0.1094052122,0.6592384258,0.2313563619,0.8905947878,0.8905947878,0.5498332136,0.7153291673,0.678939116,0.259777359,8,8,0,3,5,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-1.308236705,102,0.1786725524,-0.02385901199
1400,back,236,0,0.1117666343,0.8302731799,0.05796018581,0.8882333657,0.8882333657,0.7185065457,0.7627135656,0.3414910253,0.06525333098,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1149304952,22,0.2053830028,0.002851438358
1400,back,236,1,0.1117666343,0.8302731799,0.05796018581,0.8882333657,0.8882333657,0.7185065457,0.7627135656,0.3414910253,0.06525333098,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,157,0,0.8219665708,0.1139352863,0.06409814293,0.8860647137,0.8860647137,0.7080312846,0.7565230042,0.07234025003,0.3600343106,4,4,0,2,2,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,157,1,0.8219665708,0.1139352863,0.06409814293,0.8860647137,0.8860647137,0.7080312846,0.7565230042,0.07234025003,0.3600343106,4,4,0,2,2,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1301833592,24,0.2008426427,-0.001688921728
1400,back,104,0,0.7878208638,0.1146146841,0.09756445217,0.8853853159,0.8853853159,0.6732061797,0.7459881,0.1101943419,0.4598211393,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,104,1,0.7878208638,0.1146146841,0.09756445217,0.8853853159,0.8853853159,0.6732061797,0.7459881,0.1101943419,0.4598211393,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1232043063,17,0.2037507508,0.001219186381
1400,back,87,0,0.1148282177,0.8058159393,0.07935584293,0.8851717823,0.8851717823,0.6909877216,0.7505480986,0.4086630111,0.08965021764,11,11,0,2,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1251530004,17,0.2024835579,-4.80065188e-05
1400,back,87,1,0.1148282177,0.8058159393,0.07935584293,0.8851717823,0.8851717823,0.6909877216,0.7505480986,0.4086630111,0.08965021764,11,11,0,2,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,108,0,0.3022820838,0.1150413137,0.5826766025,0.8849586863,0.8849586863,0.1872407702,0.4486706742,0.6584223778,0.8351177302,6,6,0,2,4,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.3401156299,36,0.2042498749,0.001718310453
1400,back,108,1,0.3022820838,0.1150413137,0.5826766025,0.8849586863,0.8849586863,0.1872407702,0.4486706742,0.6584223778,0.8351177302,6,6,0,2,4,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1245838742,16,0.1971814154,-0.005350148999
1400,back,221,0,0.1165538345,0.8451526901,0.03829347544,0.8834461655,0.8834461655,0.7285988556,0.7576103905,0.2472982931,0.04334556754,13,13,0,3,10,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1405347924,21,0.2018562434,-0.0006753210389
1400,back,221,1,0.1165538345,0.8451526901,0.03829347544,0.8834461655,0.8834461655,0.7285988556,0.7576103905,0.2472982931,0.04334556754,13,13,0,3,10,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,24,0,0.8337809608,0.1170763768,0.04914266237,0.8829236232,0.8829236232,0.716704584,0.7537456521,0.0556590186,0.2956500206,10,10,0,3,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,24,1,0.8337809608,0.1170763768,0.04914266237,0.8829236232,0.8829236232,0.716704584,0.7537456521,0.0556590186,0.2956500206,10,10,0,3,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1384639153,20,0.2030907773,0.0005592129164
1400,back,48,0,0.1174330029,0.8338109746,0.04875602247,0.8825669971,0.8825669971,0.7163779717,0.7530959339,0.2933769083,0.05524342359,13,13,0,1,12,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1282900286,21,0.2042413514,0.001709786998
1400,back,48,1,0.1174330029,0.8338109746,0.04875602247,0.8825669971,0.8825669971,0.7163779717,0.7530959339,0.2933769083,0.05524342359,13,13,0,1,12,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,146,0,0.118485874,0.4557198918,0.4257942342,0.881514126,0.881514126,0.3372340179,0.5873051752,0.7823071757,0.4830259909,5,5,0,2,3,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1324317744,21,0.1990057259,-0.003525838544
1400,back,146,1,0.118485874,0.4557198918,0.4257942342,0.881514126,0.881514126,0.3372340179,0.5873051752,0.7823071757,0.4830259909,5,5,0,2,3,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.6447814832,44,0.1983180605,-0.004213503909
1400,back,30,0,0.1239466243,0.8450552217,0.03099815394,0.8760533757,0.8760533757,0.7211085974,0.7441767014,0.200059365,0.0353838645,12,12,0,1,11,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1330880981,24,0.2054354246,0.002903860186
1400,back,30,1,0.1239466243,0.8450552217,0.03099815394,0.8760533757,0.8760533757,0.7211085974,0.7441767014,0.200059365,0.0353838645,12,12,0,1,11,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,176,0,0.125113695,0.2013878307,0.6734984744,0.874886305,0.874886305,0.07627413567,0.23361035,0.8433361026,0.7698125694,3,3,0,0,3,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1311760543,17,0.1980881448,-0.004443419574
1400,back,176,1,0.125113695,0.2013878307,0.6734984744,0.874886305,0.874886305,0.07627413567,0.23361035,0.8433361026,0.7698125694,3,3,0,0,3,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.2549313245,26,0.1949487199,-0.007582844473
1400,back,241,0,0.1254313019,0.7781895316,0.09637916653,0.8745686981,0.8745686981,0.6527582297,0.7223806773,0.4345113521,0.1102019392,9,9,0,1,8,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1445813624,21,0.2007275213,-0.001804043106
1400,back,241,1,0.1254313019,0.7781895316,0.09637916653,0.8745686981,0.8745686981,0.6527582297,0.7223806773,0.4345113521,0.1102019392,9,9,0,1,8,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,151,0,0.1258868794,0.6339509428,0.2401621778,0.8741131206,0.8741131206,0.5080640634,0.6686480306,0.6560928735,0.27474954,12,12,0,1,11,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1428286831,21,0.2036482135,0.001116649052
1400,back,151,1,0.1258868794,0.6339509428,0.2401621778,0.8741131206,0.8741131206,0.5080640634,0.6686480306,0.6560928735,0.27474954,12,12,0,1,11,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-1.216272798,62,0.1794377023,-0.02309386212
1400,back,96,0,0.1259657219,0.5739166198,0.3001176583,0.8740342781,0.8740342781,0.447950898,0.6400374338,0.7043636815,0.3433705815,6,6,0,1,5,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1311488123,19,0.2012794703,-0.001252094154
1400,back,96,1,0.1259657219,0.5739166198,0.3001176583,0.8740342781,0.8740342781,0.447950898,0.6400374338,0.7043636815,0.3433705815,6,6,0,1,5,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.923751861,106,0.1935556385,-0.008975925917
1400,back,273,0,0.8053078962,0.1262866711,0.06840543274,0.8737133289,0.8737133289,0.6790212251,0.7288806192,0.07829276546,0.3513518596,11,11,0,2,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,273,1,0.8053078962,0.1262866711,0.06840543274,0.8737133289,0.8737133289,0.6790212251,0.7288806192,0.07829276546,0.3513518596,11,11,0,2,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1451238511,22,0.2056562033,0.003124638925
1400,back,22,0,0.646826575,0.1268576801,0.2263157448,0.8731423199,0.8731423199,0.5199688949,0.6720686009,0.2591968568,0.6408062692,7,7,0,1,6,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,22,1,0.646826575,0.1268576801,0.2263157448,0.8731423199,0.8731423199,0.5199688949,0.6720686009,0.2591968568,0.6408062692,7,7,0,1,6,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1445932379,17,0.2019717978,-0.0005597666366
1400,back,197,0,0.8070121805,0.1294548606,0.06353295889,0.8705451394,0.8705451394,0.6775573199,0.7235250042,0.07298066006,0.3292070922,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,197,1,0.8070121805,0.1294548606,0.06353295889,0.8705451394,0.8705451394,0.6775573199,0.7235250042,0.07298066006,0.3292070922,9,9,0,2,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1477677669,30,0.2011791299,-0.001352434486
1400,back,145,0,0.5819291393,0.1313969408,0.2866739199,0.8686030592,0.8686030592,0.4505321986,0.6315936163,0.3300401914,0.6857065317,7,7,0,0,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-1.024055791,71,0.180357166,-0.02217439845
1400,back,145,1,0.5819291393,0.1313969408,0.2866739199,0.8686030592,0.8686030592,0.4505321986,0.6315936163,0.3300401914,0.6857065317,7,7,0,0,7,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1472803296,26,0.2008489483,-0.001682616139
1400,back,131,0,0.1338070168,0.3144406652,0.5517523179,0.8661929832,0.8661929832,0.1806336484,0.4029773172,0.8048206624,0.6369854393,5,5,0,3,2,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1398317648,18,0.1989091578,-0.003622406654
1400,back,131,1,0.1338070168,0.3144406652,0.5517523179,0.8661929832,0.8661929832,0.1806336484,0.4029773172,0.8048206624,0.6369854393,5,5,0,3,2,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.4094436955,35,0.1934550609,-0.009076503501
1400,back,72,0,0.7206674904,0.1352360476,0.144096462,0.8647639524,0.8647639524,0.5854314428,0.6839923154,0.1666309767,0.515859977,5,5,0,3,2,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,72,1,0.7206674904,0.1352360476,0.144096462,0.8647639524,0.8647639524,0.5854314428,0.6839923154,0.1666309767,0.515859977,5,5,0,3,2,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1607071008,22,0.2019824223,-0.0005491421508
1400,back,235,0,0.1370966279,0.7355131957,0.1273901764,0.8629033721,0.8629033721,0.5984165678,0.6857779406,0.4816504049,0.1476297121,8,8,0,2,6,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1521261527,20,0.2014419033,-0.001089661131
1400,back,235,1,0.1370966279,0.7355131957,0.1273901764,0.8629033721,0.8629033721,0.5984165678,0.6857779406,0.4816504049,0.1476297121,8,8,0,2,6,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
1400,back,117,0,0.1395475513,0.7127303798,0.1477220689,0.8604524487,0.8604524487,0.5731828285,0.6725304124,0.5142279535,0.1716795264,10,10,0,1,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,1,0,-1,-0.1858739461,23,0.2023615575,-0.0001700068946
1400,back,117,1,0.1395475513,0.7127303798,0.1477220689,0.8604524487,0.8604524487,0.5731828285,0.6725304124,0.5142279535,0.1716795264,10,10,0,1,9,0,1.204509176,0.004015030588,0.2866666667,4,0.9,0,0,-1,0,-1,0,0
