config	seed	status	returncode	steps	sigma_initial	sigma_final	max_drop	terminal_drop	max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	auc_sigma	auc_per_step	max_fixed	fixed_frontier_max_drop	fixed_frontier_mean_drop	fixed_frontier_roughness	fixed_frontier_auc	fixed_frontier_auc_per_level	eta_mean	wall_seconds
pol	1	sp-nonconvergence	255	4368	6.342138618	2.161160582	0.04567716099999952	0.0	0.04567716099999952	0.0009571836163003663	0.015226035460622714	0.015226035460622714	18016.469193232	4.124649540575091	258	0.056005653999999794	0.016191093821705426	0.016852618310077516	1060.461997529	4.110317819879845	2.6859693293659874	4.980079965000186
pol	3	sp-nonconvergence	255	2939	2.875502506	2.26286549	0.03232246500000002	0.0	0.03232246500000002	0.00020845083906090517	0.006210152435522286	0.006210152435522286	7545.276700006	2.567293875469888	160	0.025717028000000308	0.0037463243000000006	0.008217786962500005	411.177475719	2.56985922324375	1.5724489795918368	2.8452533919989946
gamma001	1	sp-nonconvergence	255	5100	6.342138618	2.295928578	0.024738836000000042	0.0	0.024738836000000042	0.0007933745176470588	0.013149812880392154	0.013149812880392154	22037.111829513	4.321002319512353	324	0.03241480199999991	0.012520557932098764	0.012654085851851859	1340.483173002	4.137293743833333	2.3718878651244855	5.272160528000313
gamma001	3	sp-nonconvergence	255	4471	2.875502506	2.087745507	0.016414279000000143	0.0	0.016414279000000143	0.00017619257414448668	0.005197402009170211	0.005197402009170211	11132.1076336695	2.4898473794832254	246	0.015747913999999863	0.0032238054227642274	0.00675804356910569	611.126399266	2.4842536555528456	1.4897137745974955	3.9753188590002537
dynI	1	sp-nonconvergence	255	8104	6.342138618	1.444088253	0.025030734000000443	0.0	0.025030734000000443	0.000604399107230997	0.01298241535994571	0.01298241535994571	29846.4041433505	3.6829225250926085	427	0.02498433500000008	0.011504444545667448	0.01178892784309133	1572.6272993515	3.682967914172131	2.707464528069093	8.534386577999612
dynI	3	sp-nonconvergence	255	4648	2.875502506	2.134638376	0.015739646000000107	0.0	0.015739646000000107	0.00015939417598967304	0.005318565804647152	0.005318565804647152	11696.988633761	2.516563819655981	245	0.015174425000000102	0.003045674326530612	0.006636341077551019	616.955671948	2.5181864161142857	1.5646375564637556	4.436911717999465
