config	runs	sat	sp_nonconvergence	mean_max_drop	mean_max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	mean_auc_per_step	mean_fixed_frontier_max_drop	mean_fixed_frontier_roughness	mean_fixed_frontier_auc_per_level	mean_steps	mean_wall_seconds
pol	2	0	2	0.03899981299999977	0.03899981299999977	0.0005828172276806358	0.0107180939480725	0.0107180939480725	3.3459717080224896	0.04086134100000005	0.01253520263628876	3.3400885215617975	3653.5	3.9126666784995905
gamma001	2	0	2	0.020576557500000092	0.020576557500000092	0.00048478354589577273	0.009173607444781183	0.009173607444781183	3.405424849497789	0.024081357999999886	0.009706064710478773	3.3107736996930894	4785.5	4.6237396935002835
dynI	2	0	2	0.020385190000000275	0.020385190000000275	0.000381896641610335	0.00915049058229643	0.00915049058229643	3.0997431723742945	0.02007938000000009	0.009212634460321174	3.1005771651432084	6376.0	6.485649147999538
