START ALGORITHM:
I am going to build an instance with N: 1000 variables and 4200 clauses with a clause density equal to 4.2
START DYNAMIC-I BSP WITH r=0.9:
Decimation scorer: cert
END UNIT PROPAGATION
1000 4200 5.99506216 0.00599506216 4.2
1000 4200 5.9952711 0.0059952711 4.2
1000 4200 5.99502305 0.00599502305 4.2
1000 4200 5.99549811 0.00599549811 4.2
1000 4200 5.99482459 0.00599482459 4.2
1000 4200 5.9950311 0.0059950311 4.2
1000 4200 5.99509397 0.00599509397 4.2
1000 4200 5.99492177 0.00599492177 4.2
1000 4200 5.99510707 0.00599510707 4.2
999 4194 5.99505035 0.00599505035 4.1981982
999 4194 5.99503145 0.00599503145 4.1981982
999 4194 5.9950793 0.0059950793 4.1981982
999 4194 5.9950137 0.0059950137 4.1981982
999 4194 5.99507167 0.00599507167 4.1981982
999 4194 5.99505846 0.00599505846 4.1981982
999 4194 5.99503829 0.00599503829 4.1981982
999 4194 5.99506575 0.00599506575 4.1981982
999 4194 5.99503786 0.00599503786 4.1981982
999 4194 5.99504431 0.00599504431 4.1981982
998 4180 5.99470506 0.00599470506 4.18837675
998 4180 5.99470486 0.00599470486 4.18837675
998 4180 5.99470525 0.00599470525 4.18837675
998 4180 5.99470549 0.00599470549 4.18837675
998 4180 5.99470561 0.00599470561 4.18837675
998 4180 5.99470479 0.00599470479 4.18837675
998 4180 5.99470428 0.00599470428 4.18837675
998 4180 5.99470401 0.00599470401 4.18837675
998 4180 5.99470453 0.00599470453 4.18837675
998 4180 5.99470471 0.00599470471 4.18837675
997 4173 5.99352743 0.00599352743 4.18555667
997 4173 5.99352652 0.00599352652 4.18555667
997 4173 5.9935278 0.0059935278 4.18555667
997 4173 5.9935279 0.0059935279 4.18555667
997 4173 5.99352688 0.00599352688 4.18555667
997 4173 5.99352689 0.00599352689 4.18555667
997 4173 5.99352731 0.00599352731 4.18555667
997 4173 5.99352781 0.00599352781 4.18555667
997 4173 5.99352836 0.00599352836 4.18555667
997 4173 5.99352858 0.00599352858 4.18555667
996 4164 5.99205397 0.00599205397 4.18072289
996 4164 5.99204995 0.00599204995 4.18072289
996 4164 5.99204811 0.00599204811 4.18072289
996 4164 5.99204483 0.00599204483 4.18072289
996 4164 5.99204218 0.00599204218 4.18072289
996 4164 5.9920411 0.0059920411 4.18072289
996 4164 5.99204087 0.00599204087 4.18072289
996 4164 5.99204017 0.00599204017 4.18072289
996 4164 5.99203977 0.00599203977 4.18072289
996 4164 5.99203976 0.00599203976 4.18072289
995 4159 5.99019326 0.00599019326 4.1798995
995 4159 5.99019652 0.00599019652 4.1798995
995 4159 5.99020276 0.00599020276 4.1798995
995 4159 5.9902041 0.0059902041 4.1798995
