config	runs	sat	sp_nonconvergence	mean_max_drop	mean_max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	mean_auc_per_step	mean_fixed_frontier_max_drop	mean_fixed_frontier_roughness	mean_fixed_frontier_auc_per_level	mean_steps	mean_wall_seconds
greedy	5	1	4	0.45725231137873656	0.45725231137873656	0.0009972213982528428	0.013740073818451706	0.013741630540404528	1.567975159993448	0.025727292680000024	0.012912764529635226	1.5426646629558773	1670.8	0.28787444380000127
T0005	5	1	4	0.45019153839867726	0.45019153839867726	0.0009549123798423094	0.015741754573687396	0.015743423578137215	1.5378575049583234	0.44245587598000347	0.017294285459123978	1.5118249462917013	1786.4	0.3035702425999716
T001	5	1	4	0.45863793437363637	0.45863793437363637	0.0009842730140796575	0.016718081720790694	0.016719826957660548	1.5235650141816457	0.029147276899999998	0.01293061293743395	1.500035823476376	1802.0	0.3083336587999838
T005	5	1	4	0.4581458055388608	0.4581458055388608	0.0009624046274362612	0.01730952389991465	0.017311267276872433	1.544275792406605	0.028194232199999926	0.012782215818596652	1.5279271655816562	1743.2	0.3126269957999739
T01	5	1	4	0.4529406977446272	0.4529406977446272	0.0009481324558789365	0.01717022458129504	0.0171720556119862	1.5484030611504036	0.032076326579999995	0.01259920348975927	1.5259528733913785	1852.4	0.3378497105999941
T05	5	1	4	0.43382408798000005	0.43382408798000005	0.0009519609742435111	0.017539646454727956	0.01754146519612621	1.5523160633088549	0.03683071848000001	0.013167068628301604	1.5354640063545344	1703.8	0.30795023499995294
