config	seed	status	returncode	steps	sigma_initial	sigma_final	max_drop	terminal_drop	max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	auc_sigma	auc_per_step	max_fixed	fixed_frontier_max_drop	fixed_frontier_mean_drop	fixed_frontier_roughness	fixed_frontier_auc	fixed_frontier_auc_per_level	eta_mean	wall_seconds
certainty	1	sat	0	8374	24.82573765	0.0	6.604260761893193	1.068070077e-10	6.604260761893193	0.0029646211667064726	0.03761103353546709	0.03761552547783287	116767.76006753488	13.944084077804499	526	0.0783932500000013	0.03442923660266159	0.03453191416159699	7003.99563329149	13.315581051884962	2.282268656716418	18.503993770020315
certainty	2	sp-nonconvergence	255	10037	21.25577316	0.157608537	0.06899470999999835	0.0	0.06899470999999835	0.0021020389183022815	0.03551966065553472	0.03551966065553472	93453.22126906237	9.310871900873007	663	0.06581811999999942	0.03182325940120664	0.032792353959276065	5552.783387774005	8.375238895586735	2.91940625622634	21.389913396997144
certainty	3	sat	0	9873	24.91171414	0.0	4.033608884982931	-4.0745185e-14	4.033608884982931	0.0025232162605084577	0.03668388853924863	0.03668760449230163	125875.45204536617	12.749463389584339	638	0.07166366000000224	0.03253830913009404	0.03372633358777426	7622.016457206501	11.94673425894436	2.464452096414827	20.37569330999395
certainty	4	sp-nonconvergence	255	4984	20.20982959	5.624499333	0.07984573999999967	0.0	0.07984573999999967	0.002926430629414125	0.052739192295946875	0.052739192295946875	61171.93589180452	12.273662899639751	286	0.07849404999999976	0.05110878696853147	0.051661454395104896	3402.0912865265022	11.895424078763995	2.40481444332999	14.563633929006755
certainty	5	sp-nonconvergence	255	11911	21.46210117	0.3186812676	0.06500956000000002	0.0	0.06500956000000002	0.0017751171104357318	0.030471444732583165	0.030471444732583165	108394.71374275345	9.100387351419146	822	0.06347515999999942	0.025721367229805354	0.026810152607664256	6484.1145109473955	7.888217166602671	2.873153122901276	21.300925618008478
certainty	6	sp-nonconvergence	255	8971	19.46939024	-0.1056704014	0.060627849999999484	0.0	0.060627849999999484	0.0021820377484561364	0.03439215291791659	0.03439215291791659	78524.19952732352	8.753115542004629	661	0.058439630000002296	0.02961620706717096	0.030987027359031805	4772.734440178918	7.220475703750254	2.7788675880517166	18.571641892020125
certainty	7	sat	0	9774	20.69600989	0.0	1.2925168249997392	-1.743050149e-14	1.2925168249997392	0.002117455482913853	0.0333715585596479	0.0333749732284865	92158.6417008871	9.428958635245253	777	0.08267568999999853	0.024872075274131277	0.025934670218790208	5676.861226554492	7.306127704703336	2.3974424552429667	20.259492195997154
certainty	8	sp-nonconvergence	255	3122	25.56790275	15.46272495	0.08084877999999662	0.0	0.08084877999999662	0.0032367641896220364	0.06104886599615626	0.06104886599615626	63950.847473990085	20.483935770016043	169	0.07947247000000246	0.06010153124260355	0.06010153124260355	3446.10507342	20.391154280591714	2.1300032020493114	9.501877558010165
certainty	9	sat	0	10061	18.65605789	0.0	3.4692440829905653	9.434675263e-12	3.4692440829905653	0.001854294591988868	0.031035940796739804	0.03103902588031707	85761.6509047832	8.524167667705317	629	0.08556666999999862	0.02406283818600954	0.029124264621621657	5048.246173087506	8.025828574065986	2.1854502087060226	19.92922024798463
certainty	10	sat	0	8393	24.45178155	0.0	2.958176641680121	0.0	2.958176641680121	0.0029133541701417847	0.040533274800428815	0.040538104790276336	108117.94548528918	12.881918918776263	674	3.034837189	0.036278607640949555	0.03686694561424334	6945.010589721994	10.304170014424322	2.37240886347391	19.646200306975516
