START ALGORITHM:
I am going to build an instance with N: 1000 variables and 4200 clauses with a clause density equal to 4.2
START DYNAMIC-I BSP WITH r=0.9:
Decimation scorer: cert
END UNIT PROPAGATION
1000 4200 9.9544679 0.0099544679 4.2
1000 4200 9.95413776 0.00995413776 4.2
1000 4200 9.95431428 0.00995431428 4.2
1000 4200 9.95417671 0.00995417671 4.2
1000 4200 9.95421452 0.00995421452 4.2
1000 4200 9.95436654 0.00995436654 4.2
1000 4200 9.95431199 0.00995431199 4.2
1000 4200 9.954275 0.009954275 4.2
1000 4200 9.95430005 0.00995430005 4.2
999 4191 9.95427629 0.00995427629 4.1951952
999 4191 9.95429791 0.00995429791 4.1951952
999 4191 9.95429694 0.00995429694 4.1951952
999 4191 9.95429557 0.00995429557 4.1951952
999 4191 9.95429728 0.00995429728 4.1951952
999 4191 9.95429548 0.00995429548 4.1951952
999 4191 9.95429583 0.00995429583 4.1951952
999 4191 9.95429609 0.00995429609 4.1951952
999 4191 9.95429591 0.00995429591 4.1951952
999 4191 9.95429595 0.00995429595 4.1951952
998 4182 9.95423767 0.00995423767 4.19038076
998 4182 9.95423751 0.00995423751 4.19038076
998 4182 9.95423776 0.00995423776 4.19038076
998 4182 9.95423762 0.00995423762 4.19038076
998 4182 9.9542376 0.0099542376 4.19038076
998 4182 9.95423767 0.00995423767 4.19038076
998 4182 9.95423761 0.00995423761 4.19038076
998 4182 9.95423761 0.00995423761 4.19038076
998 4182 9.95423763 0.00995423763 4.19038076
998 4182 9.95423762 0.00995423762 4.19038076
997 4177 9.95340424 0.00995340424 4.18956871
997 4177 9.95340397 0.00995340397 4.18956871
997 4177 9.95340409 0.00995340409 4.18956871
997 4177 9.95340353 0.00995340353 4.18956871
997 4177 9.95340349 0.00995340349 4.18956871
997 4177 9.95340357 0.00995340357 4.18956871
997 4177 9.95340354 0.00995340354 4.18956871
997 4177 9.95340349 0.00995340349 4.18956871
997 4177 9.9534035 0.0099534035 4.18956871
997 4177 9.95340351 0.00995340351 4.18956871
996 4170 9.9525415 0.0099525415 4.18674699
996 4170 9.95254161 0.00995254161 4.18674699
996 4170 9.95254151 0.00995254151 4.18674699
996 4170 9.95254138 0.00995254138 4.18674699
996 4170 9.95254154 0.00995254154 4.18674699
996 4170 9.95254136 0.00995254136 4.18674699
996 4170 9.95254131 0.00995254131 4.18674699
996 4170 9.95254123 0.00995254123 4.18674699
996 4170 9.95254124 0.00995254124 4.18674699
996 4170 9.95254126 0.00995254126 4.18674699
995 4166 9.95149521 0.00995149521 4.18693467
995 4166 9.95149672 0.00995149672 4.18693467
995 4166 9.95149668 0.00995149668 4.18693467
995 4166 9.95149663 0.00995149663 4.18693467
