log	steps	steps_with_conv	mean_conv_rate	agree3	agree_sigma_eta	agree_sigma_hybrid	agree_eta_hybrid	mean_eta_spread	mean_sigma_spread	frac_mineta_ge_5	frac_mineta_ge_8	frac_mineta_ge_15	frac_mineta_ge_30
H3-eta-t0_seed1	3027	3027	0.8141724479682855	0.5394780310538487	0.5394780310538487	0.9517674264948794	0.569210439378923	96.82127518995705	2.427573379391632	0.8529897588371325	0.1925999339279815	0.0006607201850016518	0.0
H3-eta-t0_seed3	2397	2397	0.7113579474342928	0.37463496036712557	0.37463496036712557	0.9078014184397163	0.4501460158531498	86.83854818523155	1.5253346788632478	0.3429286608260325	0.010012515644555695	0.001668752607425949	0.0
H3-sigma-t0_seed1	2993	2992	0.8116438356164384	0.6106283422459893	0.6106283422459893	0.9682486631016043	0.6276737967914439	92.1403743315508	2.413414650248306	0.8870320855614974	0.17780748663101603	0.00033422459893048126	0.0
H3-sigma-t0_seed3	2313	2313	0.6972546476437527	0.5862516212710766	0.5862516212710766	0.969303934284479	0.603112840466926	94.88283614353654	1.6736781652148507	0.33506268914829224	0.0025940337224383916	0.0	0.0
