# scorer=cert K=3 N=1000 M=4200 seed=16 r=0.9 theta=0 veto=0 dynamic_I_backtrack=0 lookahead_k=4 energy=eta rollout_h=0 rollout_eta=15 eps=0.01 damp=0
step,action,vertex,dir
168,dec,596,1
169,dec,973,0
170,back,973,-1
171,dec,973,0
172,back,973,-1
173,dec,973,0
174,back,973,-1
175,dec,973,0
176,back,973,-1
177,dec,973,0
178,back,973,-1
179,dec,973,0
180,back,973,-1
181,dec,973,0
182,back,973,-1
183,dec,973,0
184,back,973,-1
185,dec,973,0
186,back,973,-1
187,dec,973,0
188,dec,606,1
189,back,973,-1
190,dec,973,0
191,back,973,-1
192,dec,973,0
193,back,973,-1
194,dec,973,0
195,back,973,-1
196,dec,973,0
197,back,973,-1
198,dec,973,0
199,back,973,-1
200,dec,973,0
201,back,973,-1
202,dec,973,0
203,back,973,-1
204,dec,973,0
205,back,973,-1
206,dec,973,0
207,dec,322,1
208,back,322,-1
209,dec,322,1
210,back,322,-1
211,dec,322,1
212,back,322,-1
213,dec,322,1
214,back,322,-1
215,dec,322,1
216,back,322,-1
217,dec,322,1
218,back,322,-1
219,dec,322,1
220,back,322,-1
221,dec,322,1
222,back,322,-1
223,dec,322,1
224,back,322,-1
225,dec,322,1
226,dec,967,1
227,back,967,-1
228,dec,967,1
229,back,967,-1
230,dec,967,1
231,back,967,-1
232,dec,967,1
233,back,967,-1
234,dec,967,1
235,back,967,-1
236,dec,967,1
237,back,967,-1
238,dec,967,1
239,back,967,-1
240,dec,967,1
241,back,967,-1
242,dec,967,1
243,back,967,-1
244,dec,967,1
245,dec,644,0
246,back,967,-1
247,dec,967,1
248,back,322,-1
249,dec,322,1
250,back,322,-1
251,dec,322,1
252,back,322,-1
253,dec,322,1
254,back,322,-1
255,dec,322,1
256,back,322,-1
257,dec,322,1
258,back,322,-1
259,dec,322,1
260,back,322,-1
261,dec,322,1
262,back,322,-1
263,dec,322,1
264,dec,196,1
265,back,196,-1
266,dec,196,1
267,back,196,-1
268,dec,196,1
269,back,196,-1
270,dec,196,1
271,back,196,-1
272,dec,196,1
273,back,196,-1
274,dec,196,1
275,back,196,-1
276,dec,196,1
277,back,196,-1
278,dec,196,1
279,back,196,-1
280,dec,196,1
281,back,196,-1
282,dec,196,1
283,dec,154,1
284,back,154,-1
285,dec,154,1
286,back,154,-1
287,dec,154,1
288,back,154,-1
289,dec,552,0
290,back,552,-1
291,dec,154,1
292,back,154,-1
293,dec,154,1
294,back,154,-1
295,dec,154,1
296,back,154,-1
297,dec,154,1
298,back,154,-1
299,dec,154,1
300,back,154,-1
301,dec,154,1
302,dec,104,1
303,back,154,-1
304,dec,154,1
305,back,196,-1
306,dec,196,1
307,back,196,-1
308,dec,196,1
309,back,196,-1
310,dec,196,1
311,back,196,-1
312,dec,196,1
313,back,196,-1
314,dec,196,1
315,back,196,-1
316,dec,196,1
317,back,196,-1
318,dec,196,1
319,back,196,-1
320,dec,196,1
321,dec,721,0
322,back,721,-1
323,dec,721,0
324,back,721,-1
325,dec,721,0
326,back,721,-1
327,dec,721,0
328,back,721,-1
329,dec,721,0
330,back,721,-1
331,dec,721,0
332,back,721,-1
333,dec,721,0
334,back,721,-1
335,dec,721,0
336,back,721,-1
337,dec,721,0
338,back,721,-1
339,dec,721,0
340,dec,507,0
341,back,507,-1
342,dec,552,0
343,back,552,-1
344,dec,507,0
345,back,507,-1
346,dec,507,0
347,back,507,-1
348,dec,552,0
349,back,552,-1
350,dec,507,0
351,back,507,-1
352,dec,507,0
353,back,507,-1
354,dec,552,0
355,back,552,-1
356,dec,507,0
357,back,507,-1
358,dec,507,0
359,dec,552,0
360,back,507,-1
361,dec,507,0
362,back,507,-1
363,dec,507,0
364,back,507,-1
365,dec,507,0
366,back,507,-1
367,dec,507,0
368,back,507,-1
369,dec,507,0
370,back,507,-1
371,dec,507,0
372,back,507,-1
373,dec,507,0
374,back,507,-1
375,dec,507,0
376,back,507,-1
377,dec,507,0
378,dec,718,1
379,back,507,-1
380,dec,507,0
381,back,507,-1
382,dec,507,0
383,back,507,-1
384,dec,507,0
385,back,507,-1
386,dec,507,0
387,back,507,-1
388,dec,507,0
389,back,507,-1
390,dec,507,0
391,back,507,-1
392,dec,507,0
393,back,507,-1
394,dec,507,0
395,back,507,-1
396,dec,507,0
397,dec,751,0
398,back,507,-1
399,dec,507,0
400,back,507,-1
401,dec,507,0
402,back,507,-1
403,dec,507,0
404,back,507,-1
405,dec,507,0
406,back,507,-1
407,dec,507,0
408,back,507,-1
409,dec,507,0
410,back,507,-1
411,dec,507,0
412,back,507,-1
413,dec,507,0
414,back,507,-1
415,dec,507,0
416,dec,380,1
417,back,380,-1
418,dec,380,1
419,back,380,-1
420,dec,380,1
421,back,380,-1
422,dec,380,1
423,back,380,-1
424,dec,380,1
425,back,380,-1
426,dec,380,1
427,back,380,-1
428,dec,380,1
429,back,380,-1
430,dec,380,1
431,back,380,-1
432,dec,380,1
433,back,380,-1
434,dec,380,1
435,dec,640,0
436,back,640,-1
437,dec,640,0
438,back,640,-1
439,dec,640,0
440,back,640,-1
441,dec,640,0
442,back,640,-1
443,dec,640,0
444,back,640,-1
445,dec,640,0
446,back,640,-1
447,dec,640,0
448,back,640,-1
449,dec,640,0
450,back,640,-1
451,dec,640,0
452,back,640,-1
453,dec,640,0
454,dec,318,0
455,back,640,-1
456,dec,640,0
457,back,380,-1
458,dec,380,1
459,back,507,-1
460,dec,507,0
461,back,507,-1
462,dec,507,0
463,back,507,-1
464,dec,507,0
465,back,507,-1
466,dec,507,0
467,back,507,-1
468,dec,507,0
469,back,507,-1
470,dec,507,0
471,back,507,-1
472,dec,507,0
473,dec,433,0
474,back,433,-1
475,dec,433,0
476,back,507,-1
477,dec,507,0
478,back,433,-1
479,dec,433,0
480,back,433,-1
481,dec,433,0
482,back,433,-1
483,dec,433,0
484,back,433,-1
485,dec,433,0
486,back,433,-1
487,dec,433,0
488,back,433,-1
489,dec,433,0
490,back,433,-1
491,dec,433,0
492,dec,649,1
493,back,649,-1
494,dec,649,1
495,back,649,-1
496,dec,774,0
497,back,774,-1
498,dec,774,0
499,back,774,-1
500,dec,774,0
501,back,774,-1
502,dec,774,0
503,back,774,-1
504,dec,774,0
505,back,774,-1
506,dec,774,0
507,back,774,-1
508,dec,774,0
509,back,774,-1
510,dec,774,0
511,dec,818,0
512,back,818,-1
513,dec,818,0
514,back,818,-1
515,dec,818,0
516,back,818,-1
517,dec,818,0
518,back,818,-1
519,dec,818,0
520,back,818,-1
521,dec,818,0
522,back,818,-1
523,dec,818,0
524,back,818,-1
525,dec,818,0
526,back,818,-1
527,dec,818,0
528,back,818,-1
529,dec,818,0
530,dec,643,0
531,back,818,-1
532,dec,818,0
533,back,818,-1
534,dec,818,0
535,back,818,-1
536,dec,818,0
537,back,818,-1
538,dec,818,0
539,back,818,-1
540,dec,818,0
541,back,818,-1
542,dec,818,0
543,back,818,-1
544,dec,818,0
545,back,818,-1
546,dec,818,0
547,back,818,-1
548,dec,818,0
549,dec,348,1
550,back,348,-1
551,dec,348,1
552,back,348,-1
553,dec,348,1
554,back,348,-1
555,dec,348,1
556,back,348,-1
557,dec,348,1
558,back,348,-1
559,dec,348,1
560,back,348,-1
561,dec,348,1
562,back,348,-1
563,dec,348,1
564,back,348,-1
565,dec,348,1
566,back,348,-1
567,dec,348,1
568,dec,649,1
569,back,348,-1
570,dec,348,1
571,back,348,-1
572,dec,348,1
573,back,348,-1
574,dec,348,1
575,back,348,-1
576,dec,348,1
577,back,348,-1
578,dec,348,1
579,back,348,-1
580,dec,348,1
581,back,348,-1
582,dec,348,1
583,back,348,-1
584,dec,348,1
585,back,348,-1
586,dec,348,1
587,dec,692,1
588,back,348,-1
589,dec,348,1
590,back,348,-1
591,dec,348,1
592,back,348,-1
593,dec,348,1
594,back,348,-1
595,dec,348,1
596,back,348,-1
597,dec,348,1
598,back,348,-1
599,dec,348,1
600,back,348,-1
601,dec,348,1
602,back,348,-1
603,dec,348,1
604,back,348,-1
605,dec,348,1
606,dec,573,0
607,back,573,-1
608,dec,573,0
609,back,573,-1
610,dec,573,0
611,back,573,-1
612,dec,573,0
613,back,573,-1
614,dec,573,0
615,back,573,-1
616,dec,573,0
617,back,573,-1
618,dec,573,0
619,back,573,-1
620,dec,573,0
621,back,573,-1
622,dec,573,0
623,back,573,-1
624,dec,573,0
625,dec,861,0
626,back,573,-1
627,dec,573,0
628,back,861,-1
629,dec,861,0
630,back,861,-1
631,dec,861,0
632,back,573,-1
633,dec,573,0
634,back,861,-1
635,dec,861,0
636,back,861,-1
637,dec,861,0
638,back,861,-1
639,dec,861,0
640,back,861,-1
641,dec,861,0
642,back,861,-1
643,dec,861,0
644,dec,122,0
645,back,122,-1
646,dec,395,1
647,back,861,-1
648,dec,861,0
649,back,861,-1
650,dec,861,0
651,back,861,-1
652,dec,861,0
653,back,861,-1
654,dec,861,0
655,back,861,-1
656,dec,861,0
657,back,861,-1
658,dec,861,0
659,back,861,-1
660,dec,861,0
661,back,861,-1
662,dec,861,0
663,dec,122,0
664,back,122,-1
665,dec,122,0
666,back,122,-1
667,dec,122,0
668,back,122,-1
669,dec,122,0
670,back,122,-1
671,dec,122,0
672,back,122,-1
673,dec,122,0
674,back,122,-1
675,dec,122,0
676,back,122,-1
677,dec,122,0
678,back,122,-1
679,dec,122,0
680,back,122,-1
681,dec,122,0
682,dec,85,1
683,back,85,-1
684,dec,85,1
685,back,85,-1
686,dec,85,1
687,back,85,-1
688,dec,85,1
689,back,85,-1
690,dec,85,1
691,back,85,-1
692,dec,85,1
693,back,85,-1
694,dec,85,1
695,back,85,-1
696,dec,85,1
697,back,85,-1
698,dec,85,1
699,back,85,-1
700,dec,85,1
701,dec,850,1
702,back,85,-1
703,dec,85,1
704,back,122,-1
705,dec,122,0
706,back,122,-1
707,dec,122,0
708,back,122,-1
709,dec,122,0
710,back,122,-1
711,dec,122,0
712,back,122,-1
713,dec,122,0
714,back,122,-1
715,dec,122,0
716,back,122,-1
717,dec,122,0
718,back,122,-1
719,dec,122,0
720,dec,864,0
721,back,864,-1
722,dec,864,0
723,back,864,-1
724,dec,864,0
725,back,864,-1
726,dec,864,0
727,back,864,-1
728,dec,864,0
729,back,864,-1
730,dec,864,0
731,back,864,-1
732,dec,864,0
733,back,864,-1
734,dec,864,0
735,back,864,-1
736,dec,864,0
737,back,864,-1
738,dec,864,0
739,dec,814,1
740,back,814,-1
741,dec,814,1
742,back,814,-1
743,dec,800,1
744,back,800,-1
745,dec,800,1
746,back,800,-1
747,dec,814,1
748,back,814,-1
749,dec,814,1
750,back,814,-1
751,dec,800,1
752,back,800,-1
753,dec,700,1
754,back,864,-1
755,dec,864,0
756,back,864,-1
757,dec,864,0
758,dec,814,1
759,back,814,-1
760,dec,814,1
761,back,814,-1
762,dec,814,1
763,back,814,-1
764,dec,814,1
765,back,814,-1
766,dec,814,1
767,back,814,-1
768,dec,814,1
769,back,814,-1
770,dec,814,1
771,back,814,-1
772,dec,814,1
773,back,814,-1
774,dec,814,1
775,back,814,-1
776,dec,814,1
777,dec,800,1
778,back,814,-1
779,dec,814,1
780,back,800,-1
781,dec,800,1
782,back,800,-1
783,dec,800,1
784,back,800,-1
785,dec,800,1
786,back,800,-1
787,dec,800,1
788,back,800,-1
789,dec,800,1
790,back,800,-1
791,dec,800,1
792,back,800,-1
793,dec,800,1
794,back,800,-1
795,dec,800,1
796,dec,329,1
797,back,329,-1
798,dec,329,1
799,back,329,-1
800,dec,329,1
801,back,329,-1
802,dec,901,0
803,back,901,-1
804,dec,329,1
805,back,329,-1
806,dec,329,1
807,back,800,-1
808,dec,800,1
809,back,329,-1
810,dec,329,1
811,back,329,-1
812,dec,329,1
813,back,329,-1
814,dec,329,1
815,dec,901,0
816,back,901,-1
817,dec,901,0
818,back,901,-1
819,dec,901,0
820,back,901,-1
821,dec,901,0
822,back,901,-1
823,dec,901,0
824,back,901,-1
825,dec,901,0
826,back,901,-1
827,dec,901,0
828,back,901,-1
829,dec,901,0
830,back,901,-1
831,dec,901,0
832,back,901,-1
833,dec,901,0
834,dec,5,1
835,back,5,-1
836,dec,5,1
837,back,5,-1
838,dec,5,1
839,back,5,-1
840,dec,5,1
841,back,5,-1
842,dec,5,1
843,back,5,-1
844,dec,5,1
845,back,5,-1
846,dec,5,1
847,back,5,-1
848,dec,5,1
849,back,5,-1
850,dec,5,1
851,back,5,-1
852,dec,5,1
853,dec,226,0
854,back,226,-1
855,dec,297,0
856,back,297,-1
857,dec,297,0
858,back,297,-1
859,dec,297,0
860,back,297,-1
861,dec,226,0
862,back,226,-1
863,dec,297,0
864,back,297,-1
865,dec,297,0
866,back,297,-1
867,dec,297,0
868,back,297,-1
869,dec,226,0
870,back,226,-1
871,dec,297,0
872,dec,696,1
873,back,696,-1
874,dec,226,0
875,back,297,-1
876,dec,200,0
877,back,226,-1
877,up,226,0
878,dec,696,1
879,back,696,-1
880,dec,696,1
881,back,696,-1
882,dec,696,1
883,back,696,-1
884,dec,696,1
885,back,696,-1
886,dec,696,1
887,back,696,-1
888,dec,696,1
889,back,696,-1
890,dec,696,1
891,dec,297,0
892,back,696,-1
893,dec,696,1
894,back,696,-1
895,dec,696,1
896,back,696,-1
897,dec,696,1
898,back,696,-1
899,dec,696,1
900,back,696,-1
901,dec,696,1
902,back,696,-1
903,dec,696,1
904,back,696,-1
905,dec,696,1
906,back,696,-1
907,dec,696,1
908,back,696,-1
909,dec,696,1
910,dec,314,0
911,back,314,-1
912,dec,314,0
913,back,314,-1
914,dec,314,0
915,back,314,-1
916,dec,314,0
917,back,314,-1
918,dec,314,0
919,back,314,-1
920,dec,314,0
921,back,314,-1
922,dec,314,0
923,back,314,-1
924,dec,314,0
925,back,314,-1
926,dec,314,0
927,back,314,-1
928,dec,314,0
929,dec,860,1
930,back,314,-1
931,dec,314,0
932,back,696,-1
933,dec,696,1
934,back,696,-1
935,dec,696,1
936,back,696,-1
937,dec,696,1
938,back,696,-1
939,dec,696,1
940,back,696,-1
941,dec,696,1
942,back,696,-1
943,dec,696,1
944,back,696,-1
945,dec,696,1
946,back,696,-1
947,dec,696,1
948,dec,496,1
949,back,496,-1
950,dec,496,1
951,back,496,-1
952,dec,496,1
953,back,496,-1
954,dec,496,1
955,back,496,-1
956,dec,496,1
957,back,496,-1
958,dec,496,1
959,back,496,-1
960,dec,496,1
961,back,496,-1
962,dec,496,1
963,back,496,-1
964,dec,496,1
965,back,496,-1
966,dec,496,1
967,dec,809,0
968,back,496,-1
969,dec,496,1
970,back,696,-1
971,dec,696,1
972,back,696,-1
973,dec,696,1
974,back,696,-1
975,dec,696,1
976,back,696,-1
977,dec,696,1
978,back,696,-1
979,dec,696,1
980,back,696,-1
981,dec,696,1
982,back,696,-1
983,dec,696,1
984,back,696,-1
985,dec,696,1
986,dec,146,0
987,back,146,-1
988,dec,812,0
989,back,812,-1
990,dec,812,0
991,back,812,-1
992,dec,146,0
993,back,146,-1
994,dec,812,0
995,back,812,-1
996,dec,146,0
997,back,146,-1
998,dec,812,0
999,back,812,-1
1000,dec,146,0
1001,back,146,-1
1002,dec,812,0
1003,back,812,-1
1004,dec,146,0
1005,dec,812,0
1006,back,812,-1
1007,dec,812,0
1008,back,812,-1
1009,dec,812,0
1010,back,812,-1
1011,dec,812,0
1012,back,812,-1
1013,dec,812,0
1014,back,812,-1
1015,dec,812,0
1016,back,812,-1
1017,dec,812,0
1018,back,812,-1
1019,dec,812,0
1020,back,812,-1
1021,dec,812,0
1022,back,812,-1
1023,dec,812,0
1024,dec,401,1
1025,back,401,-1
1026,dec,401,1
1027,back,401,-1
1028,dec,401,1
1029,back,401,-1
1030,dec,401,1
1031,back,401,-1
1032,dec,401,1
1033,back,401,-1
1034,dec,401,1
1035,back,401,-1
1036,dec,401,1
1037,back,401,-1
1038,dec,401,1
1039,back,401,-1
1040,dec,401,1
1041,back,401,-1
1042,dec,401,1
1043,dec,670,1
1044,back,401,-1
1045,dec,401,1
1046,back,401,-1
1047,dec,401,1
1048,back,401,-1
1049,dec,401,1
1050,back,401,-1
1051,dec,401,1
1052,back,401,-1
1053,dec,401,1
1054,back,401,-1
1055,dec,401,1
1056,back,401,-1
1057,dec,401,1
1058,back,401,-1
1059,dec,401,1
1060,back,401,-1
1061,dec,401,1
1062,dec,428,0
1063,back,401,-1
1064,dec,401,1
1065,back,812,-1
1066,dec,812,0
1067,back,812,-1
1068,dec,812,0
1069,back,812,-1
1070,dec,812,0
1071,back,812,-1
1072,dec,812,0
1073,back,812,-1
1074,dec,812,0
1075,back,812,-1
1076,dec,812,0
1077,back,812,-1
1078,dec,812,0
1079,back,812,-1
1080,dec,812,0
1081,dec,472,0
1082,back,472,-1
1083,dec,472,0
1084,back,472,-1
1085,dec,189,1
1086,back,189,-1
1087,dec,734,0
1088,back,812,-1
1089,dec,812,0
1090,back,146,-1
1091,dec,146,0
1092,back,812,-1
1093,dec,812,0
1094,back,812,-1
1095,dec,812,0
1096,back,812,-1
1097,dec,812,0
1098,back,812,-1
1099,dec,812,0
1100,dec,472,0
1101,back,472,-1
1102,dec,472,0
1103,back,472,-1
1104,dec,738,1
1105,back,738,-1
1106,dec,189,1
1107,back,189,-1
1108,dec,189,1
1109,back,189,-1
1110,dec,189,1
1111,back,189,-1
1112,dec,189,1
1113,back,189,-1
1114,dec,189,1
1115,back,189,-1
1116,dec,189,1
1117,back,189,-1
1118,dec,189,1
1119,dec,738,1
1120,back,189,-1
1121,dec,823,0
1122,back,738,-1
1123,dec,738,1
1124,back,812,-1
1125,dec,812,0
1126,back,812,-1
1127,dec,812,0
1128,back,812,-1
1129,dec,812,0
1130,back,812,-1
1131,dec,812,0
1132,back,812,-1
1133,dec,812,0
1134,back,812,-1
1135,dec,812,0
1136,back,812,-1
1137,dec,812,0
1138,dec,93,0
1139,back,93,-1
1140,dec,381,0
1141,back,381,-1
1142,dec,93,0
1143,back,93,-1
1144,dec,381,0
1145,back,381,-1
1146,dec,93,0
1147,back,93,-1
1148,dec,381,0
1149,back,381,-1
1150,dec,93,0
1151,back,93,-1
1152,dec,381,0
1153,back,381,-1
1154,dec,93,0
1155,back,93,-1
1156,dec,381,0
1157,dec,93,0
1158,back,381,-1
1159,dec,381,0
1160,back,93,-1
1161,dec,93,0
1162,back,93,-1
1163,dec,93,0
1164,back,93,-1
1165,dec,93,0
1166,back,93,-1
1167,dec,93,0
1168,back,93,-1
1169,dec,93,0
1170,back,93,-1
1171,dec,93,0
1172,back,93,-1
1173,dec,93,0
1174,back,93,-1
1175,dec,93,0
1176,dec,345,0
1177,back,345,-1
1178,dec,99,0
1179,back,99,-1
1180,dec,179,1
1181,back,93,-1
1182,dec,93,0
1183,back,381,-1
1184,dec,345,0
1185,back,179,-1
1186,dec,381,0
1187,back,381,-1
1188,dec,381,0
1189,back,381,-1
1190,dec,381,0
1191,back,381,-1
1192,dec,381,0
1193,back,381,-1
1194,dec,381,0
1195,dec,179,1
1196,back,381,-1
1197,dec,381,0
1198,back,345,-1
1199,dec,345,0
1200,back,345,-1
1201,dec,345,0
1202,back,345,-1
1203,dec,345,0
1204,back,345,-1
1205,dec,345,0
1206,back,345,-1
1207,dec,345,0
1208,back,345,-1
1209,dec,345,0
1210,back,345,-1
1211,dec,345,0
1212,back,345,-1
1213,dec,345,0
1214,dec,844,0
1215,back,844,-1
1216,dec,844,0
1217,back,844,-1
1218,dec,844,0
1219,back,844,-1
1220,dec,844,0
1221,back,844,-1
1222,dec,844,0
1223,back,844,-1
1224,dec,844,0
1225,back,844,-1
1226,dec,844,0
1227,back,844,-1
1228,dec,844,0
1229,back,844,-1
1230,dec,844,0
1231,back,844,-1
1232,dec,844,0
1233,dec,472,0
1234,back,472,-1
1235,dec,371,1
1236,back,371,-1
1237,dec,472,0
1238,back,472,-1
1239,dec,189,1
1240,back,189,-1
1241,dec,601,0
1242,back,601,-1
1243,dec,472,0
1244,back,472,-1
1245,dec,371,1
1246,back,371,-1
1247,dec,371,1
1248,back,371,-1
1249,dec,472,0
1250,back,472,-1
1251,dec,472,0
1252,dec,371,1
1253,back,371,-1
1254,dec,371,1
1255,back,371,-1
1256,dec,371,1
1257,back,371,-1
1258,dec,371,1
1259,back,371,-1
1260,dec,371,1
1261,back,371,-1
1262,dec,371,1
1263,back,371,-1
1264,dec,371,1
1265,back,371,-1
1266,dec,371,1
1267,back,371,-1
1268,dec,371,1
1269,back,371,-1
1270,dec,371,1
1271,dec,99,0
1272,back,371,-1
1273,dec,461,0
1274,back,99,-1
1275,dec,99,0
1276,back,472,-1
1277,dec,371,1
1278,back,371,-1
1279,dec,626,1
1280,back,844,-1
1281,dec,975,1
1282,back,975,-1
1283,dec,472,0
1284,back,472,-1
1285,dec,975,1
1286,back,975,-1
1287,dec,472,0
1288,back,472,-1
1289,dec,472,0
1290,dec,371,1
1291,back,472,-1
1292,dec,975,1
1293,back,975,-1
1294,dec,472,0
1295,back,371,-1
1296,dec,371,1
1297,back,371,-1
1298,dec,371,1
1299,back,371,-1
1300,dec,371,1
1301,back,371,-1
1302,dec,371,1
1303,back,371,-1
1304,dec,371,1
1305,back,371,-1
1306,dec,371,1
1307,back,371,-1
1308,dec,371,1
1309,dec,975,1
1310,back,975,-1
1311,dec,975,1
1312,back,371,-1
1313,dec,371,1
1314,back,975,-1
1315,dec,975,1
1316,back,975,-1
1317,dec,975,1
1318,back,975,-1
1319,dec,975,1
1320,back,975,-1
1321,dec,975,1
1322,back,975,-1
1323,dec,975,1
1324,back,975,-1
1325,dec,975,1
1326,back,975,-1
1327,dec,975,1
1328,dec,630,0
1329,back,630,-1
1330,dec,630,0
1331,back,975,-1
1332,dec,189,1
1333,back,630,-1
1334,dec,630,0
1335,back,630,-1
1336,dec,630,0
1337,back,371,-1
1338,dec,371,1
1339,back,371,-1
1340,dec,371,1
1341,back,371,-1
1342,dec,371,1
1343,back,371,-1
1344,dec,371,1
1345,back,371,-1
1346,dec,371,1
1347,dec,975,1
1348,back,975,-1
1349,dec,975,1
1350,back,371,-1
1351,dec,371,1
1352,back,975,-1
1353,dec,975,1
1354,back,975,-1
1355,dec,975,1
1356,back,975,-1
1357,dec,975,1
1358,back,975,-1
1359,dec,975,1
1360,back,975,-1
1361,dec,975,1
1362,back,975,-1
1363,dec,975,1
1364,back,975,-1
1365,dec,975,1
1366,dec,653,1
1367,back,653,-1
1368,dec,653,1
1369,back,653,-1
1370,dec,653,1
1371,back,653,-1
1372,dec,653,1
1373,back,653,-1
1374,dec,653,1
1375,back,653,-1
1376,dec,653,1
1377,back,653,-1
1378,dec,653,1
1379,back,653,-1
1380,dec,653,1
1381,back,653,-1
1382,dec,653,1
1383,back,653,-1
1384,dec,653,1
1385,dec,844,0
1386,back,653,-1
1387,dec,653,1
1388,back,975,-1
1389,dec,780,1
1390,back,780,-1
1391,dec,975,1
1392,back,653,-1
1393,dec,653,1
1394,back,653,-1
1395,dec,653,1
1396,back,653,-1
1397,dec,653,1
1398,back,653,-1
1399,dec,653,1
1400,back,653,-1
1401,dec,653,1
1402,back,653,-1
1403,dec,653,1
1404,dec,780,1
1405,back,780,-1
1406,dec,780,1
1407,back,780,-1
1408,dec,780,1
1409,back,780,-1
1410,dec,780,1
1411,back,780,-1
1412,dec,780,1
1413,back,780,-1
1414,dec,780,1
1415,back,780,-1
1416,dec,780,1
1417,back,780,-1
1418,dec,780,1
1419,back,780,-1
1420,dec,780,1
1421,back,780,-1
1422,dec,780,1
1423,dec,662,0
1424,back,662,-1
1425,dec,601,0
1426,back,780,-1
1427,dec,662,0
1428,back,662,-1
1429,dec,662,0
1430,back,662,-1
1431,dec,662,0
1432,back,662,-1
1433,dec,662,0
1434,back,662,-1
1435,dec,662,0
1436,back,662,-1
1437,dec,662,0
1438,back,662,-1
1439,dec,662,0
1440,back,662,-1
1441,dec,662,0
1442,dec,780,1
1443,back,780,-1
1444,dec,780,1
1445,back,780,-1
1446,dec,780,1
1447,back,780,-1
1448,dec,780,1
1449,back,780,-1
1450,dec,780,1
1451,back,780,-1
1452,dec,780,1
1453,back,780,-1
1454,dec,780,1
1455,back,780,-1
1456,dec,780,1
1457,back,780,-1
1458,dec,780,1
1459,back,780,-1
1460,dec,780,1
1461,dec,757,1
1462,back,757,-1
1463,dec,757,1
1464,back,757,-1
1465,dec,757,1
1466,back,757,-1
1467,dec,757,1
1468,back,757,-1
1469,dec,757,1
1470,back,757,-1
1471,dec,757,1
1472,back,757,-1
1473,dec,757,1
1474,back,757,-1
1475,dec,757,1
1476,back,757,-1
