config	seed	status	returncode	steps	sigma_initial	sigma_final	max_drop	terminal_drop	max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	auc_sigma	auc_per_step	max_fixed	fixed_frontier_max_drop	fixed_frontier_mean_drop	fixed_frontier_roughness	fixed_frontier_auc	fixed_frontier_auc_per_level	eta_mean	wall_seconds
greedy	1	sp-nonconvergence	255	5479	6.342138618	2.195983366	0.02502826099999922	0.0	0.02502826099999922	0.0007567357641905457	0.013440771258988867	0.013440771258988867	23116.541703787	4.219116938088519	331	0.025464182000000335	0.012526675558912386	0.01273155879154079	1359.581417638	4.107496730024169	2.4271897810218976	5.86277340100014
greedy	2	sat	0	5877	13.39291949	0.0	7.444272521759715	4.563016631e-14	7.444272521759715	0.0022788700850774205	0.019991683446656444	0.019995085707283845	64005.36670674924	10.890822989067422	340	0.052911423999999485	0.017155692388235295	0.017923416611764706	3661.723750912	10.76977573797647	2.8667914256549847	6.676597481000044
greedy	3	sp-nonconvergence	255	4513	2.875502506	1.930276653	0.014289788000000136	0.0	0.014289788000000136	0.00020944512585863067	0.006525733920452032	0.006525733920452032	11519.9092590275	2.55260564126468	252	0.013534600999999924	0.0037817088611111103	0.007988712718253967	641.1656999135	2.5443083329900795	1.8573327425786441	4.5977463509998415
greedy	4	sat	0	8317	9.822904092	0.0	2.532026342581512	4.18487689e-10	2.532026342581512	0.0011810633752555007	0.014891466673319694	0.014893257373927538	53090.48170576342	6.383369208339957	568	0.022115214999999466	0.01272927532746479	0.013427160186619718	3412.056723587	6.007142118991197	3.0390718922817985	7.451937755000017
greedy	5	sat	0	7547	9.296059952	0.0	3.991801445000056	0.0	3.991801445000056	0.0012317556581423082	0.013251093483503406	0.013252849525576493	53631.891172496	7.106385474028885	465	2.0594716455	0.01999171749892473	0.020678314621505378	3172.451043813	6.82247536303871	2.7502649708532063	7.690154990999872
T001	1	sp-nonconvergence	255	5456	6.342138618	2.234294028	0.0299518980000002	0.0	0.0299518980000002	0.0007529040670821114	0.014735385222140763	0.014735385222140763	22994.965975578	4.214619863559018	326	0.027978211999999836	0.012601030745398771	0.012688953953987734	1348.4929737635	4.136481514611964	2.501557632398754	6.068575535000036
T001	2	sat	0	6276	13.39291949	0.0	7.293825383000039	0.0	7.293825383000039	0.002133989721159975	0.021570692355640558	0.02157412991617532	67448.804290848	10.747100747426385	347	0.05153070500000023	0.017332189020172913	0.017544685711815545	3711.45298281	10.695829921642652	2.9842281344591366	7.505660775000024
T001	3	sp-nonconvergence	255	4543	2.875502506	2.124186016	0.016506203000000053	0.0	0.016506203000000053	0.00016537893242350875	0.005887432382566583	0.005887432382566583	11398.128386845	2.5089430743660577	247	0.015215079999999936	0.0030649357692307706	0.006558729574898789	619.2147568005	2.5069423352246964	1.6956426056338028	4.3488638439998795
T001	4	sp-nonconvergence	255	9518	9.822904092	1.443560975	0.02840605400000018	0.0	0.02840605400000018	0.0008803680517965958	0.017942399191111583	0.017942399191111583	55585.1004287345	5.839997943762818	594	0.03153907499999953	0.014106638244107744	0.015106768035353537	3356.5085368325	5.650687772445286	3.5932345834646497	8.048544625000204
T001	5	sat	0	7815	9.296059952	0.0	3.7780912749978697	2.130184917e-12	3.7780912749978697	0.001189515029046705	0.0144708604340371	0.014472712348604786	55067.982537683005	7.046446901814844	472	3.9437238549978697	0.01969504227118193	0.020229596953385335	3194.913441254001	6.768884409436443	2.942937563971341	8.191049760999931
T005	1	sp-nonconvergence	255	5630	6.342138618	2.206749459	0.028758665999999877	0.0	0.028758665999999877	0.0007345273817051509	0.014703839822912953	0.014703839822912953	23555.4726005355	4.1839205329547955	335	0.03181103000000007	0.012382962244776119	0.012631960017910443	1373.897645055	4.101187000164179	2.541466879772687	6.248240646999875
T005	2	sat	0	5438	13.39291949	0.0	8.067376676998524	1.476152534e-12	8.067376676998524	0.0024628391853622656	0.02079180155167341	0.0207956256829131	60885.520067007004	11.196307478302135	314	0.07608171700000099	0.016522621331210192	0.016738700127388546	3468.692700853	11.046792040933122	2.8393086964515537	6.394206639000004
