config	runs	sat	sp_nonconvergence	mean_max_drop	mean_max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	mean_auc_per_step	mean_fixed_frontier_max_drop	mean_fixed_frontier_roughness	mean_fixed_frontier_auc_per_level	mean_steps	mean_wall_seconds
certainty	5	2	3	3.22594745119711	3.22594745119711	0.0015143835264163318	0.024246500414042027	0.024247295244238708	10.801548258642558	1.8858585320999885	0.011576686669510259	11.655089173527095	11315.0	45.153115758218334
polarization	5	2	3	4.527025107997351	1.8381075019973505	0.0026112137943774113	0.028792916228740313	0.02834211033381715	12.698855339994678	0.09298547100000007	0.012875436014628396	12.925491594859423	5910.8	35.067827318795025
dynamic_i	5	2	3	3.32010593357725	3.32010593357725	0.001138400657959998	0.021408878496373112	0.0214095557739858	10.432698518707747	1.5669821707333131	0.010187762867544872	11.567938801568655	14276.4	71.56098588320893
dynamic_veto	5	2	3	3.32010593357725	3.32010593357725	0.0011422234752627492	0.021484813563870497	0.02148549123077025	10.457021598285074	1.5713808013999784	0.01024518399182547	11.585328241423301	14179.6	68.32354346619687
