config	seed	status	returncode	steps	sigma_initial	sigma_final	max_drop	terminal_drop	max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	auc_sigma	auc_per_step	max_fixed	fixed_frontier_max_drop	fixed_frontier_mean_drop	fixed_frontier_roughness	fixed_frontier_auc	fixed_frontier_auc_per_level	eta_mean	wall_seconds
certainty	1	sat	0	12622	29.52195305	0.0	8.808215131999942	5.795364189e-14	8.808215131999942	0.002338928303755348	0.03176290926984635	0.03176542594120914	226124.57173903356	17.91511422429358	1571	9.117940994999941	0.018792037644812184	0.020217792101845943	30496.61851709299	19.412233301777842	3.728353006416858	59.869829202012625
certainty	2	sp-nonconvergence	255	3572	10.35171076	6.368153481	0.02849455199999973	0.0	0.02849455199999973	0.0011152176033034714	0.021964983911254194	0.021964983911254194	30641.192307346537	8.578161340242591	594	0.017194506500000095	0.006755353168350168	0.007111284303030299	5070.4022479275	8.536030720416667	2.306465155331654	19.56867201201385
certainty	3	sp-nonconvergence	255	21261	17.43627757	0.9879667831	0.041467790000002225	0.0	0.041467790000002225	0.0007736376834062369	0.016333287347881052	0.016333287347881052	144886.62334901353	6.814666447909954	2171	0.03212744200000017	0.007576553133302625	0.009474478111377211	18437.628094000527	8.49268912666998	4.058790330166494	70.23018853599206
certainty	4	sat	0	13228	20.07426268	0.0	7.199263461985604	1.432187702e-14	7.199263461985604	0.0015175584124584216	0.019278082941941357	0.019279540421561974	170222.68834638968	12.868361683277115	1630	0.19439941000000083	0.007898994931288343	0.00889668101226993	22824.25551711449	14.002610746696005	3.462393227001285	43.69684952503303
certainty	5	sp-nonconvergence	255	5892	13.28399743	2.521813823	0.05229631999999995	0.0	0.05229631999999995	0.0018265756291581804	0.031893238599287166	0.031893238599287166	46142.83032440845	7.831437597489554	967	0.06763030699999995	0.011130131403309203	0.012183197819027908	7573.4298669965065	7.831881972074981	2.899711522144918	32.400039516040124
polarization	1	sat	0	6001	29.52195305	0.0	13.58416197	13.58416197	0.13957394	0.004919505590734878	0.04299355833861022	0.04073669693666665	129494.72239603507	21.578857256463102	866	0.14913804000000042	0.017833665715935334	0.018646448741339507	19215.671231295	22.188996802881064	3.4336887704098635	27.575907371006906
polarization	2	sp-nonconvergence	255	2364	10.35171076	6.888120894	0.04669544000000059	0.0	0.04669544000000059	0.001465139537225042	0.02403389787563448	0.02403389787563448	20628.711852362987	8.726189446854056	393	0.03490594199999997	0.008899855717557251	0.008914559300254454	3417.0078302524994	8.694676412856232	2.2587737843551796	18.04149579501245
polarization	3	sp-nonconvergence	255	10302	17.43627757	3.027484453	0.06343776699999992	0.0	0.06343776699999992	0.0013986403724519513	0.020030833404484617	0.020030833404484617	94652.71888283163	9.187800318659642	1408	0.11802074600000001	0.01023675395880682	0.011365002826704551	13773.681533496512	9.782444270949227	3.337086285547899	54.95709614700172
polarization	4	sat	0	7880	20.07426268	0.0	8.853476442986752	0.0	8.853476442986752	0.002547495263959391	0.022312755415228397	0.022315587342556134	112834.15968819728	14.31905579799458	1101	0.06597406000000028	0.009771739009990916	0.010289897533151685	16326.699736048009	14.8289734205704	3.0795584316711078	43.060099390975665
polarization	5	sp-nonconvergence	255	3007	13.28399743	5.08905579	0.08735391999999997	0.0	0.08735391999999997	0.0027252882075157964	0.03459353610974387	0.03459353610974387	29114.89825716605	9.682373880002011	597	0.0968885669999997	0.013722745477386934	0.015161271671691784	5452.0231390229965	9.132367067040196	2.791223404255319	31.704537889978383
dynamic_i	1	sat	0	15455	29.52195305	0.0	8.790426381925185	1.75082171e-13	8.790426381925185	0.0019101878388870916	0.03152397147253319	0.03152601133091758	266317.62432334677	17.231810050038614	1615	0.0685256900000013	0.012590345439009288	0.014385880814860693	31077.193556023005	19.242844307134988	3.953998447204969	120.15017319301842
