START ALGORITHM:
I am going to build an instance with N: 1000 variables and 4200 clauses with a clause density equal to 4.2
START DYNAMIC-I BSP WITH r=0.9:
Decimation scorer: cert
END UNIT PROPAGATION
1000 4200 4.99995019 0.00499995019 4.2
1000 4200 5.0015137 0.0050015137 4.2
1000 4200 5.00029675 0.00500029675 4.2
1000 4200 5.00060932 0.00500060932 4.2
1000 4200 5.00079449 0.00500079449 4.2
1000 4200 5.00058405 0.00500058405 4.2
1000 4200 5.00074496 0.00500074496 4.2
1000 4200 5.00064582 0.00500064582 4.2
1000 4200 5.00060683 0.00500060683 4.2
999 4195 5.0006981 0.0050006981 4.1991992
999 4195 5.00061441 0.00500061441 4.1991992
999 4189 5.00067944 0.00500067944 4.19319319
999 4189 5.00067299 0.00500067299 4.19319319
999 4189 5.00064982 0.00500064982 4.19319319
999 4189 5.00066177 0.00500066177 4.19319319
999 4189 5.00066084 0.00500066084 4.19319319
999 4189 5.00066571 0.00500066571 4.19319319
999 4189 5.00066468 0.00500066468 4.19319319
999 4189 5.00065792 0.00500065792 4.19319319
998 4184 5.00066144 0.00500066144 4.19238477
998 4184 5.00066123 0.00500066123 4.19238477
998 4184 5.0006626 0.0050006626 4.19238477
998 4184 5.00066168 0.00500066168 4.19238477
998 4184 5.00066271 0.00500066271 4.19238477
998 4184 5.00066125 0.00500066125 4.19238477
998 4184 5.00066135 0.00500066135 4.19238477
998 4184 5.00066235 0.00500066235 4.19238477
998 4184 5.00066165 0.00500066165 4.19238477
998 4184 5.00066192 0.00500066192 4.19238477
997 4172 5.0006619 0.0050006619 4.18455366
997 4177 5.00066156 0.00500066156 4.18956871
997 4177 5.00066206 0.00500066206 4.18956871
997 4177 5.00066172 0.00500066172 4.18956871
997 4177 5.00066189 0.00500066189 4.18956871
997 4177 5.00066195 0.00500066195 4.18956871
997 4177 5.00066171 0.00500066171 4.18956871
997 4177 5.00066195 0.00500066195 4.18956871
997 4177 5.00066186 0.00500066186 4.18956871
997 4177 5.00066181 0.00500066181 4.18956871
996 4170 5.00066188 0.00500066188 4.18674699
996 4172 5.00066186 0.00500066186 4.18875502
996 4172 5.00066183 0.00500066183 4.18875502
996 4172 5.00066187 0.00500066187 4.18875502
996 4172 5.00066185 0.00500066185 4.18875502
996 4172 5.00066185 0.00500066185 4.18875502
996 4172 5.00066186 0.00500066186 4.18875502
996 4172 5.00066185 0.00500066185 4.18875502
996 4172 5.00066186 0.00500066186 4.18875502
996 4172 5.00066186 0.00500066186 4.18875502
995 4160 5.00066185 0.00500066185 4.18090452
995 4165 5.00066186 0.00500066186 4.18592965
995 4165 5.00066186 0.00500066186 4.18592965
995 4165 5.00066185 0.00500066185 4.18592965
