config	seed	status	returncode	steps	sigma_initial	sigma_final	max_drop	terminal_drop	max_drop_preterminal	mean_drop	mean_abs_delta	mean_abs_delta_preterminal	auc_sigma	auc_per_step	max_fixed	fixed_frontier_max_drop	fixed_frontier_mean_drop	fixed_frontier_roughness	fixed_frontier_auc	fixed_frontier_auc_per_level	eta_mean	wall_seconds
certainty	1	sp-nonconvergence	255	1836	2.666799837	0.5544985292	0.039478734600000065	0.0	0.039478734600000065	0.0011504909083877995	0.02057664974607844	0.02057664974607844	3306.3261024968015	1.8008312105102404	111	0.03586756670000002	0.019275292895495497	0.019275292895495493	197.70633725369996	1.7811381734567564	4.006532389765923	0.5384738110005856
certainty	2	sp-nonconvergence	255	1894	1.929637424	0.7663931909	0.017286401000000007	0.0	0.017286401000000007	0.0006141733015311509	0.010323127706705406	0.010323127706705406	2734.1714592929457	1.4435963354239418	121	0.016752812000000006	0.009613588703305784	0.009729599324793392	165.70312576255003	1.369447320351653	2.5767810026385223	0.4467362260038499
certainty	3	sp-nonconvergence	255	986	1.38774508	0.5077658459	0.033790818000000056	0.0	0.033790818000000056	0.0008924738682555781	0.01743962662363083	0.01743962662363083	1044.9442952758493	1.0597812325312874	54	0.030169058500000068	0.01629591174259259	0.01671106992777778	56.85326222625	1.052838189375	3.234042553191489	0.3554134320002049
certainty	4	sat	0	1511	3.031969362	0.0	2.1693816487936806	6.583622536e-14	2.1693816487936806	0.0020065978570483122	0.011753250742554594	0.011761034352317831	4084.291537664204	2.7030387410087386	87	0.020963263000000065	0.00969413395402299	0.009848613241379311	234.055064153	2.6902880937126437	2.611772486772487	0.38492492598015815
certainty	5	sp-nonconvergence	255	2127	1.135861589	0.4501783528	0.026323954499999913	0.0	0.026323954499999913	0.0003223710560413727	0.008607714271744227	0.008607714271744227	1771.0003526135013	0.8326282804952991	126	0.024883763199999964	0.005445342422222222	0.008999247258730159	103.27105377329997	0.8196115378833331	2.976973684210526	0.4973574509785976
polarization	1	sp-nonconvergence	255	1244	2.666799837	1.099467575	0.05910549500000006	0.0	0.05910549500000006	0.0012599133938906754	0.021925595263665613	0.021925595263665613	2500.5491954579993	2.0100877776993564	71	0.056036737999999975	0.02208157171830986	0.023533298676056337	141.34220231900002	1.9907352439295778	4.583935742971888	0.4807136619929224
polarization	2	sp-nonconvergence	255	1274	1.929637424	0.8044024208	0.042539218000000156	0.0	0.042539218000000156	0.0008832299868131869	0.012619471417582417	0.012619471417582417	1890.1511296731	1.4836351096335165	78	0.05071437309999993	0.014426089784615384	0.014433139974358973	110.65958102429998	1.4187125772346152	3.0964705882352943	0.3858378159929998
polarization	3	sp-nonconvergence	255	830	1.38774508	0.2783164845	0.0674029062	0.0	0.0674029062	0.0013366609584337347	0.02430516118783133	0.02430516118783133	784.9550178555501	0.9457289371753616	45	0.1001350204	0.024636532737777776	0.024636532737777772	42.42750245930002	0.9428333879844449	5.935018050541516	0.436705746978987
polarization	4	sat	0	1097	3.031969362	0.0	2.264994812	2.264994812	0.06517330600000015	0.002763873620783956	0.012350309792160438	0.010294977217153285	3008.4477719349966	2.742431879612577	59	0.0872962049999999	0.012202633525423726	0.012202633525423726	161.91326412200004	2.744292612237289	2.446265938069217	0.29092557000694796
polarization	5	sp-nonconvergence	255	1790	1.135861589	0.3834982148	0.043981345299999974	0.0	0.043981345299999974	0.00042031473418994406	0.009538560208938538	0.009538560208938538	1366.7022547111967	0.7635208126878194	105	0.06696524749999999	0.007371011680952381	0.010905320366666667	79.34025673335002	0.7556214926985716	4.420993858179788	0.5792558510147501
safe	1	error	255	1996	2.666799837	0.09385842605	0.0977373222	0.0	0.0977373222	0.0012890488030811622	0.021840510138752496	0.021840510138752496	3318.6846078600274	1.6626676392084305	126	0.04676487069999999	0.020424542078968252	0.02061542614722222	202.09808374302497	1.6039530455795632	7.168753129694542	14.47290886400151
safe	2	sat	0	2509	1.929637424	0.0	0.1691697573	0.1691697573	0.09736591440000003	0.0007690862590673575	0.009980479948903956	0.009917007350279115	2957.277352506689	1.1786677371489394	278	0.07986207849999993	0.00694114181294964	0.00723455448848921	208.47246515039978	0.7499009537784165	4.595617529880478	54.19796115800273
safe	3	error	255	1783	1.38774508	-0.7752561029	0.05212698060000001	0.0	0.05212698060000001	0.0012131246118339877	0.02231437178260906	0.02231437178260906	896.6015804794719	0.5028612341444038	105	0.03472479000000006	0.020916090742857146	0.021078449580952386	48.980398796686	0.4664799885398667	9.378923766816143	19.670751993980957
safe	4	sat	0	1511	3.031969362	0.0	2.1693816487936806	6.483702464e-14	2.1693816487936806	0.0020065978570483122	0.011753250745201846	0.011761034354966839	4084.291537662204	2.703038741007415	87	0.020963263000000065	0.00969413395402299	0.009848613241379311	234.055064153	2.6902880937126437	2.611772486772487	1.8650002719950862
safe	5	sat	0	2821	1.135861589	0.0	0.2980356551912	-0.04338567762	0.2980356551912	0.00040264501559730587	0.009138534336504946	0.00912638995945406	1855.1264845550218	0.657613074992918	272	0.07648492219999997	0.004177542272058824	0.007011654905529412	113.9379660295109	0.4188895809908489	9.67434443656981	21.858257779007545
