# scorer=cert K=3 N=1000 M=4200 seed=15 r=0.9 theta=0 veto=0 dynamic_I_backtrack=0 lookahead_k=4 energy=eta rollout_h=0 rollout_eta=15 eps=0.01 damp=0
step,action,vertex,dir
1465,dec,338,1
1466,back,901,-1
1467,dec,371,1
1468,back,338,-1
1469,dec,338,1
1470,back,338,-1
1471,dec,338,1
1472,back,338,-1
1473,dec,62,0
1474,back,364,-1
1475,dec,26,1
1476,back,26,-1
1477,dec,957,1
1478,back,957,-1
1479,dec,901,1
1480,dec,338,1
1481,back,338,-1
1482,dec,338,1
1483,back,338,-1
1484,dec,364,0
1485,back,62,-1
1486,dec,338,1
1487,back,338,-1
1488,dec,338,1
1489,back,338,-1
1490,dec,957,1
1491,back,957,-1
1492,dec,338,1
1493,back,338,-1
1494,dec,338,1
1495,back,338,-1
1496,dec,26,1
1497,back,26,-1
1498,dec,26,1
1499,dec,338,1
1500,back,26,-1
1501,dec,26,1
1502,back,338,-1
1503,dec,338,1
1504,back,26,-1
1505,dec,26,1
1506,back,338,-1
1507,dec,338,1
1508,back,338,-1
1509,dec,338,1
1510,back,783,-1
1511,dec,783,0
1512,back,371,-1
1513,dec,371,1
1514,back,26,-1
1515,dec,26,1
1516,back,338,-1
1517,dec,338,1
1518,dec,957,1
1519,back,957,-1
1520,dec,957,1
1521,back,957,-1
1522,dec,957,1
1523,back,957,-1
1524,dec,957,1
1525,back,957,-1
1526,dec,62,0
1527,back,338,-1
1528,dec,338,1
1529,back,338,-1
1530,dec,338,1
1531,back,371,-1
1532,dec,957,1
1533,back,957,-1
1534,dec,371,1
1535,back,338,-1
1536,dec,338,1
1537,dec,957,1
1538,back,957,-1
1539,dec,957,1
1540,back,957,-1
1541,dec,957,1
1542,back,957,-1
1543,dec,627,1
1544,back,627,-1
1545,dec,627,1
1546,back,627,-1
1547,dec,627,1
1548,back,627,-1
1549,dec,627,1
1550,back,627,-1
1551,dec,957,1
1552,back,957,-1
1553,dec,957,1
1554,back,957,-1
1555,dec,957,1
1556,dec,71,1
1557,back,957,-1
1558,dec,957,1
1559,back,338,-1
1560,dec,338,1
1561,back,901,-1
1562,dec,901,1
1563,back,338,-1
1564,dec,338,1
1565,back,338,-1
1566,dec,338,1
1567,back,338,-1
1568,dec,338,1
1569,back,26,-1
1570,dec,26,1
1571,back,364,-1
1572,dec,364,0
1573,back,338,-1
1574,dec,338,1
1575,dec,627,1
1576,back,627,-1
1577,dec,627,1
1578,back,627,-1
1579,dec,627,1
1580,back,627,-1
1581,dec,627,1
1582,back,627,-1
1583,dec,627,1
1584,back,627,-1
1585,dec,627,1
1586,back,627,-1
1587,dec,627,1
1588,back,627,-1
1589,dec,627,1
1590,back,627,-1
1591,dec,627,1
1592,back,627,-1
1593,dec,627,1
1594,dec,795,0
1595,back,627,-1
1596,dec,627,1
1597,back,762,-1
1598,dec,353,0
1599,back,338,-1
1600,dec,762,0
1601,back,783,-1
1602,dec,783,0
1603,back,371,-1
1604,dec,338,1
1605,back,742,-1
1606,dec,742,0
1607,back,743,-1
1608,dec,743,0
1609,back,711,-1
1610,dec,711,0
1611,back,362,-1
1612,dec,362,1
1613,dec,471,1
1614,back,517,-1
1615,dec,517,0
1616,back,518,-1
1617,dec,518,1
1618,back,129,-1
1619,dec,129,0
1620,back,364,-1
1621,dec,364,0
1622,back,112,-1
1623,dec,112,1
1624,back,384,-1
1625,dec,384,1
1626,back,93,-1
1627,dec,93,1
1628,back,670,-1
1629,dec,670,0
1630,back,26,-1
1631,dec,26,1
1632,dec,371,1
1633,back,964,-1
1634,dec,964,0
1635,back,901,-1
1636,dec,901,1
1637,back,338,-1
1638,dec,338,1
1639,back,847,-1
1640,dec,847,0
1641,back,772,-1
1642,dec,617,0
1643,back,617,-1
1644,dec,617,0
1645,back,282,-1
1646,dec,282,0
1647,back,617,-1
1648,dec,617,0
1649,back,338,-1
1650,dec,338,1
1651,dec,170,1
1652,back,473,-1
1653,dec,473,1
1654,back,617,-1
1655,dec,617,0
1656,back,371,-1
1657,dec,371,1
1658,back,621,-1
1659,dec,621,1
1660,back,275,-1
1661,dec,275,1
1662,back,170,-1
1663,dec,802,1
1664,back,795,-1
1664,up,795,0
1665,dec,309,0
1666,back,309,-1
1667,dec,309,0
1668,back,309,-1
1669,dec,170,1
1670,dec,923,0
1671,back,670,-1
1672,dec,309,0
1673,back,62,-1
1674,dec,62,0
1675,back,783,-1
1676,dec,783,0
1677,back,532,-1
1678,dec,532,0
1679,back,338,-1
1680,dec,338,1
1681,back,183,-1
1682,dec,183,0
1683,back,364,-1
1684,dec,364,0
1685,back,715,-1
1686,dec,715,1
1687,back,923,-1
1688,dec,710,0
1689,dec,130,0
1690,back,131,-1
1691,dec,131,0
1692,back,471,-1
1693,dec,471,1
1694,back,617,-1
1695,dec,617,0
1696,back,170,-1
1697,dec,923,0
1698,back,309,-1
1699,dec,170,1
1700,back,901,-1
1701,dec,901,1
1702,back,923,-1
1703,dec,309,0
1704,back,371,-1
1705,dec,923,0
1706,back,26,-1
1707,dec,26,1
1708,dec,371,1
1709,back,710,-1
1710,dec,710,0
1711,back,46,-1
1712,dec,46,0
1713,back,56,-1
1714,dec,56,0
1715,back,685,-1
1716,dec,284,1
1717,back,769,-1
1718,dec,769,1
1719,back,338,-1
1720,dec,685,1
1721,back,663,-1
1722,dec,663,0
1723,back,284,-1
1724,dec,284,1
1725,back,701,-1
1726,dec,701,1
1727,dec,338,1
1728,back,802,-1
1729,dec,600,1
1730,back,783,-1
1731,dec,783,0
1732,back,371,-1
1733,dec,371,1
1734,back,743,-1
1735,dec,743,0
1736,back,362,-1
1737,dec,362,1
1738,back,488,-1
1739,dec,488,0
1740,back,338,-1
1741,dec,338,1
1742,back,338,-1
1743,dec,338,1
1744,back,338,-1
1745,dec,338,1
1746,dec,530,1
1747,back,530,-1
1748,dec,530,1
1749,back,338,-1
1750,dec,338,1
1751,back,530,-1
1752,dec,530,1
1753,back,600,-1
1754,dec,600,1
1755,back,820,-1
1756,dec,820,1
1757,back,548,-1
1758,dec,548,1
1759,back,338,-1
1760,dec,338,1
1761,back,371,-1
1762,dec,371,1
1763,back,338,-1
1764,dec,338,1
1765,dec,7,0
1766,back,7,-1
1767,dec,7,0
1768,back,7,-1
1769,dec,7,0
1770,back,7,-1
1771,dec,7,0
1772,back,7,-1
1773,dec,7,0
1774,back,7,-1
1775,dec,7,0
1776,back,7,-1
1777,dec,7,0
1778,back,7,-1
1779,dec,7,0
1780,back,7,-1
1781,dec,7,0
1782,back,7,-1
1783,dec,7,0
1784,dec,802,1
1785,back,7,-1
1786,dec,7,0
1787,back,7,-1
1788,dec,7,0
1789,back,7,-1
1790,dec,7,0
1791,back,7,-1
1792,dec,7,0
1793,back,734,-1
1794,dec,734,1
1795,back,530,-1
1796,dec,530,1
1797,back,7,-1
1798,dec,7,0
1799,back,7,-1
1800,dec,7,0
1801,back,7,-1
1802,dec,7,0
1803,dec,74,1
1804,back,74,-1
1805,dec,74,1
1806,back,74,-1
1807,dec,74,1
1808,back,7,-1
1809,dec,138,0
1810,back,338,-1
1811,dec,846,0
1812,back,284,-1
1813,dec,284,1
1814,back,923,-1
1815,dec,338,1
1816,back,26,-1
1817,dec,923,0
1818,back,309,-1
1819,dec,26,1
1820,back,762,-1
1821,dec,762,0
1822,dec,309,0
1823,back,600,-1
1824,dec,600,1
1825,back,473,-1
1826,dec,473,1
1827,back,364,-1
1828,dec,364,0
1829,back,130,-1
1830,dec,130,0
1831,back,74,-1
1831,up,74,1
1832,dec,7,0
1833,back,847,-1
1834,dec,847,0
1835,back,371,-1
1836,dec,371,1
1837,back,600,-1
1838,dec,600,1
1839,back,168,-1
1840,dec,168,1
1841,dec,973,1
1842,back,973,-1
1843,dec,973,1
1844,back,973,-1
1845,dec,973,1
1846,back,973,-1
1847,dec,973,1
1848,back,973,-1
1849,dec,973,1
1850,back,973,-1
1851,dec,973,1
1852,back,973,-1
1853,dec,973,1
1854,back,973,-1
1855,dec,973,1
1856,back,973,-1
1857,dec,973,1
1858,back,973,-1
1859,dec,973,1
1860,dec,115,1
1861,back,115,-1
1862,dec,115,1
1863,back,115,-1
1864,dec,115,1
1865,back,115,-1
1866,dec,115,1
1867,back,115,-1
1868,dec,115,1
1869,back,115,-1
1870,dec,115,1
1871,back,115,-1
1872,dec,115,1
1873,back,115,-1
1874,dec,115,1
1875,back,115,-1
1876,dec,115,1
1877,back,115,-1
1878,dec,115,1
1879,dec,140,1
1880,back,973,-1
1881,dec,973,1
1882,back,115,-1
1883,dec,115,1
1884,back,115,-1
1885,dec,115,1
1886,back,115,-1
1887,dec,115,1
1888,back,115,-1
1889,dec,115,1
1890,back,115,-1
1891,dec,115,1
1892,back,115,-1
1893,dec,115,1
1894,back,115,-1
1895,dec,115,1
1896,back,115,-1
1897,dec,115,1
1898,dec,88,1
1899,back,88,-1
1900,dec,88,1
1901,back,88,-1
1902,dec,88,1
1903,back,88,-1
1904,dec,349,1
1905,back,349,-1
1906,dec,349,1
1907,back,115,-1
1908,dec,115,1
1909,back,973,-1
1910,dec,973,1
1911,back,349,-1
1912,dec,349,1
1913,back,349,-1
1914,dec,349,1
1915,back,349,-1
1916,dec,349,1
1917,dec,88,1
1918,back,349,-1
1919,dec,158,1
1920,back,973,-1
1921,dec,973,1
1922,back,973,-1
1923,dec,973,1
1924,back,973,-1
1925,dec,973,1
1926,back,973,-1
1927,dec,349,1
1928,back,115,-1
1929,dec,115,1
1930,back,617,-1
1931,dec,617,0
1932,back,458,-1
1933,dec,973,1
1934,back,973,-1
1935,dec,973,1
1936,dec,287,1
1937,back,287,-1
1938,dec,458,1
1939,back,973,-1
1940,dec,973,1
1941,back,973,-1
1942,dec,973,1
1943,back,973,-1
1944,dec,973,1
1945,back,973,-1
1946,dec,973,1
1947,back,973,-1
1948,dec,973,1
1949,back,973,-1
1950,dec,973,1
1951,back,973,-1
1952,dec,973,1
1953,back,973,-1
1954,dec,973,1
1955,dec,287,1
1956,back,287,-1
1957,dec,287,1
1958,back,287,-1
1959,dec,287,1
1960,back,287,-1
1961,dec,287,1
1962,back,287,-1
1963,dec,287,1
1964,back,287,-1
1965,dec,287,1
1966,back,287,-1
1967,dec,287,1
1968,back,287,-1
1969,dec,287,1
1970,back,287,-1
1971,dec,287,1
1972,back,287,-1
1973,dec,287,1
1974,dec,644,0
1975,back,644,-1
1976,dec,644,0
1977,back,644,-1
1978,dec,42,1
1979,back,287,-1
1980,dec,287,1
1981,back,973,-1
1982,dec,280,1
1983,back,131,-1
1984,dec,973,1
1985,back,973,-1
1986,dec,973,1
1987,back,973,-1
1988,dec,973,1
1989,back,973,-1
1990,dec,973,1
1991,back,973,-1
1992,dec,973,1
1993,dec,848,0
1994,back,848,-1
1995,dec,848,0
1996,back,848,-1
1997,dec,848,0
1998,back,973,-1
1999,dec,973,1
2000,back,848,-1
2001,dec,848,0
2002,back,848,-1
2003,dec,848,0
2004,back,338,-1
2005,dec,338,1
2006,back,901,-1
2007,dec,901,1
2008,back,848,-1
2009,dec,848,0
2010,back,848,-1
2011,dec,848,0
2012,dec,131,0
2013,back,265,-1
2014,dec,265,0
2015,back,157,-1
2016,dec,157,1
2017,back,7,-1
2018,dec,7,0
2019,back,973,-1
2020,dec,973,1
2021,back,848,-1
2022,dec,848,0
2023,back,848,-1
2024,dec,848,0
2025,back,848,-1
2026,dec,848,0
2027,back,848,-1
2028,dec,848,0
2029,back,848,-1
2030,dec,848,0
2031,dec,644,0
2032,back,644,-1
2033,dec,644,0
2034,back,644,-1
2035,dec,318,0
2036,back,318,-1
2037,dec,644,0
2038,back,644,-1
2039,dec,644,0
2040,back,644,-1
2041,dec,644,0
2042,back,644,-1
2043,dec,644,0
2044,back,644,-1
2045,dec,644,0
2046,back,644,-1
2047,dec,644,0
2048,back,644,-1
2049,dec,644,0
2050,dec,318,0
2051,back,644,-1
2052,dec,644,0
2053,back,318,-1
2054,dec,318,0
2055,back,318,-1
2056,dec,318,0
2057,back,848,-1
2058,dec,596,0
2059,back,644,-1
2060,dec,848,0
2061,back,318,-1
2062,dec,318,0
2063,back,112,-1
2064,dec,112,1
2065,back,362,-1
2066,dec,644,0
2067,back,644,-1
2068,dec,644,0
2069,dec,515,0
2070,back,515,-1
2071,dec,362,1
2072,back,644,-1
2073,dec,644,0
2074,back,140,-1
2075,dec,515,0
2076,back,515,-1
2077,dec,515,0
2078,back,515,-1
2079,dec,515,0
2080,back,515,-1
2081,dec,515,0
2082,back,515,-1
2083,dec,515,0
2084,back,515,-1
2085,dec,515,0
2086,back,515,-1
2087,dec,515,0
2088,dec,140,1
2089,back,515,-1
2090,dec,515,0
2091,back,515,-1
2092,dec,515,0
2093,back,515,-1
2094,dec,515,0
2095,back,515,-1
2096,dec,515,0
2097,back,945,-1
2098,dec,945,0
2099,back,515,-1
2100,dec,429,0
2101,back,429,-1
2102,dec,515,0
2103,back,515,-1
2104,dec,429,0
2105,back,429,-1
2106,dec,515,0
2107,dec,429,0
2108,back,429,-1
2109,dec,429,0
2110,back,429,-1
2111,dec,429,0
2112,back,429,-1
2113,dec,429,0
2114,back,429,-1
2115,dec,429,0
2116,back,429,-1
2117,dec,429,0
2118,back,429,-1
2119,dec,429,0
2120,back,429,-1
2121,dec,429,0
2122,back,429,-1
2123,dec,429,0
2124,back,429,-1
2125,dec,429,0
2126,dec,565,1
2127,back,429,-1
2128,dec,429,0
2129,back,515,-1
2130,dec,515,0
2131,back,973,-1
2132,dec,973,1
2133,back,429,-1
2134,dec,429,0
2135,back,600,-1
2136,dec,600,1
2137,back,783,-1
2138,dec,783,0
2139,back,458,-1
2140,dec,852,1
2141,back,88,-1
2141,up,88,1
2142,dec,151,0
2143,back,530,-1
2144,dec,530,1
2145,dec,22,1
2146,back,22,-1
2147,dec,436,0
2148,back,436,-1
2149,dec,436,0
2150,back,436,-1
2151,dec,436,0
2152,back,436,-1
2153,dec,436,0
2154,back,436,-1
2155,dec,436,0
2156,back,436,-1
2157,dec,436,0
2158,back,436,-1
2159,dec,436,0
2160,back,436,-1
2161,dec,436,0
2162,back,436,-1
2163,dec,436,0
2164,dec,779,1
2165,back,436,-1
2165,up,436,0
2166,dec,248,0
2167,back,248,-1
2168,dec,578,1
2169,back,578,-1
2170,dec,578,1
2171,back,578,-1
2172,dec,578,1
2173,back,578,-1
2174,dec,578,1
2175,back,578,-1
2176,dec,578,1
2177,back,578,-1
2178,dec,578,1
2179,back,578,-1
2180,dec,578,1
2181,back,578,-1
2182,dec,578,1
2183,dec,22,1
2184,back,22,-1
2185,dec,22,1
2186,back,22,-1
2187,dec,22,1
2188,back,578,-1
2189,dec,578,1
2190,back,22,-1
2191,dec,22,1
2192,back,22,-1
2193,dec,22,1
2194,back,22,-1
2195,dec,22,1
2196,back,22,-1
2197,dec,22,1
2198,back,22,-1
2199,dec,22,1
2200,back,22,-1
2201,dec,22,1
2202,dec,248,0
2203,back,248,-1
2204,dec,248,0
2205,back,22,-1
2206,dec,22,1
2207,back,22,-1
2208,dec,22,1
2209,back,22,-1
2210,dec,22,1
2211,back,22,-1
2212,dec,22,1
2213,back,22,-1
2214,dec,22,1
2215,back,644,-1
2216,dec,644,0
2217,back,22,-1
2218,dec,22,1
2219,back,22,-1
2220,dec,22,1
2221,dec,556,0
2222,back,22,-1
2223,dec,796,1
2224,back,248,-1
2225,dec,248,0
2226,back,50,-1
2226,up,50,1
2227,dec,22,1
2228,back,349,-1
2229,dec,349,1
2230,back,22,-1
2231,dec,22,1
2232,back,170,-1
2233,dec,170,1
2234,back,429,-1
2235,dec,429,0
2236,back,473,-1
2237,dec,473,1
2238,back,848,-1
2239,dec,848,0
2240,dec,409,1
2241,back,578,-1
2242,dec,782,1
2243,back,715,-1
2244,dec,578,1
2245,back,742,-1
2246,dec,742,0
2247,back,22,-1
2248,dec,22,1
2249,back,515,-1
2250,dec,515,0
2251,back,819,-1
2252,dec,819,0
2253,back,518,-1
2254,dec,518,1
2255,back,409,-1
2255,up,409,1
2256,dec,678,1
2257,back,678,-1
2258,dec,678,1
2259,dec,953,0
2260,back,678,-1
2261,dec,678,1
2262,back,130,-1
2263,dec,130,0
2264,back,678,-1
2265,dec,678,1
2266,back,556,-1
2267,dec,556,0
2268,back,131,-1
2269,dec,23,1
2270,back,23,-1
2271,dec,23,1
2272,back,23,-1
2273,dec,23,1
2274,back,685,-1
2275,dec,101,0
2276,back,101,-1
2277,dec,101,0
2278,dec,773,1
2279,back,101,-1
2280,dec,101,0
2281,back,101,-1
2282,dec,787,1
2283,back,787,-1
2284,dec,101,0
2285,back,101,-1
2286,dec,787,1
2287,back,787,-1
2288,dec,101,0
2289,back,101,-1
2290,dec,101,0
2291,back,101,-1
2292,dec,101,0
2293,back,101,-1
2294,dec,101,0
2295,back,101,-1
2296,dec,101,0
2297,dec,787,1
2298,back,101,-1
2299,dec,492,0
2300,back,787,-1
2301,dec,787,1
2302,back,23,-1
2303,dec,608,0
2304,back,371,-1
2305,dec,371,1
2306,back,22,-1
2307,dec,22,1
2308,back,802,-1
2309,dec,802,1
2310,back,847,-1
2311,dec,847,0
2312,back,26,-1
2313,dec,26,1
2314,back,968,-1
2315,dec,968,0
2316,dec,23,1
2317,back,23,-1
2318,dec,23,1
2319,back,23,-1
2320,dec,23,1
2321,back,23,-1
2322,dec,23,1
2323,back,23,-1
2324,dec,23,1
2325,back,23,-1
2326,dec,23,1
2327,back,23,-1
2328,dec,23,1
2329,back,23,-1
2330,dec,23,1
2331,back,23,-1
2332,dec,23,1
2333,back,23,-1
2334,dec,23,1
2335,dec,643,1
2336,back,643,-1
2337,dec,643,1
2338,back,643,-1
2339,dec,643,1
2340,back,643,-1
2341,dec,643,1
2342,back,643,-1
2343,dec,643,1
2344,back,643,-1
2345,dec,643,1
2346,back,643,-1
2347,dec,643,1
2348,back,643,-1
2349,dec,643,1
2350,back,643,-1
2351,dec,643,1
2352,back,643,-1
2353,dec,643,1
2354,dec,509,0
2355,back,643,-1
2356,dec,201,0
2357,back,509,-1
2358,dec,509,0
2359,back,23,-1
2360,dec,23,1
2361,back,23,-1
2362,dec,23,1
2363,back,678,-1
2364,dec,678,1
2365,back,23,-1
2366,dec,23,1
2367,back,503,-1
2368,dec,503,1
2369,back,953,-1
2370,dec,953,0
2371,back,769,-1
2371,up,769,1
2372,dec,643,1
2373,dec,101,0
2374,back,101,-1
2375,dec,101,0
2376,back,101,-1
2377,dec,101,0
2378,back,101,-1
2379,dec,101,0
2380,back,101,-1
2381,dec,101,0
2382,back,101,-1
2383,dec,101,0
2384,back,101,-1
2385,dec,101,0
2386,back,101,-1
2387,dec,101,0
2388,back,101,-1
2389,dec,101,0
2390,back,101,-1
2391,dec,101,0
2392,dec,522,0
2393,back,101,-1
2394,dec,442,1
2395,back,643,-1
2396,dec,829,0
2397,back,773,-1
2398,dec,643,1
2399,back,643,-1
2400,dec,643,1
2401,back,643,-1
2402,dec,628,0
2403,back,241,-1
2404,dec,241,0
2405,back,23,-1
2406,dec,23,1
2407,back,338,-1
2408,dec,338,1
2409,back,623,-1
2410,dec,623,0
2411,dec,643,1
2412,back,643,-1
2413,dec,643,1
2414,back,643,-1
2415,dec,643,1
2416,back,643,-1
2417,dec,643,1
2418,back,643,-1
2419,dec,643,1
2420,back,643,-1
2421,dec,643,1
2422,back,643,-1
2423,dec,643,1
2424,back,643,-1
2425,dec,643,1
2426,back,643,-1
2427,dec,643,1
2428,back,643,-1
2429,dec,643,1
2430,dec,101,0
2431,back,101,-1
2432,dec,101,0
2433,back,101,-1
2434,dec,101,0
2435,back,101,-1
2436,dec,101,0
2437,back,101,-1
2438,dec,101,0
2439,back,101,-1
2440,dec,773,1
2441,back,643,-1
2442,dec,643,1
2443,back,643,-1
2444,dec,643,1
2445,back,643,-1
2446,dec,643,1
2447,back,643,-1
2448,dec,643,1
2449,dec,101,0
2450,back,101,-1
2451,dec,101,0
2452,back,101,-1
2453,dec,101,0
2454,back,101,-1
2455,dec,101,0
2456,back,101,-1
2457,dec,101,0
2458,back,101,-1
2459,dec,101,0
2460,back,101,-1
2461,dec,101,0
2462,back,101,-1
2463,dec,101,0
2464,back,101,-1
2465,dec,101,0
2466,back,101,-1
2467,dec,101,0
2468,dec,258,0
2469,back,101,-1
2470,dec,101,0
2471,back,258,-1
2472,dec,258,0
2473,back,258,-1
2474,dec,258,0
2475,back,101,-1
2476,dec,101,0
2477,back,258,-1
2478,dec,258,0
2479,back,643,-1
2480,dec,643,1
2481,back,258,-1
2482,dec,258,0
2483,back,258,-1
2484,dec,258,0
2485,back,258,-1
2486,dec,258,0
2487,dec,809,0
2488,back,809,-1
2489,dec,982,0
2490,back,982,-1
2491,dec,789,1
2492,back,789,-1
2493,dec,809,0
2494,back,809,-1
2495,dec,789,1
2496,back,789,-1
2497,dec,789,1
2498,back,789,-1
2499,dec,809,0
2500,back,809,-1
2501,dec,982,0
2502,back,982,-1
2503,dec,809,0
2504,back,809,-1
2505,dec,789,1
2506,dec,333,0
2507,back,333,-1
2508,dec,809,0
2509,back,789,-1
2510,dec,789,1
2511,back,809,-1
2512,dec,328,1
2513,back,789,-1
2514,dec,982,0
2515,back,982,-1
2516,dec,809,0
2517,back,809,-1
2518,dec,789,1
2519,back,789,-1
2520,dec,789,1
2521,back,789,-1
2522,dec,809,0
2523,back,809,-1
2524,dec,982,0
2525,dec,655,1
2526,back,982,-1
2527,dec,982,0
2528,back,328,-1
2529,dec,441,0
2530,back,441,-1
2531,dec,441,0
2532,back,441,-1
2533,dec,441,0
2534,back,441,-1
2535,dec,441,0
2536,back,441,-1
2537,dec,441,0
2538,back,441,-1
2539,dec,441,0
2540,back,441,-1
2541,dec,441,0
2542,back,441,-1
2543,dec,441,0
2544,dec,333,0
2545,back,333,-1
2546,dec,333,0
2547,back,333,-1
2548,dec,333,0
2549,back,441,-1
2550,dec,441,0
2551,back,333,-1
2552,dec,333,0
2553,back,333,-1
2554,dec,333,0
2555,back,333,-1
2556,dec,333,0
2557,back,333,-1
2558,dec,333,0
2559,back,333,-1
2560,dec,333,0
2561,back,333,-1
2562,dec,333,0
2563,dec,789,1
2564,back,789,-1
2565,dec,789,1
2566,back,789,-1
2567,dec,789,1
2568,back,789,-1
2569,dec,789,1
2570,back,789,-1
2571,dec,789,1
2572,back,789,-1
2573,dec,789,1
2574,back,789,-1
2575,dec,789,1
2576,back,789,-1
2577,dec,789,1
2578,back,789,-1
2579,dec,789,1
2580,back,789,-1
2581,dec,789,1
2582,dec,328,1
2583,back,789,-1
2584,dec,789,1
2585,back,789,-1
2586,dec,789,1
2587,back,789,-1
2588,dec,789,1
2589,back,789,-1
2590,dec,789,1
2591,back,789,-1
2592,dec,789,1
2593,back,789,-1
2594,dec,789,1
2595,back,789,-1
2596,dec,789,1
2597,back,789,-1
2598,dec,789,1
2599,back,789,-1
2600,dec,789,1
2601,dec,214,1
2602,back,214,-1
2603,dec,809,0
2604,back,809,-1
2605,dec,214,1
2606,back,214,-1
2607,dec,214,1
2608,back,214,-1
2609,dec,809,0
2610,back,809,-1
2611,dec,214,1
2612,back,214,-1
2613,dec,214,1
2614,back,214,-1
2615,dec,809,0
2616,back,809,-1
2617,dec,214,1
2618,back,214,-1
2619,dec,809,0
2620,dec,214,1
2621,back,809,-1
2622,dec,719,1
2623,back,214,-1
2623,up,214,1
2624,dec,905,0
2625,back,905,-1
2626,dec,809,0
2627,back,809,-1
2628,dec,809,0
2629,back,809,-1
2630,dec,809,0
2631,back,809,-1
2632,dec,809,0
2633,back,809,-1
2634,dec,809,0
2635,back,809,-1
2636,dec,809,0
2637,back,809,-1
2638,dec,97,0
2639,dec,809,0
2640,back,809,-1
2641,dec,809,0
2642,back,809,-1
2643,dec,809,0
2644,back,809,-1
2645,dec,809,0
2646,back,809,-1
2647,dec,809,0
2648,back,809,-1
2649,dec,809,0
2650,back,809,-1
2651,dec,809,0
2652,back,809,-1
2653,dec,809,0
2654,back,809,-1
2655,dec,809,0
2656,back,809,-1
2657,dec,809,0
2658,dec,905,0
2659,back,809,-1
2660,dec,809,0
2661,back,809,-1
2662,dec,809,0
2663,back,809,-1
2664,dec,809,0
2665,back,809,-1
2666,dec,809,0
2667,back,809,-1
2668,dec,809,0
2669,back,809,-1
2670,dec,809,0
2671,back,809,-1
2672,dec,809,0
2673,back,809,-1
2674,dec,809,0
2675,back,809,-1
2676,dec,809,0
2677,dec,670,0
2678,back,670,-1
2679,dec,670,0
2680,back,670,-1
2681,dec,670,0
2682,back,670,-1
2683,dec,86,1
2684,back,86,-1
2685,dec,772,0
2686,back,809,-1
2687,dec,809,0
2688,back,905,-1
2689,dec,670,0
2690,back,670,-1
2691,dec,905,0
2692,back,905,-1
2693,dec,905,0
2694,back,905,-1
2695,dec,905,0
2696,dec,670,0
2697,back,670,-1
2698,dec,454,0
2699,back,905,-1
2700,dec,670,0
2701,back,670,-1
2702,dec,905,0
2703,back,905,-1
2704,dec,905,0
2705,back,905,-1
2706,dec,905,0
2707,back,905,-1
2708,dec,670,0
2709,back,670,-1
2710,dec,905,0
2711,back,905,-1
2712,dec,670,0
2713,back,670,-1
2714,dec,670,0
2715,dec,905,0
2716,back,670,-1
2717,dec,670,0
2718,back,670,-1
2719,dec,670,0
2720,back,670,-1
2721,dec,670,0
2722,back,670,-1
2723,dec,670,0
2724,back,670,-1
2725,dec,670,0
2726,back,670,-1
2727,dec,413,1
2728,back,413,-1
2729,dec,670,0
2730,back,670,-1
2731,dec,670,0
2732,back,670,-1
2733,dec,670,0
2734,dec,413,1
2735,back,670,-1
2736,dec,445,1
2737,back,445,-1
2738,dec,445,1
2739,back,413,-1
2740,dec,330,0
2741,back,445,-1
2742,dec,445,1
2743,back,905,-1
2744,dec,413,1
2745,back,809,-1
2746,dec,809,0
2747,back,809,-1
2748,dec,809,0
2749,back,413,-1
2750,dec,905,0
2751,back,809,-1
2752,dec,809,0
2753,dec,670,0
2754,back,670,-1
2755,dec,670,0
2756,back,670,-1
2757,dec,670,0
2758,back,670,-1
2759,dec,413,1
2760,back,809,-1
2761,dec,809,0
2762,back,809,-1
2763,dec,809,0
2764,back,809,-1
2765,dec,809,0
2766,back,809,-1
2767,dec,809,0
2768,back,809,-1
2769,dec,809,0
2770,back,809,-1
2771,dec,809,0
2772,dec,86,1
2773,back,86,-1
2774,dec,86,1
2775,back,86,-1
2776,dec,86,1
2777,back,86,-1
2778,dec,86,1
2779,back,86,-1
2780,dec,86,1
2781,back,86,-1
2782,dec,86,1
2783,back,86,-1
2784,dec,86,1
2785,back,86,-1
2786,dec,86,1
2787,back,86,-1
2788,dec,86,1
2789,back,86,-1
2790,dec,86,1
2791,dec,670,0
2792,back,670,-1
2793,dec,670,0
2794,back,670,-1
2795,dec,670,0
2796,back,670,-1
2797,dec,670,0
2798,back,670,-1
2799,dec,670,0
2800,back,670,-1
2801,dec,670,0
2802,back,670,-1
2803,dec,670,0
2804,back,670,-1
2805,dec,670,0
2806,back,670,-1
2807,dec,670,0
2808,back,670,-1
2809,dec,670,0
2810,dec,632,0
2811,back,670,-1
2812,dec,670,0
2813,back,670,-1
2814,dec,670,0
2815,back,670,-1
2816,dec,670,0
2817,back,670,-1
2818,dec,670,0
2819,back,670,-1
2820,dec,670,0
2821,back,670,-1
2822,dec,670,0
2823,back,670,-1
2824,dec,670,0
2825,back,670,-1
2826,dec,670,0
2827,back,670,-1
2828,dec,670,0
2829,dec,66,0
2830,back,66,-1
2831,dec,66,0
2832,back,66,-1
2833,dec,66,0
2834,back,66,-1
2835,dec,66,0
2836,back,66,-1
2837,dec,66,0
2838,back,66,-1
2839,dec,66,0
2840,back,66,-1
2841,dec,66,0
2842,back,66,-1
2843,dec,66,0
2844,back,66,-1
2845,dec,66,0
