# scorer=cert K=3 N=300 M=1245 seed=1 r=0.9 theta=0 veto=0 dynamic_I_backtrack=0 lyapunov=0 lyapunov_step=-1 lyapunov_check=0 stability_constrained=1 tight_physical=1 eps=0.01 damp=0
step,move,Nt,Mt,Sigma,Sigma_per_N,eta,unit_prop,last_cert,n_fixed,lyapunov_rho,lyapunov_exponent,lyapunov_iterations,lyapunov_jvp_error,tight_converged,tight_lyapunov_rho,tight_lyapunov_exponent,tight_lyapunov_iterations,tight_Sigma,selected_stability_rho,selected_stability_sigma,stability_probes
1065,back,236,794,1.658032439,0.005526774795,4,0,0.9750974568,64,0,-inf,0,0,0,0,-inf,0,0,0,1.681688701,1
1066,dec,237,801,1.681692893,0.005605642977,4,0,0.9750974568,63,0,-inf,0,0,0,0,-inf,0,0,0,1.657999225,1
1067,back,236,794,1.657966106,0.005526553687,5,0,0.9750974568,64,0,-inf,0,0,0,0,-inf,0,0,0,1.681688701,1
1068,dec,237,801,1.681354495,0.005604514982,5,0,0.9750974568,63,0,-inf,0,0,0,0,-inf,0,0,0,1.657999225,1
1069,back,236,794,1.657490013,0.005524966711,5,0,0.9750974568,64,0,-inf,0,0,0,0,-inf,0,0,0,1.681688701,1
1070,dec,237,801,1.681705814,0.005605686047,4,0,0.9750974568,63,0,-inf,0,0,0,0,-inf,0,0,0,1.657999225,1
1071,back,236,794,1.658178072,0.005527260241,4,0,0.9750974568,64,0,-inf,0,0,0,0,-inf,0,0,0,1.681688701,1
1072,dec,237,801,1.68158692,0.005605289732,5,0,0.9750974568,63,0,-inf,0,0,0,0,-inf,0,0,0,1.657999225,1
1073,back,236,794,1.65753934,0.005525131135,5,0,0.9750974568,64,0,-inf,0,0,0,0,-inf,0,0,0,1.681688701,1
1074,dec,237,801,1.681722335,0.005605741116,4,0,0.9750974568,63,0,-inf,0,0,0,0,-inf,0,0,0,1.657999225,1
1075,back,236,794,1.658150202,0.005527167339,4,0,0.9750974568,64,0,-inf,0,0,0,0,-inf,0,0,0,1.681688701,1
1076,dec,237,801,1.681581445,0.005605271485,5,0,0.9750974568,63,0,-inf,0,0,0,0,-inf,0,0,0,1.657999225,1
1077,back,236,794,1.657531026,0.005525103418,5,0,0.9750974568,64,0,-inf,0,0,0,0,-inf,0,0,0,1.681688701,1
1078,dec,237,801,1.681705915,0.005605686382,4,0,0.9750974568,63,0,-inf,0,0,0,0,-inf,0,0,0,1.657999225,1
1079,back,236,794,1.658160794,0.005527202645,4,0,0.9750974568,64,0,-inf,0,0,0,0,-inf,0,0,0,1.681688701,1
1080,dec,237,801,1.681572858,0.005605242861,5,0,0.9750974568,63,0,-inf,0,0,0,0,-inf,0,0,0,1.657999225,1
1081,dec,236,794,1.657526629,0.005525088762,5,0,0.9750974568,64,0,-inf,0,0,0,0,-inf,0,0,0,1.652753638,1
1082,back,235,787,1.653111431,0.005510371436,2,0,0.9750974568,65,0,-inf,0,0,0,0,-inf,0,0,0,1.652753638,1
1083,dec,235,787,1.652826116,0.005509420386,0,1,0.9750974568,65,0,-inf,0,0,0,0,-inf,0,0,0,1.626593526,1
1084,back,234,782,1.6263918,0.005421306,3,0,0.9737149254,66,0,-inf,0,0,0,0,-inf,0,0,0,1.652753638,1
1085,dec,235,787,1.651742661,0.005505808872,3,0,0.9737149254,65,0,-inf,0,0,0,0,-inf,0,0,0,1.625611205,1
1086,back,234,783,1.625473547,0.005418245158,4,0,0.9736418958,66,0,-inf,0,0,0,0,-inf,0,0,0,1.652753638,1
1087,dec,235,787,1.65228294,0.005507609801,5,0,0.9736418958,65,0,-inf,0,0,0,0,-inf,0,0,0,1.626593526,1
1088,back,234,782,1.626516629,0.005421722096,5,0,0.9730003276,66,0,-inf,0,0,0,0,-inf,0,0,0,1.652753638,1
1089,dec,235,787,1.651826017,0.005506086723,3,0,0.9730003276,65,0,-inf,0,0,0,0,-inf,0,0,0,1.626593526,1
1090,back,234,782,1.626496892,0.005421656308,5,0,0.9730003276,66,0,-inf,0,0,0,0,-inf,0,0,0,1.652753638,1
1091,dec,235,787,1.651701875,0.005505672916,3,0,0.9730003276,65,0,-inf,0,0,0,0,-inf,0,0,0,1.625611205,1
1092,back,234,783,1.625577825,0.005418592749,6,0,0.9730003276,66,0,-inf,0,0,0,0,-inf,0,0,0,1.652753638,1
1093,dec,235,787,1.652326318,0.005507754392,4,0,0.9730003276,65,0,-inf,0,0,0,0,-inf,0,0,0,1.626593526,1
1094,back,234,782,1.626173789,0.005420579297,3,0,0.972975783,66,0,-inf,0,0,0,0,-inf,0,0,0,1.652753638,1
1095,dec,235,787,1.65203733,0.0055067911,4,0,0.972975783,65,0,-inf,0,0,0,0,-inf,0,0,0,1.626593526,1
1096,back,234,782,1.625973318,0.00541991106,4,0,0.972975783,66,0,-inf,0,0,0,0,-inf,0,0,0,1.652753638,1
1097,dec,235,787,1.652173036,0.005507243453,4,0,0.972975783,65,0,-inf,0,0,0,0,-inf,0,0,0,1.626593526,1
1098,back,234,782,1.625901124,0.005419670414,4,0,0.972975783,66,0,-inf,0,0,0,0,-inf,0,0,0,1.652753638,1
1099,dec,235,787,1.65206961,0.0055068987,4,0,0.972975783,65,0,-inf,0,0,0,0,-inf,0,0,0,1.626593526,1
1100,dec,234,782,1.62579141,0.0054193047,4,0,0.972975783,66,0,-inf,0,0,0,0,-inf,0,0,0,1.604403197,1
1101,back,233,778,1.604468364,0.005348227879,5,0,0.972975783,67,0,-inf,0,0,0,0,-inf,0,0,0,1.625611205,1
1102,dec,234,783,1.625747555,0.005419158515,4,0,0.972975783,66,0,-inf,0,0,0,0,-inf,0,0,0,1.621096697,1
1103,back,233,776,1.621164217,0.005403880725,1,0,0.972975783,67,0,-inf,0,0,0,0,-inf,0,0,0,1.621096697,1
1104,dec,233,776,1.620945863,0.005403152876,0,1,0.972975783,67,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1105,back,232,771,1.600549118,0.005335163727,2,0,0.972975783,68,0,-inf,0,0,0,0,-inf,0,0,0,1.614520382,1
1106,dec,233,779,1.614630297,0.00538210099,2,0,0.972975783,67,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1107,back,232,771,1.600638889,0.005335462964,2,0,0.972975783,68,0,-inf,0,0,0,0,-inf,0,0,0,1.603962051,1
1108,dec,233,776,1.603981852,0.005346606172,3,0,0.972975783,67,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1109,back,232,771,1.600580953,0.005335269842,1,0,0.972975783,68,0,-inf,0,0,0,0,-inf,0,0,0,1.619792928,1
1110,dec,233,779,1.619635963,0.005398786542,3,0,0.972975783,67,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1111,back,232,771,1.600232342,0.005334107807,3,0,0.972975783,68,0,-inf,0,0,0,0,-inf,0,0,0,1.621096697,1
1112,dec,233,776,1.620630057,0.005402100189,3,0,0.972975783,67,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1113,back,232,771,1.6002361,0.005334120332,3,0,0.972975783,68,0,-inf,0,0,0,0,-inf,0,0,0,1.621096697,1
1114,dec,233,776,1.621075177,0.005403583924,3,0,0.972975783,67,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1115,back,232,771,1.600498426,0.005334994753,3,0,0.972975783,68,0,-inf,0,0,0,0,-inf,0,0,0,1.621096697,1
1116,dec,233,776,1.620813765,0.005402712549,3,0,0.972975783,67,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1117,back,232,771,1.600182273,0.00533394091,3,0,0.972975783,68,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1118,dec,233,779,1.600726084,0.005335753613,5,0,0.972975783,67,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1119,dec,232,771,1.600475513,0.005334918378,1,0,0.972975783,68,0,-inf,0,0,0,0,-inf,0,0,0,1.573432332,1
1120,back,231,767,1.573907046,0.005246356818,5,0,0.972975783,69,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1121,dec,232,771,1.600895256,0.005336317522,5,0,0.972975783,68,0,-inf,0,0,0,0,-inf,0,0,0,1.572500367,1
1122,back,231,766,1.572699015,0.005242330049,5,0,0.9728893318,69,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1123,dec,232,771,1.600891019,0.005336303395,7,0,0.9728893318,68,0,-inf,0,0,0,0,-inf,0,0,0,1.573432332,1
1124,back,231,767,1.574153487,0.005247178291,5,0,0.9727803274,69,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1125,dec,232,771,1.600703499,0.005335678331,5,0,0.9727803274,68,0,-inf,0,0,0,0,-inf,0,0,0,1.573432332,1
1126,back,231,767,1.57360671,0.005245355699,5,0,0.9727803274,69,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1127,dec,232,771,1.60064603,0.005335486767,6,0,0.9727803274,68,0,-inf,0,0,0,0,-inf,0,0,0,1.573432332,1
1128,back,231,767,1.573421602,0.005244738672,7,0,0.9727803274,69,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1129,dec,232,771,1.600588095,0.005335293651,7,0,0.9727803274,68,0,-inf,0,0,0,0,-inf,0,0,0,1.572500367,1
1130,back,231,766,1.572571544,0.005241905145,6,0,0.9727803274,69,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1131,dec,232,771,1.60069942,0.005335664734,6,0,0.9727803274,68,0,-inf,0,0,0,0,-inf,0,0,0,1.573432332,1
1132,back,231,767,1.574180875,0.005247269584,5,0,0.97270312,69,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1133,dec,232,771,1.600775865,0.00533591955,5,0,0.97270312,68,0,-inf,0,0,0,0,-inf,0,0,0,1.573432332,1
1134,back,231,767,1.573596348,0.005245321161,5,0,0.97270312,69,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1135,dec,232,771,1.600949231,0.005336497438,5,0,0.97270312,68,0,-inf,0,0,0,0,-inf,0,0,0,1.573432332,1
1136,back,231,767,1.573465338,0.005244884459,6,0,0.97270312,69,0,-inf,0,0,0,0,-inf,0,0,0,1.600598297,1
1137,dec,232,771,1.600582082,0.005335273607,7,0,0.97270312,68,0,-inf,0,0,0,0,-inf,0,0,0,1.572500367,1
1138,dec,231,766,1.572907436,0.005243024787,4,0,0.97270312,69,0,-inf,0,0,0,0,-inf,0,0,0,1.568399921,1
1139,back,230,762,1.568441572,0.005228138573,2,0,0.97270312,70,0,-inf,0,0,0,0,-inf,0,0,0,1.568399921,1
1140,dec,230,762,1.568284336,0.005227614454,0,1,0.97270312,70,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1141,back,229,756,1.5467876,0.005155958668,4,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.568399921,1
1142,dec,230,762,1.567689199,0.005225630662,5,0,0.97270312,70,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1143,back,229,756,1.546774339,0.005155914462,6,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.568399921,1
1144,dec,230,762,1.568461149,0.00522820383,6,0,0.97270312,70,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1145,back,229,756,1.546972003,0.005156573344,6,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.568399921,1
1146,dec,230,762,1.568514715,0.005228382384,6,0,0.97270312,70,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1147,back,229,756,1.547018881,0.005156729602,6,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.568399921,1
1148,dec,230,762,1.568506148,0.005228353828,6,0,0.97270312,70,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1149,back,229,756,1.547005289,0.005156684296,6,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.568399921,1
1150,dec,230,762,1.568525275,0.005228417585,6,0,0.97270312,70,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1151,back,229,756,1.547002672,0.005156675572,6,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.568399921,1
1152,dec,230,762,1.568518787,0.005228395957,6,0,0.97270312,70,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1153,back,229,756,1.54700268,0.005156675601,6,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.568399921,1
1154,dec,230,762,1.568521223,0.005228404076,6,0,0.97270312,70,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1155,back,229,756,1.547001509,0.005156671697,6,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.568399921,1
1156,dec,230,762,1.568520445,0.005228401483,6,0,0.97270312,70,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1157,dec,229,756,1.547002446,0.00515667482,6,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1158,back,228,752,1.520817928,0.005069393095,5,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1159,dec,229,756,1.547142988,0.005157143292,5,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1160,back,228,752,1.520640337,0.005068801125,5,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1161,dec,229,756,1.546802797,0.005156009324,7,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1162,back,228,752,1.520576474,0.005068588246,5,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1163,dec,229,756,1.546927485,0.005156424951,6,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1164,back,228,752,1.520281434,0.00506760478,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1165,dec,229,756,1.546788774,0.005155962581,7,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1166,back,228,752,1.52031816,0.005067727201,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1167,dec,229,756,1.546807492,0.005156024972,7,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1168,back,228,752,1.520403651,0.005068012168,6,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1169,dec,229,756,1.546741775,0.005155805915,7,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1170,back,228,752,1.520291041,0.005067636804,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1171,dec,229,756,1.546817511,0.00515605837,7,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1172,back,228,752,1.520404974,0.005068016579,6,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1173,dec,229,756,1.546746063,0.005155820209,7,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1174,back,228,752,1.520287263,0.005067624211,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.54681624,1
1175,dec,229,756,1.546821476,0.005156071588,7,0,0.97270312,71,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1176,dec,228,752,1.520405077,0.005068016923,6,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1177,back,227,746,1.494320776,0.004981069252,3,0,0.97270312,73,0,-inf,0,0,0,0,-inf,0,0,0,1.520356156,1
1178,dec,228,752,1.520577281,0.005068590937,4,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1179,back,227,746,1.494521612,0.004981738705,4,0,0.97270312,73,0,-inf,0,0,0,0,-inf,0,0,0,1.520576993,1
1180,dec,228,750,1.521267799,0.005070892663,6,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1181,back,227,746,1.493918373,0.004979727911,7,0,0.97270312,73,0,-inf,0,0,0,0,-inf,0,0,0,1.520576993,1
1182,dec,228,750,1.520503408,0.005068344693,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1183,back,227,746,1.494077624,0.004980258747,6,0,0.97270312,73,0,-inf,0,0,0,0,-inf,0,0,0,1.520576993,1
1184,dec,228,750,1.520509269,0.005068364231,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1185,back,227,746,1.493925159,0.004979750529,7,0,0.97270312,73,0,-inf,0,0,0,0,-inf,0,0,0,1.520576993,1
1186,dec,228,750,1.520550635,0.005068502117,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1187,back,227,746,1.494036608,0.004980122026,6,0,0.97270312,73,0,-inf,0,0,0,0,-inf,0,0,0,1.520576993,1
1188,dec,228,750,1.520504927,0.005068349758,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1189,back,227,746,1.493920628,0.004979735426,7,0,0.97270312,73,0,-inf,0,0,0,0,-inf,0,0,0,1.520576993,1
1190,dec,228,750,1.520571822,0.005068572739,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1191,back,227,746,1.49404087,0.004980136232,6,0,0.97270312,73,0,-inf,0,0,0,0,-inf,0,0,0,1.520576993,1
1192,dec,228,750,1.52050291,0.005068343034,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1193,back,227,746,1.493921643,0.004979738809,7,0,0.97270312,73,0,-inf,0,0,0,0,-inf,0,0,0,1.520576993,1
1194,dec,228,750,1.520570267,0.005068567558,7,0,0.97270312,72,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1195,dec,227,746,1.494040592,0.004980135307,6,0,0.97270312,73,0,-inf,0,0,0,0,-inf,0,0,0,1.463503121,1
1196,back,226,736,1.463661548,0.004878871827,5,0,0.9703531289,74,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1197,dec,227,746,1.494420742,0.004981402472,5,0,0.9703531289,73,0,-inf,0,0,0,0,-inf,0,0,0,1.463503121,1
1198,back,226,736,1.463943811,0.004879812702,5,0,0.9694715902,74,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1199,dec,227,746,1.49440995,0.004981366501,5,0,0.9694715902,73,0,-inf,0,0,0,0,-inf,0,0,0,1.463503121,1
1200,back,226,736,1.463322227,0.004877740758,7,0,0.969452159,74,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1201,dec,227,746,1.493917176,0.004979723919,5,0,0.969452159,73,0,-inf,0,0,0,0,-inf,0,0,0,1.463959341,1
1202,back,226,739,1.463908538,0.004879695126,7,0,0.969452159,74,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1203,dec,227,746,1.49378793,0.004979293099,7,0,0.969452159,73,0,-inf,0,0,0,0,-inf,0,0,0,1.463503121,1
1204,back,226,736,1.463633827,0.004878779424,5,0,0.969452159,74,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1205,dec,227,746,1.493975647,0.004979918825,7,0,0.969452159,73,0,-inf,0,0,0,0,-inf,0,0,0,1.463503121,1
1206,back,226,736,1.463346606,0.004877822021,5,0,0.969286731,74,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1207,dec,227,746,1.49434685,0.004981156168,5,0,0.969286731,73,0,-inf,0,0,0,0,-inf,0,0,0,1.463959341,1
1208,back,226,739,1.464070384,0.004880234612,4,0,0.969286731,74,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1209,dec,227,746,1.493974708,0.004979915694,7,0,0.969286731,73,0,-inf,0,0,0,0,-inf,0,0,0,1.463503121,1
1210,back,226,736,1.463757377,0.004879191255,5,0,0.969286731,74,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1211,dec,227,746,1.49389525,0.004979650835,7,0,0.969286731,73,0,-inf,0,0,0,0,-inf,0,0,0,1.461580985,1
1212,back,226,736,1.461648813,0.00487216271,5,0,0.969286731,74,0,-inf,0,0,0,0,-inf,0,0,0,1.49400867,1
1213,dec,227,746,1.493792758,0.004979309194,6,0,0.969286731,73,0,-inf,0,0,0,0,-inf,0,0,0,1.463503121,1
1214,dec,226,736,1.463864183,0.004879547275,6,0,0.969286731,74,0,-inf,0,0,0,0,-inf,0,0,0,1.438725948,1
1215,back,225,726,1.439017535,0.004796725117,5,0,0.969286731,75,0,-inf,0,0,0,0,-inf,0,0,0,1.444678199,1
1216,dec,226,736,1.444636902,0.00481545634,3,0,0.969286731,74,0,-inf,0,0,0,0,-inf,0,0,0,1.438725948,1
1217,back,225,726,1.438691373,0.004795637909,2,0,0.969286731,75,0,-inf,0,0,0,0,-inf,0,0,0,1.466891913,1
1218,dec,226,730,1.46716084,0.004890536133,5,0,0.969286731,74,0,-inf,0,0,0,0,-inf,0,0,0,1.44161338,1
1219,back,225,724,1.441819718,0.004806065727,3,0,0.969286731,75,0,-inf,0,0,0,0,-inf,0,0,0,1.461737515,1
1220,dec,226,730,1.461587433,0.00487195811,4,0,0.969286731,74,0,-inf,0,0,0,0,-inf,0,0,0,1.461181788,1
1221,back,225,722,1.461094153,0.004870313844,1,0,0.969286731,75,0,-inf,0,0,0,0,-inf,0,0,0,1.461181788,1
1222,dec,225,722,1.461064787,0.004870215956,0,1,0.969286731,75,0,-inf,0,0,0,0,-inf,0,0,0,1.44161338,1
1223,back,224,716,1.441740067,0.004805800222,3,0,0.969286731,76,0,-inf,0,0,0,0,-inf,0,0,0,1.457150681,1
1224,dec,225,722,1.45685678,0.004856189265,5,0,0.969286731,75,0,-inf,0,0,0,0,-inf,0,0,0,1.44161338,1
1225,back,224,716,1.440829454,0.004802764847,4,0,0.969286731,76,0,-inf,0,0,0,0,-inf,0,0,0,1.44161338,1
1226,dec,224,716,1.441051056,0.00480350352,0,1,0.969286731,76,0,-inf,0,0,0,0,-inf,0,0,0,1.414294809,1
1227,back,223,709,1.414309463,0.004714364877,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.44161338,1
1228,dec,224,716,1.441281406,0.004804271354,3,0,0.969286731,76,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1229,back,223,712,1.412799618,0.004709332061,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.44161338,1
1230,dec,224,716,1.441873199,0.004806243998,5,0,0.969286731,76,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1231,back,223,712,1.413588272,0.004711960908,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.44161338,1
1232,dec,224,716,1.442149718,0.004807165726,5,0,0.969286731,76,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1233,dec,223,712,1.413662199,0.004712207329,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.384853777,1
1234,back,222,708,1.384963756,0.004616545854,5,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1235,dec,223,712,1.412965154,0.004709883847,7,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1236,back,222,705,1.385969358,0.00461989786,5,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1237,dec,223,712,1.413689734,0.004712299113,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1238,back,222,705,1.385753663,0.004619178877,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1239,dec,223,712,1.413515557,0.004711718523,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1240,back,222,705,1.385817219,0.004619390731,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1241,dec,223,712,1.413581433,0.004711938111,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1242,back,222,705,1.385812415,0.004619374715,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1243,dec,223,712,1.413587282,0.004711957605,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1244,back,222,705,1.385813998,0.004619379994,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1245,dec,223,712,1.413573249,0.00471191083,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1246,back,222,705,1.385818938,0.004619396462,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1247,dec,223,712,1.413568999,0.004711896664,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1248,back,222,705,1.385814513,0.004619381709,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1249,dec,223,712,1.413565805,0.004711886015,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1250,back,222,705,1.385813534,0.004619378446,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.413100924,1
1251,dec,223,712,1.413566186,0.004711887287,5,0,0.969286731,77,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1252,dec,222,705,1.385813052,0.004619376841,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.356693517,1
1253,back,221,701,1.35742469,0.004524748965,5,0,0.969286731,79,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1254,dec,222,705,1.385562411,0.00461854137,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.356693517,1
1255,back,221,701,1.356813932,0.004522713108,6,0,0.969286731,79,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1256,dec,222,705,1.385773352,0.004619244508,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.356693517,1
1257,back,221,701,1.35662718,0.004522090601,7,0,0.969286731,79,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1258,dec,222,705,1.385843646,0.004619478821,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.356693517,1
1259,back,221,701,1.356641908,0.004522139693,7,0,0.969286731,79,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1260,dec,222,705,1.385815783,0.004619385944,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.356693517,1
1261,back,221,701,1.356613335,0.004522044451,7,0,0.969286731,79,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1262,dec,222,705,1.38579006,0.004619300201,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.356693517,1
1263,back,221,701,1.356594239,0.004521980796,7,0,0.969286731,79,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1264,dec,222,705,1.385775424,0.004619251415,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.356693517,1
1265,back,221,701,1.356583142,0.004521943805,7,0,0.969286731,79,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1266,dec,222,705,1.385766505,0.004619221683,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.356693517,1
1267,back,221,701,1.356577245,0.004521924151,7,0,0.969286731,79,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
1268,dec,222,705,1.385762058,0.004619206861,7,0,0.969286731,78,0,-inf,0,0,0,0,-inf,0,0,0,1.356693517,1
1269,back,221,701,1.356574391,0.004521914637,7,0,0.969286731,79,0,-inf,0,0,0,0,-inf,0,0,0,1.385850858,1
