# scorer=cert K=3 N=300 M=1245 seed=1 r=0.9 theta=0 veto=0 dynamic_I_backtrack=0 lyapunov=1 lyapunov_step=1400 lyapunov_check=0 adjoint_check=1 eps=0.01 damp=0
step,move,Nt,Mt,Sigma,Sigma_per_N,eta,unit_prop,last_cert,n_fixed,lyapunov_rho,lyapunov_exponent,lyapunov_iterations,lyapunov_jvp_error,adjoint_identity_error,adjoint_eigenvalue,adjoint_overlap,adjoint_right_residual,adjoint_left_residual,tight_converged,tight_lyapunov_rho,tight_lyapunov_exponent,tight_lyapunov_iterations,tight_Sigma
494,dec,274,1034,2.368909556,0.007896365186,2,0,0.9828469243,26,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
495,back,273,1030,2.353891631,0.007846305438,2,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
496,dec,274,1036,2.369577261,0.007898590871,3,0,0.9828469243,26,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
497,back,273,1030,2.353815441,0.00784605147,3,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
498,dec,274,1036,2.369577513,0.007898591709,3,0,0.9828469243,26,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
499,back,273,1030,2.353828693,0.007846095643,3,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
500,dec,274,1036,2.369550845,0.007898502817,3,0,0.9828469243,26,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
501,back,273,1030,2.353778036,0.007845926785,3,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
502,dec,274,1036,2.369531614,0.007898438712,3,0,0.9828469243,26,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
503,back,273,1030,2.35375493,0.007845849768,3,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
504,dec,274,1036,2.369509368,0.007898364561,3,0,0.9828469243,26,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
505,back,273,1030,2.35374841,0.007845828033,3,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
506,dec,274,1036,2.369507425,0.007898358082,3,0,0.9828469243,26,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
507,back,273,1030,2.35375195,0.007845839832,3,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
508,dec,274,1036,2.369512488,0.00789837496,3,0,0.9828469243,26,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
509,back,273,1030,2.353754689,0.007845848963,3,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
510,dec,274,1036,2.369514823,0.007898382742,3,0,0.9828469243,26,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
511,dec,273,1030,2.353756363,0.007845854543,3,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
512,back,272,1023,2.337903552,0.007793011839,2,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
513,dec,273,1030,2.353739283,0.007845797611,2,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
514,back,272,1023,2.33803079,0.007793435966,2,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
515,dec,273,1030,2.353701671,0.007845672237,2,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
516,back,272,1023,2.337944846,0.007793149488,2,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
517,dec,273,1029,2.352603777,0.007842012589,3,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
518,back,272,1023,2.338050614,0.007793502047,3,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
519,dec,273,1030,2.353908883,0.007846362943,2,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
520,back,272,1023,2.338052128,0.007793507094,2,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
521,dec,273,1030,2.35383434,0.007846114467,2,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
522,back,272,1023,2.337891286,0.007792970952,2,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
523,dec,273,1030,2.353714342,0.007845714472,2,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
524,back,272,1023,2.337820161,0.007792733869,2,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
525,dec,273,1030,2.353673216,0.007845577387,2,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
526,back,272,1023,2.337822568,0.007792741893,2,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
527,dec,273,1030,2.353671774,0.00784557258,2,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
528,back,272,1023,2.337843953,0.007792813176,2,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
529,dec,273,1030,2.353681787,0.007845605955,2,0,0.9828469243,27,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
530,dec,272,1023,2.337849225,0.00779283075,2,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
531,back,271,1016,2.322112177,0.007740373924,3,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
532,dec,272,1023,2.338004616,0.007793348721,3,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
533,back,271,1016,2.322205853,0.007740686176,3,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
534,dec,272,1023,2.337964224,0.007793214079,3,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
535,back,271,1016,2.322085392,0.007740284639,3,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
536,dec,272,1023,2.338095942,0.007793653139,3,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
537,back,271,1016,2.322052689,0.007740175629,3,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
538,dec,272,1023,2.338103659,0.007793678864,3,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
539,back,271,1016,2.322094745,0.007740315817,3,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
540,dec,272,1023,2.338096147,0.007793653824,3,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
541,back,271,1016,2.322098683,0.007740328944,3,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
542,dec,272,1023,2.338085991,0.007793619971,3,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
543,back,271,1016,2.322092362,0.007740307875,3,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
544,dec,272,1023,2.338088397,0.00779362799,3,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
545,back,271,1016,2.322090813,0.007740302708,3,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
546,dec,272,1023,2.338089516,0.00779363172,3,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
547,back,271,1016,2.322090912,0.007740303039,3,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
548,dec,272,1023,2.338088352,0.007793627841,3,0,0.9828469243,28,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
549,dec,271,1016,2.322091046,0.007740303485,3,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
550,back,270,1005,2.312180808,0.00770726936,3,0,0.9828469243,30,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
551,dec,271,1012,2.315803313,0.007719344377,2,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
552,back,270,1005,2.312000821,0.007706669404,1,0,0.9828469243,30,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
553,dec,271,1012,2.324533395,0.00774844465,2,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
554,back,270,1005,2.311904595,0.00770634865,2,0,0.9828469243,30,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
555,dec,271,1009,2.324235906,0.007747453022,2,0,0.9828469243,29,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
556,back,270,1005,2.311812643,0.007706042142,2,0,0.9828469243,30,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
557,dec,270,1005,2.311971417,0.007706571389,0,1,0.9828469243,30,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
558,back,269,995,2.297929833,0.007659766109,3,0,0.9828469243,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
559,dec,270,1000,2.308729228,0.007695764094,2,0,0.9828469243,30,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
560,back,269,995,2.297751837,0.00765917279,1,0,0.9828469243,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
561,dec,270,1001,2.310318875,0.007701062917,3,0,0.9828469243,30,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
562,back,269,995,2.297686184,0.007658953946,3,0,0.9828469243,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
563,dec,270,1005,2.3119675,0.007706558335,2,0,0.9828469243,30,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
564,back,269,995,2.297532217,0.007658440724,2,0,0.9828469243,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
565,dec,270,1003,2.308166402,0.007693888006,2,0,0.9828469243,30,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
566,back,269,995,2.297872799,0.007659575997,1,0,0.9828469243,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
567,dec,270,1005,2.312198037,0.007707326791,2,0,0.9828469243,30,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
568,dec,269,995,2.297705681,0.007659018937,2,0,0.9828469243,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
569,back,268,986,2.279963274,0.007599877578,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
570,dec,269,995,2.297889638,0.007659632125,3,0,0.9822537721,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
571,back,268,987,2.279966049,0.00759988683,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
572,dec,269,995,2.29759738,0.007658657933,3,0,0.9822537721,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
573,back,268,986,2.280048147,0.00760016049,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
574,dec,269,995,2.297802353,0.007659341178,3,0,0.9822537721,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
575,back,268,986,2.280226257,0.00760075419,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
576,dec,269,995,2.298001018,0.007660003395,3,0,0.9822537721,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
577,back,268,987,2.279964815,0.007599882715,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
578,dec,269,995,2.29760638,0.007658687934,3,0,0.9822537721,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
579,back,268,986,2.280014159,0.007600047198,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
580,dec,269,995,2.297775069,0.00765925023,3,0,0.9822537721,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
581,back,268,986,2.280218643,0.00760072881,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
582,dec,269,995,2.297985613,0.007659952045,3,0,0.9822537721,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
583,back,268,987,2.279952807,0.00759984269,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
584,dec,269,995,2.29760267,0.007658675565,3,0,0.9822537721,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
585,back,268,986,2.280011379,0.007600037931,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
586,dec,269,995,2.29777509,0.007659250301,3,0,0.9822537721,31,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
587,dec,268,986,2.280217929,0.007600726429,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
588,back,267,978,2.262123879,0.007540412931,2,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
589,dec,268,987,2.279814382,0.007599381272,3,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
590,back,267,977,2.264963397,0.007549877988,2,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
591,dec,268,985,2.279091301,0.007596971002,2,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
592,back,267,977,2.264874604,0.007549582014,2,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
593,dec,268,987,2.279844222,0.007599480739,2,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
594,back,267,977,2.264841836,0.007549472788,2,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
595,dec,268,987,2.279812505,0.007599375017,2,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
596,back,267,977,2.264759373,0.007549197912,2,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
597,dec,268,987,2.279761845,0.007599206151,2,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
598,back,267,977,2.264626025,0.007548753417,2,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
599,dec,268,987,2.279584807,0.007598616025,2,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
600,back,267,977,2.264514133,0.007548380444,2,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
601,dec,268,987,2.279546549,0.007598488497,2,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
602,back,267,977,2.264533517,0.007548445058,2,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
603,dec,268,987,2.279575081,0.007598583604,2,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
604,back,267,977,2.264558193,0.007548527308,2,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
605,dec,268,987,2.279601308,0.007598671026,2,0,0.9822537721,32,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
606,dec,267,977,2.264578949,0.007548596496,2,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
607,back,266,968,2.246983982,0.007489946606,3,0,0.9822537721,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
608,dec,267,977,2.264883957,0.00754961319,3,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
609,back,266,968,2.247305946,0.007491019819,3,0,0.9822537721,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
610,dec,267,977,2.264977619,0.007549925397,3,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
611,back,266,968,2.247360653,0.007491202177,3,0,0.9822537721,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
612,dec,267,977,2.265020337,0.007550067791,3,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
613,back,266,968,2.247350027,0.007491166757,3,0,0.9822537721,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
614,dec,267,977,2.264989065,0.007549963551,3,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
615,back,266,968,2.247322259,0.007491074196,3,0,0.9822537721,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
616,dec,267,977,2.264967629,0.007549892097,3,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
617,back,266,968,2.247310893,0.007491036309,3,0,0.9822537721,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
618,dec,267,977,2.264960098,0.007549866992,3,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
619,back,266,968,2.247306634,0.007491022115,3,0,0.9822537721,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
620,dec,267,977,2.264958091,0.007549860304,3,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
621,back,266,968,2.247305091,0.00749101697,3,0,0.9822537721,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
622,dec,267,977,2.264958002,0.007549860007,3,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
623,back,266,968,2.247305869,0.007491019564,3,0,0.9822537721,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
624,dec,267,977,2.264959496,0.007549864986,3,0,0.9822537721,33,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
625,dec,266,968,2.247307735,0.007491025784,3,0,0.9822537721,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
626,back,265,960,2.227941834,0.007426472781,2,0,0.981884741,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
627,dec,266,968,2.246919868,0.007489732893,3,0,0.981884741,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
628,back,265,960,2.227873082,0.007426243606,3,0,0.9811755543,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
629,dec,266,968,2.246749419,0.007489164731,2,0,0.9811755543,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
630,back,265,960,2.227676997,0.007425589989,3,0,0.9807224752,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
631,dec,266,968,2.246830093,0.007489433644,3,0,0.9807224752,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
632,back,265,960,2.227731046,0.007425770152,2,0,0.9807224752,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
633,dec,266,968,2.246635311,0.007488784368,3,0,0.9807224752,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
634,back,265,960,2.227827817,0.007426092722,3,0,0.9807224752,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
635,dec,266,968,2.246737581,0.007489125271,2,0,0.9807224752,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
636,back,265,960,2.227641108,0.007425470359,3,0,0.9807224752,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
637,dec,266,968,2.246864273,0.007489547577,3,0,0.9807224752,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
638,back,265,960,2.227701486,0.00742567162,2,0,0.9807224752,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
639,dec,266,968,2.246677861,0.007488926203,3,0,0.9807224752,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
640,back,265,960,2.227858849,0.007426196162,3,0,0.9807224752,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
641,dec,266,968,2.246730038,0.007489100127,2,0,0.9807224752,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
642,back,265,960,2.227659705,0.007425532349,3,0,0.9807224752,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
643,dec,266,968,2.24687023,0.007489567435,3,0,0.9807224752,34,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
644,dec,265,960,2.227705092,0.007425683639,2,0,0.9807224752,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
645,back,264,953,2.208161202,0.007360537341,2,0,0.9802116452,36,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
646,dec,265,960,2.228450281,0.007428167602,2,0,0.9802116452,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
647,back,264,953,2.208356134,0.007361187114,2,0,0.9798300519,36,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
648,dec,265,960,2.228594029,0.007428646764,2,0,0.9798300519,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
649,back,264,953,2.208206699,0.007360688996,2,0,0.9798300519,36,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
650,dec,265,960,2.228441542,0.007428138475,2,0,0.9798300519,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
651,back,264,953,2.208268316,0.007360894386,2,0,0.9797767381,36,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
652,dec,265,960,2.228566973,0.007428556576,2,0,0.9797767381,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
653,back,264,953,2.208377033,0.007361256776,2,0,0.9797767381,36,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
654,dec,265,960,2.228671415,0.007428904717,2,0,0.9797767381,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
655,back,264,953,2.20845251,0.007361508366,2,0,0.9797767381,36,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
656,dec,265,960,2.228713547,0.007429045155,2,0,0.9797767381,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
657,back,264,953,2.208479291,0.007361597636,2,0,0.9797767381,36,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
658,dec,265,960,2.228714902,0.007429049674,2,0,0.9797767381,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
659,back,264,953,2.208474468,0.007361581561,2,0,0.9797767381,36,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
660,dec,265,960,2.228709237,0.00742903079,2,0,0.9797767381,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
661,back,264,953,2.208465164,0.007361550548,2,0,0.9797767381,36,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
662,dec,265,960,2.228702512,0.007429008372,2,0,0.9797767381,35,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
663,dec,264,953,2.208459952,0.007361533175,2,0,0.9797767381,36,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
664,back,263,945,2.198931627,0.007329772089,2,0,0.9797767381,37,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
665,dec,263,945,2.19849493,0.007328316433,0,1,0.9797767381,37,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
666,back,262,937,2.177851086,0.007259503622,2,0,0.9797767381,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
667,dec,263,945,2.19863799,0.007328793298,4,0,0.9797767381,37,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
668,back,262,937,2.177906122,0.007259687073,2,0,0.9797178612,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
669,dec,263,945,2.198516415,0.00732838805,3,0,0.9797178612,37,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
670,back,262,937,2.178465776,0.007261552586,2,0,0.9797178612,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
671,dec,263,945,2.198994216,0.00732998072,3,0,0.9797178612,37,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
672,back,262,937,2.177661492,0.007258871642,4,0,0.9797178612,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
673,dec,263,945,2.198293228,0.007327644094,4,0,0.9797178612,37,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
674,back,262,937,2.17781319,0.007259377299,3,0,0.9797178612,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
675,dec,263,945,2.197752805,0.007325842683,3,0,0.9797178612,37,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
676,back,262,937,2.17802877,0.007260095901,2,0,0.9796015946,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
677,dec,263,945,2.198279967,0.00732759989,5,0,0.9796015946,37,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
678,back,262,937,2.177418264,0.007258060881,2,0,0.9796015946,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
679,dec,263,945,2.197991525,0.007326638416,4,0,0.9796015946,37,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
680,back,262,937,2.177412896,0.007258042986,3,0,0.9796015946,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
681,dec,263,945,2.198239624,0.007327465414,4,0,0.9796015946,37,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
682,dec,262,937,2.177356579,0.007257855262,3,0,0.979461279,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
683,back,261,930,2.155901953,0.007186339844,3,0,0.9781790691,39,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
684,dec,262,937,2.178263943,0.007260879809,2,0,0.9781790691,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
685,back,261,930,2.156800048,0.007189333494,2,0,0.9781790691,39,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
686,dec,262,937,2.178219397,0.007260731323,3,0,0.9781790691,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
687,back,261,930,2.156718945,0.00718906315,2,0,0.9781790691,39,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
688,dec,262,937,2.178290057,0.007260966857,2,0,0.9781790691,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
689,back,261,930,2.156570671,0.007188568902,3,0,0.9781790691,39,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
690,dec,262,937,2.178287668,0.007260958893,2,0,0.9781790691,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
691,back,261,930,2.156725698,0.007189085659,2,0,0.9781790691,39,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
692,dec,262,937,2.178183169,0.007260610565,3,0,0.9781790691,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
693,back,261,930,2.156726559,0.007189088531,2,0,0.9781790691,39,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
694,dec,262,937,2.178403972,0.007261346573,2,0,0.9781790691,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
695,back,261,930,2.156594648,0.007188648826,3,0,0.9781790691,39,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
696,dec,262,937,2.178357735,0.00726119245,2,0,0.9781790691,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
697,back,261,930,2.156799284,0.007189330947,2,0,0.9781790691,39,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
698,dec,262,937,2.178216186,0.007260720619,3,0,0.9781790691,38,0,-inf,0,0,0,0,0,0,0,0,0,-inf,0,0
