# scorer=cert K=3 N=300 M=1245 seed=4 r=0.9 theta=0 veto=0 lookahead_k=0 parisi_exchange=0 parisi_audit=0 dynamic_I_backtrack=0 sigma_certified=0 transaction_safe=0 eps=0.01 damp=0
step,move,Nt,Mt,Sigma,Sigma_per_N,eta,unit_prop,last_cert,n_fixed,P_max,I_min,predicted_delta_sigma,predicted_release_gain,actual_release_gain,release_converged,certified_sigma,replay_error,sp_residual,sp_contraction
13,back,299,1232,3.030176091,0.01010058697,1,0,0.9964535392,1,0,1,0,-0,0,0,0,0,0.002928824017,0.2000657473
14,dec,300,1245,3.033739602,0.01011246534,1,0,0.9964535392,0,0,1,0,-0,0,0,0,0,0.003450031622,0.22888943
15,back,299,1232,3.030091915,0.01010030638,1,0,0.9964164017,1,0,1,0,-0,0,0,0,0,0.002456184359,0.1647310647
16,dec,300,1245,3.033645921,0.01011215307,1,0,0.9964164017,0,0,1,0,-0,0,0,0,0,0.003355859853,0.2248667559
17,dec,299,1232,3.029965888,0.01009988629,1,0,0.9963942909,1,0,1,0,-0,0,0,0,0,0.002463178973,0.1671614962
18,back,298,1223,3.025173215,0.01008391072,1,0,0.9952579745,2,0,1,0,-0,0,0,0,0,0.005823393639,0.1324737674
19,dec,299,1232,3.02988035,0.01009960117,1,0,0.9952579745,1,0,1,0,-0,0,0,0,0,0.006040746914,0.1382708177
20,back,298,1223,3.025124537,0.01008374846,1,0,0.9952579745,2,0,1,0,-0,0,0,0,0,0.006247832807,0.1452421299
21,dec,299,1232,3.029829513,0.01009943171,1,0,0.9952579745,1,0,1,0,-0,0,0,0,0,0.006171806105,0.1435610231
22,back,298,1223,3.025136673,0.01008378891,1,0,0.9952579745,2,0,1,0,-0,0,0,0,0,0.006587510127,0.1539732915
23,dec,299,1232,3.029830629,0.01009943543,1,0,0.9952579745,1,0,1,0,-0,0,0,0,0,0.006495252418,0.1520089261
24,back,298,1223,3.025193275,0.01008397758,1,0,0.9952579745,2,0,1,0,-0,0,0,0,0,0.006664793912,0.1571046
25,dec,299,1232,3.029854644,0.01009951548,1,0,0.9952579745,1,0,1,0,-0,0,0,0,0,0.006434451348,0.1516646777
26,back,298,1223,3.025266705,0.01008422235,1,0,0.9952579745,2,0,1,0,-0,0,0,0,0,0.006511817548,0.1548349935
27,dec,299,1232,3.029880537,0.01009960179,1,0,0.9952579745,1,0,1,0,-0,0,0,0,0,0.00645324467,0.1532229336
28,back,298,1223,3.025335463,0.01008445154,1,0,0.9952579745,2,0,1,0,-0,0,0,0,0,0.00646779493,0.1548118099
29,dec,299,1232,3.029898601,0.010099662,1,0,0.9952579745,1,0,1,0,-0,0,0,0,0,0.006392440502,0.1528924411
30,back,298,1223,3.025387639,0.01008462546,1,0,0.9952579745,2,0,1,0,-0,0,0,0,0,0.006335270009,0.1528219148
31,dec,299,1232,3.029900337,0.01009966779,1,0,0.9952579745,1,0,1,0,-0,0,0,0,0,0.006364713802,0.1531497213
32,back,298,1223,3.025418437,0.01008472812,1,0,0.9952579745,2,0,1,0,-0,0,0,0,0,0.006268728804,0.1519984709
33,dec,299,1232,3.029888887,0.01009962962,1,0,0.9952579745,1,0,1,0,-0,0,0,0,0,0.006321767133,0.1529154066
34,back,298,1223,3.025430231,0.01008476744,1,0,0.9952579745,2,0,1,0,-0,0,0,0,0,0.006192916867,0.1510252594
35,dec,299,1232,3.029869173,0.01009956391,1,0,0.9952579745,1,0,1,0,-0,0,0,0,0,0.006302311454,0.1532449254
36,dec,298,1223,3.025428808,0.01008476269,1,0,0.9952579745,2,0,1,0,-0,0,0,0,0,0.006152139624,0.1507380013
37,back,297,1217,3.020719446,0.01006906482,1,0,0.9952474177,3,0,1,0,-0,0,0,0,0,0.00931293331,0.09776348592
38,dec,298,1223,3.025421487,0.01008473829,1,0,0.9952474177,2,0,1,0,-0,0,0,0,0,0.009841754105,0.1037599749
39,back,297,1217,3.020861632,0.01006953877,2,0,0.9952474177,3,0,1,0,-0,0,0,0,0,0.00520165403,0.5019003211
40,dec,298,1223,3.025432556,0.01008477519,1,0,0.9952474177,2,0,1,0,-0,0,0,0,0,0.009716665132,0.101721148
41,back,297,1217,3.020869361,0.01006956454,2,0,0.9952474177,3,0,1,0,-0,0,0,0,0,0.005039435195,0.4856311366
42,dec,298,1223,3.025405634,0.01008468545,1,0,0.9952474177,2,0,1,0,-0,0,0,0,0,0.009398681762,0.098359839
43,back,297,1217,3.020838611,0.01006946204,2,0,0.9952474177,3,0,1,0,-0,0,0,0,0,0.004413933673,0.4355441306
44,dec,298,1223,3.025352256,0.01008450752,1,0,0.9952474177,2,0,1,0,-0,0,0,0,0,0.009473552329,0.09876954873
45,back,297,1217,3.020811316,0.01006937105,2,0,0.9952474177,3,0,1,0,-0,0,0,0,0,0.004438900188,0.4435030015
46,dec,298,1223,3.025311256,0.01008437085,1,0,0.9952474177,2,0,1,0,-0,0,0,0,0,0.009510017181,0.09907079033
47,back,297,1217,3.020785937,0.01006928646,1,0,0.9952474177,3,0,1,0,-0,0,0,0,0,0.009984222062,0.1061702135
48,dec,298,1223,3.025309572,0.01008436524,2,0,0.9952474177,2,0,1,0,-0,0,0,0,0,0.004785257292,0.4641060635
49,back,297,1217,3.020796575,0.01006932192,1,0,0.9952474177,3,0,1,0,-0,0,0,0,0,0.00944840931,0.1002190851
50,dec,298,1223,3.025323471,0.01008441157,2,0,0.9952474177,2,0,1,0,-0,0,0,0,0,0.004734289705,0.4705538486
51,back,297,1217,3.020801123,0.01006933708,1,0,0.9952474177,3,0,1,0,-0,0,0,0,0,0.009236673739,0.09713066242
52,dec,298,1223,3.025344749,0.0100844825,2,0,0.9952474177,2,0,1,0,-0,0,0,0,0,0.004517719712,0.4457906436
53,back,297,1217,3.020795268,0.01006931756,1,0,0.9952474177,3,0,1,0,-0,0,0,0,0,0.009354061858,0.09800985117
54,dec,298,1223,3.025370465,0.01008456822,2,0,0.9952474177,2,0,1,0,-0,0,0,0,0,0.004617707722,0.4556017124
55,dec,297,1217,3.020785006,0.01006928335,1,0,0.9952474177,3,0,1,0,-0,0,0,0,0,0.009414663611,0.09839960761
56,back,296,1202,3.015614869,0.01005204956,1,0,0.9948705675,4,0,1,0,-0,0,0,0,0,0.004392079864,0.2293873267
57,dec,297,1217,3.020748523,0.01006916174,1,0,0.9948705675,3,0,1,0,-0,0,0,0,0,0.004365637607,0.2391079625
58,back,296,1202,3.015584294,0.01005194765,1,0,0.9948464857,4,0,1,0,-0,0,0,0,0,0.00510364018,0.2643236182
59,dec,297,1217,3.020758086,0.01006919362,1,0,0.9948464857,3,0,1,0,-0,0,0,0,0,0.00558415332,0.2728636968
60,back,296,1202,3.015630469,0.01005210156,1,0,0.9948464857,4,0,1,0,-0,0,0,0,0,0.005240116913,0.2608475038
61,dec,297,1217,3.020781773,0.01006927258,1,0,0.9948464857,3,0,1,0,-0,0,0,0,0,0.005135169651,0.2614732512
62,back,296,1202,3.015676924,0.01005225641,1,0,0.9948464857,4,0,1,0,-0,0,0,0,0,0.0050128146,0.2590179671
63,dec,297,1217,3.020791816,0.01006930605,1,0,0.9948464857,3,0,1,0,-0,0,0,0,0,0.005061697685,0.2586005727
64,back,296,1202,3.015703275,0.01005234425,1,0,0.9948464857,4,0,1,0,-0,0,0,0,0,0.004954308556,0.257463644
65,dec,297,1217,3.020793507,0.01006931169,1,0,0.9948464857,3,0,1,0,-0,0,0,0,0,0.004964433934,0.2556718837
66,back,296,1202,3.015716321,0.01005238774,1,0,0.9948464857,4,0,1,0,-0,0,0,0,0,0.004882927709,0.2549360362
67,dec,297,1217,3.020784639,0.01006928213,1,0,0.9948464857,3,0,1,0,-0,0,0,0,0,0.004900200905,0.2524344538
68,back,296,1202,3.015718724,0.01005239575,1,0,0.9948464857,4,0,1,0,-0,0,0,0,0,0.004840348651,0.2529102514
69,dec,297,1217,3.020774079,0.01006924693,1,0,0.9948464857,3,0,1,0,-0,0,0,0,0,0.004860293791,0.2517312509
70,back,296,1202,3.01571625,0.0100523875,1,0,0.9948464857,4,0,1,0,-0,0,0,0,0,0.004827334336,0.252230373
71,dec,297,1217,3.020764385,0.01006921462,1,0,0.9948464857,3,0,1,0,-0,0,0,0,0,0.004839386216,0.2507704734
72,back,296,1202,3.015711956,0.01005237319,1,0,0.9948464857,4,0,1,0,-0,0,0,0,0,0.004837166889,0.2522694919
73,dec,297,1217,3.020758493,0.01006919498,1,0,0.9948464857,3,0,1,0,-0,0,0,0,0,0.004840394413,0.2511521059
74,dec,296,1202,3.015708003,0.01005236001,1,0,0.9948464857,4,0,1,0,-0,0,0,0,0,0.004841454019,0.2519599316
75,back,295,1193,3.010019239,0.01003339746,1,0,0.9942597721,5,0,1,0,-0,0,0,0,0,0.009182423543,0.5241113083
76,dec,296,1202,3.015740026,0.01005246675,1,0,0.9942597721,4,0,1,0,-0,0,0,0,0,0.009777412677,0.5541581182
77,back,295,1193,3.010166115,0.01003388705,2,0,0.9942597721,5,0,1,0,-0,0,0,0,0,0.00361876426,0.35144952
78,dec,296,1202,3.015699435,0.01005233145,1,0,0.9942597721,4,0,1,0,-0,0,0,0,0,0.008282229304,0.4802266599
79,back,295,1193,3.010328631,0.01003442877,1,0,0.9942597721,5,0,1,0,-0,0,0,0,0,0.008890064466,0.5335423193
80,dec,296,1202,3.015613264,0.01005204421,2,0,0.9942597721,4,0,1,0,-0,0,0,0,0,0.003189063091,0.3135755305
81,back,295,1193,3.010308232,0.01003436077,1,0,0.9942597721,5,0,1,0,-0,0,0,0,0,0.008784566894,0.5078811422
82,dec,296,1202,3.015636952,0.01005212317,1,0,0.9942597721,4,0,1,0,-0,0,0,0,0,0.009373722694,0.5453215796
83,back,295,1193,3.010365146,0.01003455049,1,0,0.9942597721,5,0,1,0,-0,0,0,0,0,0.009983919832,0.5491400952
84,dec,296,1202,3.015519134,0.01005173045,2,0,0.9942597721,4,0,1,0,-0,0,0,0,0,0.003368415036,0.3294906617
85,back,295,1193,3.010296663,0.01003432221,1,0,0.9942597721,5,0,1,0,-0,0,0,0,0,0.008510376256,0.5075777963
86,dec,296,1202,3.015567375,0.01005189125,1,0,0.9942597721,4,0,1,0,-0,0,0,0,0,0.009051226461,0.5500750284
87,back,295,1193,3.0103358,0.01003445267,1,0,0.9942597721,5,0,1,0,-0,0,0,0,0,0.009965278908,0.546953928
88,dec,296,1202,3.015565702,0.01005188567,1,0,0.9942597721,4,0,1,0,-0,0,0,0,0,0.009845546261,0.566170063
89,back,295,1193,3.010324053,0.01003441351,1,0,0.9942597721,5,0,1,0,-0,0,0,0,0,0.009402491666,0.5438714149
90,dec,296,1202,3.015572424,0.01005190808,1,0,0.9942597721,4,0,1,0,-0,0,0,0,0,0.00926177302,0.5416035337
91,back,295,1193,3.010313278,0.01003437759,1,0,0.9942597721,5,0,1,0,-0,0,0,0,0,0.008878135193,0.5390970659
92,dec,296,1202,3.015588337,0.01005196112,1,0,0.9942597721,4,0,1,0,-0,0,0,0,0,0.009110478266,0.542726982
93,dec,295,1193,3.010300061,0.01003433354,1,0,0.9942597721,5,0,1,0,-0,0,0,0,0,0.009024722746,0.5421371749
94,back,294,1189,3.003484092,0.01001161364,4,0,0.9932499235,6,0,1,0,-0,0,0,0,0,0.007058255199,0.3025221538
95,dec,295,1193,3.010327894,0.01003442631,4,0,0.9932499235,5,0,1,0,-0,0,0,0,0,0.007011457391,0.2961165536
96,back,294,1189,3.003580714,0.01001193571,4,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.007457613984,0.3063521013
97,dec,295,1193,3.010320843,0.01003440281,4,0,0.9931745449,5,0,1,0,-0,0,0,0,0,0.006907513577,0.2855289369
98,back,294,1189,3.003583572,0.01001194524,4,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.007219243232,0.294267551
99,dec,295,1193,3.010276021,0.0100342534,4,0,0.9931745449,5,0,1,0,-0,0,0,0,0,0.007198508079,0.2935790535
100,back,294,1189,3.003563984,0.01001187995,4,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.007127804389,0.2906873404
101,dec,295,1193,3.01027937,0.01003426457,4,0,0.9931745449,5,0,1,0,-0,0,0,0,0,0.007301888409,0.2965291458
102,back,294,1189,3.003564257,0.01001188086,4,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.007104019886,0.2905056117
103,dec,295,1193,3.010305307,0.01003435102,4,0,0.9931745449,5,0,1,0,-0,0,0,0,0,0.007310363434,0.2977085387
104,back,294,1189,3.003558636,0.01001186212,4,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.007132679107,0.2924984493
105,dec,295,1193,3.010314918,0.01003438306,4,0,0.9931745449,5,0,1,0,-0,0,0,0,0,0.007250006409,0.2971418638
106,back,294,1189,3.003547174,0.01001182391,4,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.007181055269,0.2949014811
107,dec,295,1193,3.010313152,0.01003437717,4,0,0.9931745449,5,0,1,0,-0,0,0,0,0,0.0071831465,0.2958357678
108,back,294,1189,3.00354581,0.01001181937,4,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.007213672016,0.2961697683
109,dec,295,1193,3.010310773,0.01003436924,4,0,0.9931745449,5,0,1,0,-0,0,0,0,0,0.007148305793,0.2947682582
110,back,294,1189,3.003552537,0.01001184179,4,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.007219005958,0.2960521588
111,dec,295,1193,3.010307298,0.01003435766,4,0,0.9931745449,5,0,1,0,-0,0,0,0,0,0.007152193453,0.2944400943
112,dec,294,1189,3.003557657,0.01001185886,4,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.007204627631,0.2951503218
113,back,293,1184,2.997233884,0.009990779615,2,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.008179838045,0.5125749268
114,dec,294,1188,3.003415001,0.01001138334,4,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.006582020584,0.2998657728
115,back,293,1180,2.999437729,0.009998125763,0,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.008535255893,0
116,dec,294,1185,3.002352982,0.01000784327,3,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.002669982158,0.264223664
117,back,293,1180,2.999417735,0.009998059118,3,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.003031073327,0.2975125655
118,dec,294,1189,3.004223288,0.01001407763,1,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.008293851466,0.5013242354
119,back,293,1180,2.999443875,0.009998146251,1,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.008084787661,0.5409709394
120,dec,294,1195,3.004159497,0.01001386499,1,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.004619788532,0.2452651054
121,back,293,1180,2.999438319,0.009998127731,1,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.004250886888,0.2158631651
122,dec,294,1189,3.004416883,0.01001472294,1,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.007436693972,0.5187204759
123,back,293,1180,2.999466469,0.009998221564,1,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.008014182623,0.533296831
124,dec,294,1189,3.004537466,0.01001512489,1,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.008951324191,0.5473518105
125,back,293,1180,2.999470175,0.009998233918,1,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.009044893679,0.5507553816
126,dec,294,1189,3.004613807,0.01001537936,1,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.00880405265,0.54365997
127,back,293,1180,2.999444498,0.009998148326,1,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.009037409023,0.5447812685
128,dec,294,1189,3.004664476,0.01001554825,1,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.008818024485,0.5486418107
129,back,293,1180,2.999399872,0.009997999573,1,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.009095722392,0.5460781156
130,dec,294,1189,3.004678293,0.01001559431,1,0,0.9931745449,6,0,1,0,-0,0,0,0,0,0.008940821826,0.5410964427
131,dec,293,1180,2.999351774,0.009997839245,1,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.009170286325,0.5431613678
132,back,292,1176,2.99304161,0.009976805367,4,0,0.9931745449,8,0,1,0,-0,0,0,0,0,0.006626953969,0.3104258262
133,dec,293,1180,2.999428828,0.009998096094,4,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.006301774328,0.2947741341
134,back,292,1176,2.993279738,0.009977599125,4,0,0.9931745449,8,0,1,0,-0,0,0,0,0,0.007033718092,0.3145216077
135,dec,293,1180,2.999513804,0.009998379347,4,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.006160169682,0.2810079442
136,back,292,1176,2.993338166,0.009977793886,4,0,0.9931745449,8,0,1,0,-0,0,0,0,0,0.006759512086,0.2983317593
137,dec,293,1180,2.999421155,0.009998070517,4,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.006528380148,0.2904226926
138,back,292,1176,2.993274366,0.009977581221,4,0,0.9931745449,8,0,1,0,-0,0,0,0,0,0.006587350323,0.2905108691
139,dec,293,1180,2.999374544,0.009997915146,4,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.006740810478,0.2958599261
140,back,292,1176,2.993266846,0.009977556155,4,0,0.9931745449,8,0,1,0,-0,0,0,0,0,0.006498494353,0.2877614852
141,dec,293,1180,2.999422312,0.009998074373,4,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.006821364898,0.2991627542
142,back,292,1176,2.993278947,0.00997759649,4,0,0.9931745449,8,0,1,0,-0,0,0,0,0,0.006510638657,0.2897677693
143,dec,293,1180,2.999455816,0.009998186053,4,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.006764842872,0.2993320725
144,back,292,1176,2.993259377,0.009977531256,4,0,0.9931745449,8,0,1,0,-0,0,0,0,0,0.006585213894,0.2939572886
145,dec,293,1180,2.999451497,0.009998171656,4,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.006655353613,0.2974093369
146,back,292,1176,2.993243624,0.009977478745,4,0,0.9931745449,8,0,1,0,-0,0,0,0,0,0.006656009143,0.2971066924
147,dec,293,1180,2.999445888,0.009998152961,4,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.006573196507,0.2951998914
148,back,292,1176,2.993252225,0.009977507416,4,0,0.9931745449,8,0,1,0,-0,0,0,0,0,0.006685625621,0.2978570311
149,dec,293,1180,2.99944422,0.009998147399,4,0,0.9931745449,7,0,1,0,-0,0,0,0,0,0.006553656488,0.2940556091
150,dec,292,1176,2.993264919,0.00997754973,4,0,0.9931745449,8,0,1,0,-0,0,0,0,0,0.006673022667,0.2966852242
151,back,291,1167,2.98644226,0.009954807532,1,0,0.9931066611,9,0,1,0,-0,0,0,0,0,0.006290292364,0.2971958045
152,dec,292,1176,2.993263715,0.009977545718,1,0,0.9931066611,8,0,1,0,-0,0,0,0,0,0.006171034996,0.2900221221
153,back,291,1167,2.986523641,0.009955078805,1,0,0.9931066611,9,0,1,0,-0,0,0,0,0,0.006346724255,0.3064109038
154,dec,292,1176,2.993314837,0.009977716123,1,0,0.9931066611,8,0,1,0,-0,0,0,0,0,0.006367290598,0.2873689181
155,back,291,1167,2.986613203,0.009955377344,1,0,0.9931066611,9,0,1,0,-0,0,0,0,0,0.005938923499,0.2714584512
156,dec,292,1176,2.993301258,0.009977670861,1,0,0.9931066611,8,0,1,0,-0,0,0,0,0,0.005849373914,0.2665046977
157,back,291,1167,2.986648338,0.009955494459,1,0,0.9931066611,9,0,1,0,-0,0,0,0,0,0.005492628147,0.2560894884
158,dec,292,1176,2.993273006,0.009977576686,1,0,0.9931066611,8,0,1,0,-0,0,0,0,0,0.005525308887,0.2550147342
159,back,291,1167,2.986651387,0.009955504625,1,0,0.9931066611,9,0,1,0,-0,0,0,0,0,0.005534827432,0.2624121971
160,dec,292,1176,2.993230987,0.009977436625,1,0,0.9931066611,8,0,1,0,-0,0,0,0,0,0.005379800408,0.2540706753
161,back,291,1167,2.986626984,0.009955423279,1,0,0.9931066611,9,0,1,0,-0,0,0,0,0,0.005333370432,0.2543168384
162,dec,292,1176,2.993195369,0.009977317896,1,0,0.9931066611,8,0,1,0,-0,0,0,0,0,0.005214511942,0.2462912776
163,back,291,1167,2.986604239,0.009955347464,1,0,0.9931066611,9,0,1,0,-0,0,0,0,0,0.005257288538,0.2509504262
164,dec,292,1176,2.993184752,0.009977282507,1,0,0.9931066611,8,0,1,0,-0,0,0,0,0,0.005218853721,0.2483098833
165,back,291,1167,2.986586046,0.009955286821,1,0,0.9931066611,9,0,1,0,-0,0,0,0,0,0.005213280164,0.247848655
166,dec,292,1176,2.993193287,0.009977310955,1,0,0.9931066611,8,0,1,0,-0,0,0,0,0,0.0052263834,0.2479903017
167,back,291,1167,2.986575985,0.009955253284,1,0,0.9931066611,9,0,1,0,-0,0,0,0,0,0.005184733858,0.2457438653
168,dec,292,1176,2.993219261,0.009977397538,1,0,0.9931066611,8,0,1,0,-0,0,0,0,0,0.005306493329,0.2517841602
169,dec,291,1167,2.986570907,0.009955236356,1,0,0.9931066611,9,0,1,0,-0,0,0,0,0,0.005184498578,0.2445787043
170,back,290,1160,2.978962412,0.009929874706,1,0,0.9924084625,10,0,1,0,-0,0,0,0,0,0.009136691641,0.4453732241
171,dec,291,1167,2.986562533,0.009955208443,1,0,0.9924084625,9,0,1,0,-0,0,0,0,0,0.008216613467,0.4060278071
172,back,290,1160,2.979007913,0.009930026378,1,0,0.9923328755,10,0,1,0,-0,0,0,0,0,0.009714935059,0.4914068456
173,dec,291,1167,2.986540583,0.009955135278,1,0,0.9923328755,9,0,1,0,-0,0,0,0,0,0.00859605131,0.406462223
174,back,290,1160,2.979088054,0.009930293513,1,0,0.9923328755,10,0,1,0,-0,0,0,0,0,0.009084730521,0.4495075974
175,dec,291,1167,2.986515533,0.009955051776,1,0,0.9923328755,9,0,1,0,-0,0,0,0,0,0.008181318812,0.4050548703
176,back,290,1160,2.979124991,0.009930416637,1,0,0.9923328755,10,0,1,0,-0,0,0,0,0,0.008926804535,0.4515797989
177,dec,291,1167,2.986469342,0.009954897808,1,0,0.9923328755,9,0,1,0,-0,0,0,0,0,0.00865711164,0.423047356
178,back,290,1160,2.979135107,0.009930450357,1,0,0.9923328755,10,0,1,0,-0,0,0,0,0,0.008671013094,0.441980761
179,dec,291,1167,2.986419262,0.009954730872,1,0,0.9923328755,9,0,1,0,-0,0,0,0,0,0.008478006791,0.4223250365
180,back,290,1160,2.979128193,0.009930427309,1,0,0.9923328755,10,0,1,0,-0,0,0,0,0,0.00853705918,0.4363211427
181,dec,291,1167,2.986382765,0.009954609217,1,0,0.9923328755,9,0,1,0,-0,0,0,0,0,0.008586379407,0.4250000228
182,back,290,1160,2.979109638,0.009930365461,1,0,0.9923328755,10,0,1,0,-0,0,0,0,0,0.008379456483,0.4265073105
183,dec,291,1167,2.986363997,0.009954546657,1,0,0.9923328755,9,0,1,0,-0,0,0,0,0,0.008513382119,0.423052284
184,back,290,1160,2.979092901,0.00993030967,1,0,0.9923328755,10,0,1,0,-0,0,0,0,0,0.00829968691,0.4229371985
185,dec,291,1167,2.986374439,0.009954581462,1,0,0.9923328755,9,0,1,0,-0,0,0,0,0,0.008488383886,0.4220964201
186,back,290,1160,2.979080744,0.009930269148,1,0,0.9923328755,10,0,1,0,-0,0,0,0,0,0.008221908918,0.4189100347
187,dec,291,1167,2.986402691,0.009954675638,1,0,0.9923328755,9,0,1,0,-0,0,0,0,0,0.008433835581,0.4202128737
188,dec,290,1160,2.979071983,0.009930239943,1,0,0.9923328755,10,0,1,0,-0,0,0,0,0,0.00823273743,0.4184412709
189,back,289,1150,2.971298809,0.009904329365,1,0,0.992319707,11,0,1,0,-0,0,0,0,0,0.008105820295,0.4334542253
190,dec,290,1160,2.97906731,0.009930224366,1,0,0.992319707,10,0,1,0,-0,0,0,0,0,0.007947423949,0.4279225775
191,back,289,1151,2.971294432,0.009904314772,0,0,0.9921988981,11,0,1,0,-0,0,0,0,0,0.009881309114,0
192,dec,290,1160,2.979125163,0.00993041721,0,0,0.9921988981,10,0,1,0,-0,0,0,0,0,0.009184538426,0
193,back,289,1150,2.971482559,0.009904941864,2,0,0.9921988981,11,0,1,0,-0,0,0,0,0,0.006752008739,0.6610196771
194,dec,290,1160,2.979080859,0.009930269531,2,0,0.9921988981,10,0,1,0,-0,0,0,0,0,0.005200817661,0.4992702515
195,back,289,1150,2.971455976,0.009904853253,1,0,0.9921988981,11,0,1,0,-0,0,0,0,0,0.008449568877,0.44743936
196,dec,290,1160,2.979049297,0.009930164323,1,0,0.9921988981,10,0,1,0,-0,0,0,0,0,0.007915704445,0.4245746513
197,back,289,1151,2.971417602,0.00990472534,0,0,0.9921988981,11,0,1,0,-0,0,0,0,0,0.009483968966,0
198,dec,290,1160,2.979060379,0.009930201262,0,0,0.9921988981,10,0,1,0,-0,0,0,0,0,0.0090232559,0
199,back,289,1150,2.971440899,0.009904802995,2,0,0.9921988981,11,0,1,0,-0,0,0,0,0,0.006500037294,0.5984267642
200,dec,290,1160,2.978989342,0.009929964474,2,0,0.9921988981,10,0,1,0,-0,0,0,0,0,0.005324752019,0.5035653867
201,back,289,1151,2.971377701,0.009904592336,0,0,0.9921988981,11,0,1,0,-0,0,0,0,0,0.009699167672,0
202,dec,290,1160,2.97898129,0.009929937634,1,0,0.9921988981,10,0,1,0,-0,0,0,0,0,0.006308729865,0.6275513258
203,back,289,1151,2.97131452,0.009904381732,1,0,0.9921988981,11,0,1,0,-0,0,0,0,0,0.007102165002,0.6806596055
