seed	solutions	b	t	mean_c1	mean_v1	mean_core_fraction	ess	seconds
45	12	0.6	0.95	46.53342703135871	17.96501906670936	0.8753080977921791	9.095316986932964	2.0923301489674486
45	12	0.6	0.9	45.73786661082089	17.938246664090894	0.8759589995073523	8.041929329503477	2.0923301489674486
45	12	0.6	0.8	44.11782497854768	17.910554234042234	0.8795704435685532	5.245060265248894	2.0923301489674486
46	0	1.0	1.0	0.0	0.0	0.0	0.0	1.7960184089606628
47	1	1.0	1.0	55.0	20.0	1.0	1.0	1.8455896329833195
47	1	1.0	0.95	55.0	20.0	1.0	1.0	1.8455896329833195
47	1	1.0	0.9	55.0	20.0	1.0	1.0	1.8455896329833195
47	1	1.0	0.8	55.0	20.0	1.0	1.0	1.8455896329833195
47	1	0.8	1.0	55.0	20.0	1.0	1.0	1.8455896329833195
47	1	0.8	0.95	55.0	20.0	1.0	1.0	1.8455896329833195
47	1	0.8	0.9	55.0	20.0	1.0	1.0	1.8455896329833195
47	1	0.8	0.8	55.0	20.0	1.0	1.0	1.8455896329833195
47	1	0.6	1.0	54.99999999999999	20.0	1.0	1.0	1.8455896329833195
47	1	0.6	0.95	55.0	20.0	1.0	1.0	1.8455896329833195
47	1	0.6	0.9	55.0	20.0	1.0	1.0	1.8455896329833195
47	1	0.6	0.8	55.0	20.0	1.0	1.0	1.8455896329833195
48	3	1.0	1.0	57.666666666666664	19.333333333333332	0.9666666666666667	3.0	1.7474301570327953
48	3	1.0	0.95	56.00826199497999	19.207959311510905	0.960397965575545	2.787372431029723	1.7474301570327953
48	3	1.0	0.9	54.75300809463128	19.116851400863688	0.9558425700431841	2.420074441853069	1.7474301570327953
48	3	1.0	0.8	53.38287501662241	19.02826543526554	0.951413271763277	1.9152889845520404	1.7474301570327953
48	3	0.8	1.0	57.07142857142858	19.285714285714285	0.9642857142857143	2.9696969696969697	1.7474301570327953
48	3	0.8	0.95	55.57465237198315	19.173587266911518	0.9586793633455758	2.6764799785519657	1.7474301570327953
48	3	0.8	0.9	54.48387297966113	19.09571807901513	0.9547859039507562	2.3360703508082996	1.7474301570327953
48	3	0.8	0.8	53.311143807964456	19.02274090452538	0.9511370452262689	1.8947393542458568	1.7474301570327953
48	3	0.6	1.0	56.38461538461539	19.23076923076923	0.9615384615384616	2.864406779661017	1.7474301570327953
48	3	0.6	0.95	55.101700882536996	19.136096609817162	0.956804830490858	2.538798073243923	1.7474301570327953
48	3	0.6	0.9	54.20154153475282	19.073548540514444	0.9536774270257223	2.2466430589663524	1.7474301570327953
48	3	0.6	0.8	53.23859231954681	19.017153198204703	0.9508576599102351	1.8740599423562765	1.7474301570327953
49	4	1.0	1.0	50.0	19.0	0.25	4.0	1.8623019919614308
49	4	1.0	0.95	48.92550090663811	18.84721387927941	0.16116360756122178	3.811241223225086	1.8623019919614308
49	4	1.0	0.9	48.07500732569804	18.71741855468891	0.09630882242430332	3.4373393819693967	1.8623019919614308
49	4	1.0	0.8	46.967586058774344	18.521888043387037	0.027813548799470938	2.726461113532462	1.8623019919614308
49	4	0.8	1.0	49.2962962962963	18.888888888888886	0.19753086419753088	3.9030339083878642	1.8623019919614308
49	4	0.8	0.95	48.35145494839219	18.748143285144494	0.12323087747933656	3.5485975735891304	1.8623019919614308
49	4	0.8	0.9	47.62641314398701	18.63125966485551	0.07164097265469344	3.140121038689012	1.8623019919614308
49	4	0.8	0.8	46.69081922567673	18.455664303833572	0.019850538404542137	2.4613511726423956	1.8623019919614308
49	4	0.6	1.0	48.46875000000001	18.75	0.140625	3.5432525951557086	1.8623019919614308
49	4	0.6	0.95	47.696853110373475	18.62741214659076	0.08446476326902977	3.113289667925557	1.8623019919614308
49	4	0.6	0.9	47.120307301429655	18.527458470922873	0.04759634475003481	2.7285541093846626	1.8623019919614308
49	4	0.6	0.8	46.37461393010904	18.376755341274656	0.012583814390311029	2.1412991567601565	1.8623019919614308
50	0	1.0	1.0	0.0	0.0	0.0	0.0	1.7015654069837183
51	1	1.0	1.0	58.0	20.0	1.0	1.0	1.8952363090356812
51	1	1.0	0.95	58.0	20.0	1.0	1.0	1.8952363090356812
51	1	1.0	0.9	58.0	20.0	1.0	1.0	1.8952363090356812
51	1	1.0	0.8	58.0	20.0	1.0	1.0	1.8952363090356812
51	1	0.8	1.0	58.0	20.0	1.0	1.0	1.8952363090356812
51	1	0.8	0.95	58.0	20.0	1.0	1.0	1.8952363090356812
51	1	0.8	0.9	58.0	20.0	1.0	1.0	1.8952363090356812
51	1	0.8	0.8	58.0	20.0	1.0	1.0	1.8952363090356812
51	1	0.6	1.0	58.0	20.0	1.0	1.0	1.8952363090356812
51	1	0.6	0.95	58.0	20.0	1.0	1.0	1.8952363090356812
51	1	0.6	0.9	58.00000000000001	20.0	1.0	1.0	1.8952363090356812
51	1	0.6	0.8	58.0	20.0	1.0	1.0	1.8952363090356812
52	0	1.0	1.0	0.0	0.0	0.0	0.0	1.834389948984608
53	0	1.0	1.0	0.0	0.0	0.0	0.0	1.7430767780169845
54	0	1.0	1.0	0.0	0.0	0.0	0.0	1.7796792190056294
55	0	1.0	1.0	0.0	0.0	0.0	0.0	1.7856215729843825
56	6	1.0	1.0	45.833333333333336	19.0	0.3333333333333333	6.0	1.8729615340125747
56	6	1.0	0.95	43.05572858731282	18.744535976311738	0.18339311516523252	5.366956358423178	1.8729615340125747
56	6	1.0	0.9	41.364201984244545	18.56971107826463	0.0914995966287521	4.532451016351655	1.8729615340125747
