START ALGORITHM:
I am going to build an instance with N: 1000 variables and 4200 clauses with a clause density equal to 4.2
START DYNAMIC-I BSP WITH r=0.9:
Decimation scorer: cert
END UNIT PROPAGATION
1000 4200 9.34459555 0.00934459555 4.2
1000 4200 9.34456247 0.00934456247 4.2
1000 4200 9.34458519 0.00934458519 4.2
1000 4200 9.34460825 0.00934460825 4.2
1000 4200 9.34476749 0.00934476749 4.2
1000 4200 9.34471585 0.00934471585 4.2
1000 4200 9.3446718 0.0093446718 4.2
1000 4200 9.34466076 0.00934466076 4.2
1000 4200 9.34468042 0.00934468042 4.2
999 4191 9.34467799 0.00934467799 4.1951952
999 4195 9.34468085 0.00934468085 4.1991992
999 4195 9.34467491 0.00934467491 4.1991992
999 4195 9.34468075 0.00934468075 4.1991992
999 4195 9.34468529 0.00934468529 4.1991992
999 4195 9.34468401 0.00934468401 4.1991992
999 4195 9.34468167 0.00934468167 4.1991992
999 4195 9.3446818 0.0093446818 4.1991992
999 4195 9.34468214 0.00934468214 4.1991992
999 4195 9.34468215 0.00934468215 4.1991992
998 4191 9.34468222 0.00934468222 4.1993988
998 4191 9.34468196 0.00934468196 4.1993988
998 4191 9.34468216 0.00934468216 4.1993988
998 4191 9.3446824 0.0093446824 4.1993988
998 4191 9.34468234 0.00934468234 4.1993988
998 4191 9.34468225 0.00934468225 4.1993988
998 4191 9.34468226 0.00934468226 4.1993988
998 4191 9.34468226 0.00934468226 4.1993988
998 4191 9.34468226 0.00934468226 4.1993988
998 4191 9.34468228 0.00934468228 4.1993988
997 4182 9.34468225 0.00934468225 4.19458375
997 4186 9.34468226 0.00934468226 4.19859579
997 4186 9.34468227 0.00934468227 4.19859579
997 4186 9.34468227 0.00934468227 4.19859579
997 4186 9.34468227 0.00934468227 4.19859579
997 4186 9.34468227 0.00934468227 4.19859579
997 4186 9.34468227 0.00934468227 4.19859579
997 4186 9.34468227 0.00934468227 4.19859579
997 4186 9.34468227 0.00934468227 4.19859579
997 4186 9.34468227 0.00934468227 4.19859579
996 4183 9.34468227 0.00934468227 4.1997992
996 4183 9.34468227 0.00934468227 4.1997992
996 4183 9.34468227 0.00934468227 4.1997992
996 4183 9.34468227 0.00934468227 4.1997992
996 4183 9.34468227 0.00934468227 4.1997992
996 4183 9.34468227 0.00934468227 4.1997992
996 4183 9.34468227 0.00934468227 4.1997992
996 4183 9.34468227 0.00934468227 4.1997992
996 4183 9.34468227 0.00934468227 4.1997992
996 4183 9.34468227 0.00934468227 4.1997992
995 4174 9.34468227 0.00934468227 4.19497487
995 4174 9.34468184 0.00934468184 4.19497487
995 4174 9.34468205 0.00934468205 4.19497487
995 4174 9.34468213 0.00934468213 4.19497487
