START ALGORITHM:
I am going to build an instance with N: 1000 variables and 4200 clauses with a clause density equal to 4.2
START DYNAMIC-I BSP WITH r=0.9:
Decimation scorer: cert
END UNIT PROPAGATION
1000 4200 8.35188377 0.00835188377 4.2
1000 4200 8.35168766 0.00835168766 4.2
1000 4200 8.35136594 0.00835136594 4.2
1000 4200 8.35159519 0.00835159519 4.2
1000 4200 8.35156525 0.00835156525 4.2
1000 4200 8.35153811 0.00835153811 4.2
1000 4200 8.35149535 0.00835149535 4.2
1000 4200 8.35153276 0.00835153276 4.2
1000 4200 8.35152062 0.00835152062 4.2
999 4196 8.35153228 0.00835153228 4.2002002
999 4196 8.35153592 0.00835153592 4.2002002
999 4196 8.35153241 0.00835153241 4.2002002
999 4196 8.35152527 0.00835152527 4.2002002
999 4196 8.35152913 0.00835152913 4.2002002
999 4196 8.35152691 0.00835152691 4.2002002
999 4196 8.35152869 0.00835152869 4.2002002
999 4196 8.35152638 0.00835152638 4.2002002
999 4196 8.35153016 0.00835153016 4.2002002
999 4196 8.35152834 0.00835152834 4.2002002
998 4182 8.35073632 0.00835073632 4.19038076
998 4182 8.35073516 0.00835073516 4.19038076
998 4182 8.35073678 0.00835073678 4.19038076
998 4182 8.3507365 0.0083507365 4.19038076
998 4182 8.35073563 0.00835073563 4.19038076
998 4182 8.35073652 0.00835073652 4.19038076
998 4182 8.35073625 0.00835073625 4.19038076
998 4182 8.35073642 0.00835073642 4.19038076
998 4182 8.35073673 0.00835073673 4.19038076
998 4182 8.35073672 0.00835073672 4.19038076
997 4167 8.34883594 0.00834883594 4.17953862
997 4167 8.34883291 0.00834883291 4.17953862
997 4167 8.34883973 0.00834883973 4.17953862
997 4167 8.34884031 0.00834884031 4.17953862
997 4167 8.34883942 0.00834883942 4.17953862
997 4167 8.34883904 0.00834883904 4.17953862
997 4167 8.34883919 0.00834883919 4.17953862
997 4167 8.34883923 0.00834883923 4.17953862
997 4167 8.34883916 0.00834883916 4.17953862
997 4167 8.34883917 0.00834883917 4.17953862
996 4161 8.34494726 0.00834494726 4.17771084
996 4161 8.34493808 0.00834493808 4.17771084
996 4161 8.34493734 0.00834493734 4.17771084
996 4161 8.34494085 0.00834494085 4.17771084
996 4161 8.34495078 0.00834495078 4.17771084
996 4161 8.3449595 0.0083449595 4.17771084
996 4161 8.34496136 0.00834496136 4.17771084
996 4161 8.34495906 0.00834495906 4.17771084
996 4161 8.3449583 0.0083449583 4.17771084
996 4161 8.34495517 0.00834495517 4.17771084
995 4149 8.34150332 0.00834150332 4.16984925
995 4149 8.34150213 0.00834150213 4.16984925
995 4149 8.3415043 0.0083415043 4.16984925
995 4149 8.34150959 0.00834150959 4.16984925
